,nctId,phase,recruitment,therapies,title,Drug_id
4,NCT02101788,Phase II,Recruiting,"[{'id': 942, 'therapyName': 'Topotecan'}, {'id': 2173, 'therapyName': 'Doxil + Letrozole + Tamoxifen + Paclitaxel'}, {'id': 2, 'therapyName': 'Trametinib'}]",Trametinib in Treating Patients With Recurrent or Progressive Low-Grade Ovarian Cancer or Peritoneal Cavity Cancer,665
5,NCT02291913,Phase II,"Active, not recruiting","[{'id': 2267, 'therapyName': 'Everolimus + Tamoxifen'}, {'id': 2268, 'therapyName': 'Anastrozole + Everolimus'}, {'id': 1589, 'therapyName': 'Fulvestrant + Everolimus'}, {'id': 1621, 'therapyName': 'Everolimus + Letrozole'}, {'id': 2269, 'therapyName': 'Everolimus + Toremifene'}, {'id': 1966, 'therapyName': 'Exemestane + Everolimus'}]",Everolimus Combined With Anti-estrogen Therapy in Hormone-Receptor-Positive HER-2 Negative Advanced Breast Cancer,665
6,NCT02586675,Phase I,"Active, not recruiting","[{'id': 759, 'therapyName': 'Goserelin'}, {'id': 3175, 'therapyName': 'LEE001 + Tamoxifen'}]",TEEL Study- Phase 1 Tamoxifen and Ribociclib (LEE011) in Advanced ER+ (HER2 Negative) Breast Cancer,665
7,NCT02988986,Phase II,Recruiting,"[{'id': 5141, 'therapyName': 'MLN0128 + Tamoxifen'}]","TAK-228 Plus Tamoxifen in Patients With ER-Positive, HER2-negative Breast Cancer",665
8,NCT02668666,Phase II,Recruiting,"[{'id': 3542, 'therapyName': 'Palbociclib + Tamoxifen'}]",Palbociclib in Combination With Tamoxifen as First Line Therapy for Metastatic Hormone Receptor Positive Breast Cancer,665
9,NCT02395627,Phase II,Recruiting,"[{'id': 3114, 'therapyName': 'Pembrolizumab + Tamoxifen + vorinostat'}]",Reversing Hormone Therapy Resistance With Epigenetic-Immune Modification,665
10,NCT00489944,Phase II,Unknown status,"[{'id': 1963, 'therapyName': 'Sunitinib + Tamoxifen + Cisplatin'}]","Sunitinib, Tamoxifen, and Cisplatin in Treating Patients With High-Risk Ocular Melanoma",665
11,NCT02228681,Phase II,"Active, not recruiting","[{'id': 1456, 'therapyName': 'Tamoxifen'}, {'id': 2401, 'therapyName': 'Medroxyprogesterone'}, {'id': 1621, 'therapyName': 'Everolimus + Letrozole'}]",Everolimus and Letrozole or Hormonal Therapy to Treat Endometrial Cancer,665
12,NCT02269670,Phase II,"Active, not recruiting","[{'id': 1456, 'therapyName': 'Tamoxifen'}, {'id': 735, 'therapyName': 'Everolimus'}, {'id': 1869, 'therapyName': 'Megestrol'}, {'id': 794, 'therapyName': 'Letrozole'}, {'id': 744, 'therapyName': 'Fulvestrant'}, {'id': 633, 'therapyName': 'Anastrozole'}]",Everolimus and Hormone Therapy in Treating Patients With Advanced Hormone Receptor Positive Breast Cancer That Has Progressed or Recurred on Everolimus and Exemestane Therapy,665
13,NCT02936206,Phase I,Recruiting,"[{'id': 1456, 'therapyName': 'Tamoxifen'}, {'id': 744, 'therapyName': 'Fulvestrant'}]",Examination of Breast Cancer Cells of Pre-menopausal Women Before and After Exposure to Tamoxifen or Fulvestrant.,665
14,NCT00900744,FDA approved,Completed,"[{'id': 1456, 'therapyName': 'Tamoxifen'}]",A Pilot Study of Varying Doses of Tamoxifen in the Setting of Genetic Polymorphisms of CYP2D6,665
15,NCT01272037,Phase III,Recruiting,"[{'id': 633, 'therapyName': 'Anastrozole'}, {'id': 794, 'therapyName': 'Letrozole'}, {'id': 1456, 'therapyName': 'Tamoxifen'}, {'id': 738, 'therapyName': 'Exemestane'}]","Tamoxifen Citrate, Letrozole, Anastrozole, or Exemestane With or Without Chemotherapy in Treating Patients With Invasive RxPONDER Breast Cancer",665
16,NCT02204098,Phase I,Recruiting,"[{'id': 794, 'therapyName': 'Letrozole'}, {'id': 633, 'therapyName': 'Anastrozole'}, {'id': 759, 'therapyName': 'Goserelin'}, {'id': 738, 'therapyName': 'Exemestane'}, {'id': 1456, 'therapyName': 'Tamoxifen'}]",Safety and Immune Response to a Mammaglobin-A DNA Vaccine In Breast Cancer Patients Undergoing Neoadjuvant Endocrine Therapy,665
17,NCT02384239,Phase II,Recruiting,"[{'id': 744, 'therapyName': 'Fulvestrant'}, {'id': 850, 'therapyName': 'Palbociclib'}, {'id': 1456, 'therapyName': 'Tamoxifen'}]",A Study of Palbociclib in Combination With Fulvestrant or Tamoxifen as Treatment for Metastatic Breast Cancer,665
18,NCT02476786,Phase II,Recruiting,"[{'id': 633, 'therapyName': 'Anastrozole'}, {'id': 744, 'therapyName': 'Fulvestrant'}, {'id': 759, 'therapyName': 'Goserelin'}, {'id': 1456, 'therapyName': 'Tamoxifen'}, {'id': 738, 'therapyName': 'Exemestane'}]",Endocrine Treatment Alone for Elderly Patients With Estrogen Receptor Positive Operable Breast Cancer and Low Recurrence Score,665
19,NCT03238703,FDA approved,Not yet recruiting,"[{'id': 1456, 'therapyName': 'Tamoxifen'}, {'id': 738, 'therapyName': 'Exemestane'}, {'id': 4419, 'therapyName': 'Toremifine'}, {'id': 633, 'therapyName': 'Anastrozole'}, {'id': 794, 'therapyName': 'Letrozole'}]","Endocrine Therapy in Treating Patients With HER2 Negative, Low Risk Breast Cancer",665
20,NCT02040857,Phase II,"Active, not recruiting","[{'id': 738, 'therapyName': 'Exemestane'}, {'id': 850, 'therapyName': 'Palbociclib'}, {'id': 1456, 'therapyName': 'Tamoxifen'}, {'id': 794, 'therapyName': 'Letrozole'}, {'id': 633, 'therapyName': 'Anastrozole'}]",Palbociclib + Endocrine Therapy for HR + BrCa,665
21,NCT00492687,Phase II,Unknown status,"[{'id': 1092, 'therapyName': 'Carboplatin'}, {'id': 1141, 'therapyName': 'Temozolomide'}, {'id': 1456, 'therapyName': 'Tamoxifen'}]","Radiation Therapy, Temozolomide, Tamoxifen, and Carboplatin in Treating Patients With Malignant Gliomas",665
22,NCT01674140,Phase III,Recruiting,"[{'id': 759, 'therapyName': 'Goserelin'}, {'id': 633, 'therapyName': 'Anastrozole'}, {'id': 794, 'therapyName': 'Letrozole'}, {'id': 795, 'therapyName': 'Leuprolide'}, {'id': 735, 'therapyName': 'Everolimus'}, {'id': 1456, 'therapyName': 'Tamoxifen'}, {'id': 738, 'therapyName': 'Exemestane'}]",S1207 Hormone Therapy With or Without Everolimus in Treating Patients With Breast Cancer,665
23,NCT01293032,Phase I,Completed,"[{'id': 1456, 'therapyName': 'Tamoxifen'}]",Hormone Therapy Or Chemotherapy Before Surgery Based on Gene Expression Analysis in Treating Patients With Breast Cancer,665
24,NCT02788201,Phase II,Recruiting,"[{'id': 4, 'therapyName': 'Erlotinib'}, {'id': 2563, 'therapyName': 'Thiotepa'}, {'id': 770, 'therapyName': 'Imatinib'}, {'id': 1154, 'therapyName': 'Dacarbazine'}, {'id': 640, 'therapyName': 'Arsenic trioxide'}, {'id': 1022, 'therapyName': 'Idarubicin'}, {'id': 1133, 'therapyName': 'Mitomycin C'}, {'id': 1641, 'therapyName': 'Thioguanine'}, {'id': 1640, 'therapyName': 'Mercaptopurine'}, {'id': 1639, 'therapyName': 'Methotrexate'}, {'id': 1767, 'therapyName': 'Cladribine'}, {'id': 1013, 'therapyName': 'epirubicin'}, {'id': 755, 'therapyName': 'Gemcitabine'}, {'id': 1009, 'therapyName': 'Doxorubicin'}, {'id': 1137, 'therapyName': 'Bleomycin'}, {'id': 1136, 'therapyName': 'Etoposide'}, {'id': 751, 'therapyName': 'Gefitinib'}, {'id': 1006, 'therapyName': 'Daunorubicin'}, {'id': 2075, 'therapyName': 'Lomustine'}, {'id': 920, 'therapyName': 'Sorafenib'}, {'id': 930, 'therapyName': 'Sunitinib'}, {'id': 1441, 'therapyName': 'Ifosfamide'}, {'id': 2206, 'therapyName': 'Asparaginase'}, {'id': 781, 'therapyName': 'Ixabepilone'}, {'id': 1805, 'therapyName': 'Abiraterone'}, {'id': 651, 'therapyName': 'Azacitidine'}, {'id': 907, 'therapyName': 'Ruxolitinib'}, {'id': 650, 'therapyName': 'Decitabine'}, {'id': 649, 'therapyName': 'Axitinib'}, {'id': 2950, 'therapyName': 'Estramustine'}, {'id': 1941, 'therapyName': 'Floxuridine'}, {'id': 787, 'therapyName': 'Lapatinib'}, {'id': 1811, 'therapyName': 'Carmustine'}, {'id': 1166, 'therapyName': 'Fludarabine'}, {'id': 829, 'therapyName': 'Nilotinib'}, {'id': 700, 'therapyName': 'Cisplatin'}, {'id': 956, 'therapyName': 'Vismodegib'}, {'id': 953, 'therapyName': 'Vandetanib'}, {'id': 1207, 'therapyName': 'Melphalan'}, {'id': 1206, 'therapyName': 'Busulfan'}, {'id': 1092, 'therapyName': 'Carboplatin'}, {'id': 4419, 'therapyName': 'Toremifine'}, {'id': 706, 'therapyName': 'Crizotinib'}, {'id': 2601, 'therapyName': 'Dactinomycin'}, {'id': 936, 'therapyName': 'Temsirolimus'}, {'id': 1077, 'therapyName': 'Vorinostat'}, {'id': 1075, 'therapyName': 'romidepsin'}, {'id': 1715, 'therapyName': 'Fluorouracil'}, {'id': 1074, 'therapyName': 'Irinotecan'}, {'id': 688, 'therapyName': 'Bortezomib'}, {'id': 1456, 'therapyName': 'Tamoxifen'}, {'id': 942, 'therapyName': 'Topotecan'}, {'id': 3035, 'therapyName': 'Chlorambucil'}, {'id': 3161, 'therapyName': 'Pentostatin'}, {'id': 728, 'therapyName': 'Eribulin'}, {'id': 1624, 'therapyName': 'Carfilzomib'}, {'id': 342, 'therapyName': 'Vemurafenib'}, {'id': 1750, 'therapyName': 'Hydroxyurea'}, {'id': 738, 'therapyName': 'Exemestane'}, {'id': 1631, 'therapyName': 'Vincristine'}, {'id': 717, 'therapyName': 'Dasatinib'}, {'id': 1740, 'therapyName': 'Mitoxantrone'}, {'id': 2635, 'therapyName': 'Vinblastine'}, {'id': 712, 'therapyName': 'Cytarabine'}, {'id': 1877, 'therapyName': 'Tretinoin  '}, {'id': 1746, 'therapyName': 'Clofarabine'}, {'id': 4305, 'therapyName': 'Teniposide'}, {'id': 720, 'therapyName': 'Docetaxel'}, {'id': 848, 'therapyName': 'Pazopanib'}, {'id': 1104, 'therapyName': 'Oxaliplatin'}, {'id': 4304, 'therapyName': 'Streptozocin'}, {'id': 1103, 'therapyName': 'Paclitaxel'}, {'id': 1231, 'therapyName': 'Bendamustine'}, {'id': 4303, 'therapyName': 'Mechlorethamine'}, {'id': 4302, 'therapyName': 'Mitotane'}]",Genomic Based Assignment of Therapy in Advanced Urothelial Carcinoma,665
25,NCT02197897,Phase II,Recruiting,"[{'id': 1456, 'therapyName': 'Tamoxifen'}]",Evaluation the Treatment of Tamoxifen of Low/Intermediate Risk Bladder Tumors,665
26,NCT02913430,Phase II,Recruiting,"[{'id': 1456, 'therapyName': 'Tamoxifen'}, {'id': 744, 'therapyName': 'Fulvestrant'}]",Phase II Treatment of Metastatic Breast Cancer With Fulvestrant or Tamoxifen,665
27,NCT02311933,Phase II,"Active, not recruiting","[{'id': 3076, 'therapyName': 'Z-endoxifen HCl'}, {'id': 1456, 'therapyName': 'Tamoxifen'}]","Tamoxifen Citrate or Z-Endoxifen Hydrochloride in Treating Patients With Locally Advanced or Metastatic, Estrogen Receptor-Positive, HER2-Negative Breast Cancer",665
28,NCT02764541,Phase II,Recruiting,"[{'id': 850, 'therapyName': 'Palbociclib'}, {'id': 794, 'therapyName': 'Letrozole'}, {'id': 1456, 'therapyName': 'Tamoxifen'}]",Palbociclib and Endocrine Therapy for LObular Breast Cancer Preoperative Study (PELOPS),665
29,NCT02630693,Phase II,"Active, not recruiting","[{'id': 850, 'therapyName': 'Palbociclib'}, {'id': 744, 'therapyName': 'Fulvestrant'}, {'id': 1456, 'therapyName': 'Tamoxifen'}]","Study Comparing Two Different Schedules of Palbociclib Plus Second Line Endocrine Therapy in Women With Estrogen Receptor Positive, HER2 Negative Advanced/Metastatic Breast Cancer",665
30,NCT02753686,Phase I,Recruiting,"[{'id': 1456, 'therapyName': 'Tamoxifen'}, {'id': 738, 'therapyName': 'Exemestane'}, {'id': 744, 'therapyName': 'Fulvestrant'}, {'id': 794, 'therapyName': 'Letrozole'}, {'id': 633, 'therapyName': 'Anastrozole'}, {'id': 1966, 'therapyName': 'Exemestane + Everolimus'}]",Treatment of Canadian Postmenopausal Women With ER+ Advanced Breast Cancer in the Real-World Setting With Hormone Therapy ± Targeted Therapy (Treat ER+ight),665
31,NCT02206984,Phase I,Recruiting,"[{'id': 1456, 'therapyName': 'Tamoxifen'}, {'id': 633, 'therapyName': 'Anastrozole'}, {'id': 744, 'therapyName': 'Fulvestrant'}]",Endocrine Response in Women With Invasive Lobular Breast Cancer,665
32,NCT02278120,Phase III,"Active, not recruiting","[{'id': 1456, 'therapyName': 'Tamoxifen'}, {'id': 794, 'therapyName': 'Letrozole'}, {'id': 790, 'therapyName': 'Ribociclib'}, {'id': 759, 'therapyName': 'Goserelin'}, {'id': 633, 'therapyName': 'Anastrozole'}]","Study of Efficacy and Safety in Premenopausal Women With Hormone Receptor Positive, HER2-negative Advanced Breast Cancer",665
33,NCT01124695,Phase II,Unknown status,"[{'id': 1456, 'therapyName': 'Tamoxifen'}]",Tamoxifen Citrate in Treating Patients With Metastatic or Recurrent Breast Cancer,665
34,NCT02993159,Phase II,Recruiting,"[{'id': 5132, 'therapyName': 'Afimoxifene'}, {'id': 1456, 'therapyName': 'Tamoxifen'}]",Tamoxifen Citrate or Afimoxifene in Treating Patients With Estrogen Receptor Positive Breast Cancer,665
35,NCT01027416,Phase I,Completed,"[{'id': 1456, 'therapyName': 'Tamoxifen'}]",Analyzing a New Mechanism in Response to Tamoxifen Therapy in Breast Cancer Patients,665
0,NCT01647828,Phase Ib/II,Completed,"[{'id': 619, 'therapyName': 'Abraxane'}, {'id': 755, 'therapyName': 'Gemcitabine'}, {'id': 2547, 'therapyName': 'Tarextumab'}]",A Phase 1b/2 Study of OMP-59R5 in Combination With Nab-Paclitaxel and Gemcitabine in Subjects With Previously Untreated Stage IV Pancreatic Cancer,7576
1,NCT01859741,Phase Ib/II,"Active, not recruiting","[{'id': 700, 'therapyName': 'Cisplatin'}, {'id': 1136, 'therapyName': 'Etoposide'}, {'id': 1092, 'therapyName': 'Carboplatin'}, {'id': 2547, 'therapyName': 'Tarextumab'}]",A Phase 1b/2 Study of OMP-59R5 in Combination With Etoposide and Platinum Therapy in Subjects With Untreated Extensive Stage Small Cell Lung Cancer (PINNACLE),7576
0,NCT02025803,Phase I,"Active, not recruiting","[{'id': 4335, 'therapyName': 'Capecitabine + TAS-114'}]","A Safety, Tolerability and Pharmacokinetic Study of TAS-114 in Combination With Capecitabine in Patients With Advanced Solid Tumors",8423
1,NCT02855125,Phase II,Recruiting,"[{'id': 1407, 'therapyName': 'TS-1'}, {'id': 4527, 'therapyName': 'TAS-114 + TS-1'}]",A Randomized Phase 2 Trial of TAS-114 in Combination With S-1 Versus S-1,8423
0,NCT02965885,Phase I,Recruiting,"[{'id': 2768, 'therapyName': 'TAS-116'}]",A Study of TAS-116 in Patients With Solid Tumors,7719
0,NCT02134067,Phase I,Recruiting,"[{'id': 1400, 'therapyName': 'TAS-119'}, {'id': 1103, 'therapyName': 'Paclitaxel'}]","Dose-escalating, Safety, Tolerability and PK Study of TAS-119 in Combination With Paclitaxel in Patients With Advanced Solid Tumors",7250
1,NCT02448589,Phase I,Recruiting,"[{'id': 1400, 'therapyName': 'TAS-119'}]",An Investigation of TAS-119 Monotherapy and in Combination With Docetaxel,7250
0,NCT02052778,Phase Ib/II,Recruiting,"[{'id': 1053, 'therapyName': 'TAS-120'}]",A Dose Finding Study Followed by a Safety and Efficacy Study in Patients With Advanced Solid Tumors or Multiple Myeloma With FGF/FGFR-Related Abnormalities,7171
0,NCT02566772,Phase I,Recruiting,"[{'id': 4329, 'therapyName': 'TAS3681'}]",Study of TAS3681 in Metastatic Castration Resistant Prostate Cancer,8418
0,NCT02978235,Phase Ib/II,Recruiting,"[{'id': 5897, 'therapyName': 'TAS4464'}]",A Dose Finding Study Followed by a Safety and Efficacy Study for Patients With Multiple Myeloma or Lymphoma,8852
0,NCT02396368,Phase I,Withdrawn,"[{'id': 2699, 'therapyName': 'Tasquinimod'}, {'id': 2001, 'therapyName': 'radium Ra 223 dichloride'}]",A Study of Radium-223 in Combination With Tasquinimod in Bone-only Metastatic Castration-Resistant Prostate Cancer,7662
1,NCT01513733,Phase I,Completed,"[{'id': 2699, 'therapyName': 'Tasquinimod'}, {'id': 1571, 'therapyName': 'Cabazitaxel'}]",The CATCH Prostate Cancer Trial Cabazitaxel And Tasquinimod in Men With Prostate Cancer,7662
2,NCT02159950,Phase II,Completed,"[{'id': 2648, 'therapyName': 'Sipuleucel-T'}, {'id': 2699, 'therapyName': 'Tasquinimod'}]",Sipuleucel-T With or Without Tasquinimod in Treating Patients With Metastatic Hormone-Resistant Prostate Cancer,7662
0,NCT03028103,Phase I,Recruiting,"[{'id': 5267, 'therapyName': 'Tazemetostat + Fluconazole'}, {'id': 5285, 'therapyName': 'Repaglinide + Omeprazole + Tazemetostat'}]","Open-Label, Multicenter, Two-Part, Phase 1 Study to Characterize Effects of a Moderate CYP3A Inhibitor on PK of Tazemetostat, the Effects of Tazemetostat on PK of CYP2C8 and CYP2C19 Substrates, and the Effect of Increased Gastric pH on PK of Tazemetostat in B-cell Lymphoma Subjects",7650
1,NCT03155620,Phase II,Recruiting,"[{'id': 2683, 'therapyName': 'Tazemetostat'}, {'id': 2650, 'therapyName': 'LOXO-101'}, {'id': 1069, 'therapyName': 'LY3023414'}, {'id': 342, 'therapyName': 'Vemurafenib'}, {'id': 837, 'therapyName': 'Olaparib'}, {'id': 913, 'therapyName': 'Selumetinib'}, {'id': 961, 'therapyName': 'X-396'}]",Pediatric MATCH: Targeted Therapy Directed by Genetic Testing in Treating Pediatric Patients With Advanced Refractory Solid Tumors or Lymphomas,7650
2,NCT02601937,Phase I,Recruiting,"[{'id': 2683, 'therapyName': 'Tazemetostat'}]",A Phase 1 Study of the EZH2 Inhibitor Tazemetostat in Pediatric Subjects With Relapsed or Refractory INI1-Negative Tumors or Synovial Sarcoma,7650
3,NCT02875548,Phase II,Recruiting,"[{'id': 2683, 'therapyName': 'Tazemetostat'}]",Tazemetostat Rollover Study (TRuST): An Open-Label Rollover Study,7650
4,NCT03213665,Phase II,Recruiting,"[{'id': 2683, 'therapyName': 'Tazemetostat'}]","Pediatric MATCH: Tazemetostat in Treating Patients With Relapsed or Refractory Advanced Solid Tumors, Non-Hodgkin Lymphoma, or Histiocytic Disorders With EZH2, SMARCB1, or SMARCA4 Gene Mutations",7650
5,NCT02601950,Phase II,Recruiting,"[{'id': 2683, 'therapyName': 'Tazemetostat'}]","A Phase II, Multicenter Study of the EZH2 Inhibitor Tazemetostat in Adult Subjects With INI1-Negative Tumors or Relapsed/Refractory Synovial Sarcoma",7650
6,NCT03217253,Phase I,Not yet recruiting,"[{'id': 2683, 'therapyName': 'Tazemetostat'}]",Tazemetostat in Treating Patients With Metastatic or Unresectable Solid Tumors or B-Cell Lymphomas With Liver Dysfunction,7650
7,NCT02860286,Phase II,"Active, not recruiting","[{'id': 2683, 'therapyName': 'Tazemetostat'}]",Study of the EZH2 Inhibitor Tazemetostat in Malignant Mesothelioma,7650
0,NCT02748135,Phase Ib/II,Recruiting,"[{'id': 4704, 'therapyName': 'TB-403'}]",A Two-Part Study of TB-403 in Pediatric Subjects With Relapsed or Refractory Medulloblastoma,8524
0,NCT02423057,Phase I,Recruiting,"[{'id': 2907, 'therapyName': 'TdCyd'}]",Phase I Trial of 4'-Thio-2'-Deoxycytidine (TdCyd) in Patients With Advanced Solid Tumors,7830
0,NCT02314156,Phase II,Recruiting,"[{'id': 2820, 'therapyName': 'Telapristone'}]",Transdermal or Oral Telapristone Acetate in Treating Patients Undergoing Mastectomy,7763
0,NCT02977780,Phase II,Recruiting,"[{'id': 1000, 'therapyName': 'CC-115'}, {'id': 5028, 'therapyName': 'Abemaciclib + Temozolomide'}, {'id': 1141, 'therapyName': 'Temozolomide'}, {'id': 5029, 'therapyName': 'Neratinib + Temozolomide'}]",INdividualized Screening Trial of Innovative Glioblastoma Therapy (INSIGhT),843
1,NCT02065466,Phase Ib/II,Withdrawn,"[{'id': 1380, 'therapyName': 'Abraxane + Temozolomide + Bevacizumab'}]","Combo of Abraxane, TMZ, Bevacizumab in Metastatic Melanoma With Brain Metastases",843
2,NCT01601535,Phase Ib/II,"Active, not recruiting","[{'id': 2628, 'therapyName': 'Alisertib + Irinotecan + Temozolomide'}]",Study of MLN8237 in Combination With Irinotecan and Temozolomide,843
3,NCT03174197,Phase Ib/II,Recruiting,"[{'id': 5872, 'therapyName': 'Atezolizumab + Temozolomide'}]",Atezolizumab (aPDL1) + Temozolomide and Radiation for Newly Diagnosed Glioblastoma (GBM),843
4,NCT03139916,Phase II,Recruiting,"[{'id': 5634, 'therapyName': 'Bavituximab + Temozolomide'}]",Phase II Clinical Trial of Bavituximab With Radiation and Temozolomide for Patients With Newly Diagnosed Glioblastoma,843
5,NCT01435395,Phase I,Completed,"[{'id': 2122, 'therapyName': 'Bevacizumab + Bortezomib + Temozolomide'}]","Trial of Temozolomide, Bevacizumab Plus Bortezomib for Recurrent Glioblastoma Multiforme",843
6,NCT01525082,Phase II,"Active, not recruiting","[{'id': 2073, 'therapyName': 'Bevacizumab + Capecitabine + Temozolomide'}]","Capecitabine, Temozolomide and Bevacizumab for Metastatic or Unresectable Pancreatic Neuroendocrine Tumors",843
7,NCT01182350,Phase II,"Active, not recruiting","[{'id': 2115, 'therapyName': 'Bevacizumab + Temozolomide'}, {'id': 2116, 'therapyName': 'Bevacizumab + Erlotinib + Temozolomide'}, {'id': 1146, 'therapyName': 'Bevacizumab + Erlotinib'}, {'id': 667, 'therapyName': 'Bevacizumab'}]",Molecularly Determined Treatment of Diffuse Intrinsic Pontine Gliomas (DIPG),843
8,NCT01478321,Phase II,"Active, not recruiting","[{'id': 2115, 'therapyName': 'Bevacizumab + Temozolomide'}]",Efficacy of Hypofractionated XRT w/Bev. + Temozolomide for Recurrent Gliomas,843
9,NCT03128047,Phase I,Recruiting,"[{'id': 2115, 'therapyName': 'Bevacizumab + Temozolomide'}]",HUMC 1612: Optune NovoTTF-200A System,843
10,NCT01891747,Phase Ib/II,"Active, not recruiting","[{'id': 2115, 'therapyName': 'Bevacizumab + Temozolomide'}]", A Phase I/II Study of High-dose L-methylfolate in Combination With Temozolomide and Bevacizumab in Recurrent High Grade Glioma,843
11,NCT01149850,Phase II,"Active, not recruiting","[{'id': 2115, 'therapyName': 'Bevacizumab + Temozolomide'}]",Bevacizumab and Temozolomide in Treating Older Patients With Newly-Diagnosed Glioblastoma Multiforme or Gliosarcoma,843
12,NCT02343549,Phase II,Recruiting,"[{'id': 2115, 'therapyName': 'Bevacizumab + Temozolomide'}]",LCI-NEU-NOV-001 Study of a Device Worn on the Head in Combination With Chemo to Treat Brain Cancer,843
13,NCT00660621,Phase II,Unknown status,"[{'id': 2115, 'therapyName': 'Bevacizumab + Temozolomide'}]","A Phase II Study Of Gliadel, Concomitant Temozolomide And Radiation, Followed By Dose Dense Therapy With Temozolomide Plus Bevacizumab For Newly Diagnosed Malignant High Grade Glioma",843
14,NCT03150810,Phase Ib/II,Recruiting,"[{'id': 6124, 'therapyName': 'BGB-290 + Temozolomide'}]","Study to Assess Safety, Tolerability and Clinical Activity of BGB-290 in Combination With Temozolomide (TMZ) in Subjects With Locally Advanced or Metastatic Solid Tumors",843
15,NCT03150862,Phase Ib/II,Recruiting,"[{'id': 2947, 'therapyName': 'BGB-290'}, {'id': 6124, 'therapyName': 'BGB-290 + Temozolomide'}]",A Study Assessing BGB-290 With Radiation and/or Temozolomide (TMZ) in Subjects With Newly Diagnosed or Recurrent Glioblastoma,843
16,NCT01473901,Phase I,Completed,"[{'id': 4474, 'therapyName': 'BKM120 + Temozolomide'}]",A Phase I Dose Escalation Study of BKM120 With Radiation Therapy and Temozolomide in Patients With Newly Diagnosed Glioblastoma,843
17,NCT02655601,Phase Ib/II,Recruiting,"[{'id': 5841, 'therapyName': 'BMX-001 + Temozolomide'}, {'id': 1141, 'therapyName': 'Temozolomide'}]","Trial of Newly Diagnosed High Grade Glioma Treated With Concurrent Radiation Therapy, Temozolomide and BMX-001",843
18,NCT00998010,Phase II,"Active, not recruiting","[{'id': 3055, 'therapyName': 'Bortezomib + Temozolomide'}]","Bortezomib, Temozolomide, and Regional Radiation Therapy in Treating Patients With Newly Diagnosed Glioblastoma Multiforme or Gliosarcoma",843
19,NCT02831179,Phase I,Withdrawn,"[{'id': 4463, 'therapyName': 'Capecitabine + Veliparib + Temozolomide'}]","Veliparib, Capecitabine, and Temozolomide in Patients With Advanced, Metastatic, and Recurrent Neuroendocrine Tumor",843
20,NCT00669669,Phase Ib/II,"Active, not recruiting","[{'id': 2556, 'therapyName': 'O6-benzylguanine'}, {'id': 2555, 'therapyName': 'Carmustine + Filgrastim + Plerixafor + Temozolomide'}]",Dose-Intensive Chemotherapy in Combination With Chemoprotected Autologous Stem Cells in Treating Patients With Malignant Gliomas,843
21,NCT01107522,Phase I,"Active, not recruiting","[{'id': 1142, 'therapyName': 'CTO + Temozolomide'}, {'id': 999, 'therapyName': 'Carboxyamidotriazole Orotate'}]",Safety and Tolerability of Carboxyamidotriazole Orotate (CTO) in Solid Tumors or With Temodar&#174; in Glioblastoma or Other Recurrent Malignant Gliomas or in Combination With Temodar&#174; and Radiation Therapy for Patients With Newly Diagnosed Glioblastoma and Malignant Gliomas,843
22,NCT00925132,Phase Ib/II,Terminated,"[{'id': 1737, 'therapyName': 'Decitabine + Temozolomide + Panobinostat'}]","Treatment of Resistant Metastatic Melanoma Using Decitabine, Temozolomide and Panobinostat",843
23,NCT02689336,Phase II,Recruiting,"[{'id': 3726, 'therapyName': 'Erlotinib + Temozolomide'}]",Erlotinib in Combination With Temozolomide in Treating Relapsed/Recurrent/Refractory Pediatric Solid Tumors,843
24,NCT01591577,Phase II,Recruiting,"[{'id': 2440, 'therapyName': 'Lapatinib + Temozolomide'}]",Lapatinib With Temozolomide and Regional Radiation Therapy for Patients With Newly-Diagnosed Glioblastoma Multiforme,843
25,NCT01837862,Phase Ib/II,Recruiting,"[{'id': 2134, 'therapyName': 'Mebendazole + Vincristine + Carboplatin + Temozolomide'}, {'id': 2133, 'therapyName': 'Mebendazole + Bevacizumab + Irinotecan'}]",A Phase I/II Study of Mebendazole for the Treatment of Pediatric Gliomas,843
26,NCT01849146,Phase I,Recruiting,"[{'id': 2713, 'therapyName': 'MK-1775 + Temozolomide'}]","WEE1 Inhibitor MK-1775, Radiation Therapy, and Temozolomide in Treating Patients With Newly Diagnosed or Recurrent Glioblastoma Multiforme",843
27,NCT02975882,Phase I,Recruiting,"[{'id': 5030, 'therapyName': 'Nab-Rapamycin + Temozolomide + Irinotecan'}]","Nanoparticle Albumin-Bound Rapamycin, Temozolomide, and Irinotecan Hydrochloride in Treating Pediatric Patients With Recurrent or Refractory Solid Tumors",843
28,NCT02044120,Phase I,Recruiting,"[{'id': 1437, 'therapyName': 'Niraparib + Temozolomide'}]","ESP1/SARC025 Global Collaboration: A Phase I Study of a Combination of the PARP Inhibitor, Niraparib and Temozolomide in Patients With Previously Treated, Incurable Ewing Sarcoma",843
29,NCT02667587,Phase II,Recruiting,"[{'id': 1141, 'therapyName': 'Temozolomide'}, {'id': 3724, 'therapyName': 'Nivolumab + Temozolomide'}]","Study of Temozolomide Plus Radiation Therapy With Nivolumab or Placebo, for Newly Diagnosed Patients With Glioblastoma (GBM, a Malignant Brain Cancer).",843
