,nctId,phase,recruitment,therapies,title,Therapies_id
89,NCT02599779,Phase II,Recruiting,"[{'id': 1447, 'therapyName': 'Pembrolizumab'}]",A Proof of Principle Study of Pembrolizumab With SBRT in TKI mRCC Patients,1447
90,NCT02332980,Phase II,Recruiting,"[{'id': 1447, 'therapyName': 'Pembrolizumab'}]",A Phase II Study of Anti-PD-1 Antibody (MK-3475) in Relapsed/Refractory Chronic Lymphocytic Leukemia (CLL) and Other Low Grade B Cell Non-Hodgkin Lymphoma,1447
91,NCT02289209,Phase II,Recruiting,"[{'id': 1447, 'therapyName': 'Pembrolizumab'}]",Reirradiation With MK-3475 in Locoregional Inoperable Recurrence or Second Primary Squamous Cell CA of the Head and Neck,1447
92,NCT02841748,Phase II,Recruiting,"[{'id': 1447, 'therapyName': 'Pembrolizumab'}]","A Randomized, Double-Blind Phase II Study of Adjuvant Pembrolizumab Versus Placebo in Head and Neck Cancers at High Risk for Recurrence- the PATHWay Study",1447
93,NCT02708641,Phase II,Recruiting,"[{'id': 1447, 'therapyName': 'Pembrolizumab'}]",A Phase II Study of Pembrolizumab as Post-Remission Treatment of Patients 60 With AML,1447
94,NCT02771197,Phase II,Recruiting,"[{'id': 2237, 'therapyName': 'Fludarabine + Melphalan'}, {'id': 1447, 'therapyName': 'Pembrolizumab'}]",Lymphodepletion and Anti-PD-1 Blockade to Reduce Relapse in AML Patient Not Eligible for Transplant,1447
95,NCT02963090,Phase II,Recruiting,"[{'id': 5532, 'therapyName': 'Pembrolizumab + Topotecan'}, {'id': 1447, 'therapyName': 'Pembrolizumab'}]",Pembrolizumab vs Topotecan in Patients With Small Cell Lung Cancer,1447
96,NCT02358031,Phase III,"Active, not recruiting","[{'id': 694, 'therapyName': 'Cetuximab'}, {'id': 1447, 'therapyName': 'Pembrolizumab'}, {'id': 1715, 'therapyName': 'Fluorouracil'}, {'id': 1092, 'therapyName': 'Carboplatin'}, {'id': 700, 'therapyName': 'Cisplatin'}]",A Study of Pembrolizumab (MK-3475) for First Line Treatment of Recurrent or Metastatic Squamous Cell Cancer of the Head and Neck (MK-3475-048/KEYNOTE-048),1447
97,NCT03126630,Phase Ib/II,Not yet recruiting,"[{'id': 1447, 'therapyName': 'Pembrolizumab'}, {'id': 5596, 'therapyName': 'Pembrolizumab + Anetumab ravtansine'}]",Pembrolizumab With or Without Anetumab Ravtansine in Treating Patients With Mesothelin-Positive Pleural Mesothelioma,1447
98,NCT02448303,Phase II,"Active, not recruiting","[{'id': 1605, 'therapyName': 'Acalabrutinib'}, {'id': 1447, 'therapyName': 'Pembrolizumab'}]",Pembrolizumab Alone and In Combination With ACP-196 in Subjects With Advanced Non-small Cell Lung Cancer,1447
99,NCT02359851,Phase II,"Active, not recruiting","[{'id': 1447, 'therapyName': 'Pembrolizumab'}]",Pembrolizumab in Treating Patients With Advanced Uveal Melanoma,1447
100,NCT02752074,Phase III,"Active, not recruiting","[{'id': 4088, 'therapyName': 'Epacadostat + Pembrolizumab'}, {'id': 1447, 'therapyName': 'Pembrolizumab'}]",A Phase 3 Study of Pembrolizumab + Epacadostat or Placebo in Subjects With Unresectable or Metastatic Melanoma,1447
101,NCT02650999,Phase Ib/II,Recruiting,"[{'id': 1447, 'therapyName': 'Pembrolizumab'}]",Study of Pembrolizumab in Patients Failing to Respond to or Relapsing After Anti-CD19 Chimeric Antigen Receptor Modified T Cell Therapy for Relapsed or Refractory CD19+ Lymphomas,1447
102,NCT02658097,Phase II,Recruiting,"[{'id': 1447, 'therapyName': 'Pembrolizumab'}]","A Randomized Two Arm Phase II Trial of Pembrolizumab Alone or Sequentially Following Single Fraction Non-ablative Radiation to One of the Target Lesions, in Previously Treated Patients With Stage IV NSCLC",1447
103,NCT02674061,Phase II,"Active, not recruiting","[{'id': 1447, 'therapyName': 'Pembrolizumab'}]",Efficacy and Safety Study of Pembrolizumab (MK-3475) in Women With Advanced Recurrent Ovarian Cancer (MK-3475-100/KEYNOTE-100),1447
104,NCT03072160,Phase II,Recruiting,"[{'id': 1447, 'therapyName': 'Pembrolizumab'}]",Pembrolizumab in Recurrent or Metastatic Medullary Thyroid Cancer,1447
105,NCT03273153,Phase III,Not yet recruiting,"[{'id': 1447, 'therapyName': 'Pembrolizumab'}, {'id': 1343, 'therapyName': 'Atezolizumab + Cobimetinib'}]",A Study of Cobimetinib Plus Atezolizumab Versus Pembrolizumab in Participants With Previously Untreated Advanced BRAFv600 Wild-Type Melanoma,1447
106,NCT02444741,Phase Ib/II,Recruiting,"[{'id': 1447, 'therapyName': 'Pembrolizumab'}]",MK-3475 and Hypofractionated Stereotactic Radiation Therapy in Patients With Non-Small Cell Lung Cancer (NSCLC),1447
107,NCT02267603,Phase II,"Active, not recruiting","[{'id': 1447, 'therapyName': 'Pembrolizumab'}]",Pembrolizumab in Treating Patients With Advanced Merkel Cell Cancer,1447
108,NCT02493361,Phase II,"Active, not recruiting","[{'id': 1447, 'therapyName': 'Pembrolizumab'}, {'id': 2990, 'therapyName': 'IL-12 gene'}]",Trial of pIL-12/MK-3475 in Metastatic Melanoma,1447
109,NCT02837042,Phase II,Recruiting,"[{'id': 1447, 'therapyName': 'Pembrolizumab'}]",Trial of Pembrolizumab for Advanced Penile Squamous Cell Carcinoma,1447
110,NCT02306850,Phase II,Recruiting,"[{'id': 1447, 'therapyName': 'Pembrolizumab'}]",Neoadjuvant Pembrolizumab for Unresectable Stage III and Unresectable Stage IV Melanoma,1447
111,NCT03070392,Phase II,Recruiting,"[{'id': 1154, 'therapyName': 'Dacarbazine'}, {'id': 779, 'therapyName': 'Ipilimumab'}, {'id': 1447, 'therapyName': 'Pembrolizumab'}, {'id': 3847, 'therapyName': 'IMCgp100'}]",Safety and Efficacy of IMCgp100 Versus Investigator Choice in Advanced Uveal Melanoma,1447
112,NCT03136055,Phase II,Recruiting,"[{'id': 5643, 'therapyName': 'Irinotecan + Pembrolizumab'}, {'id': 4021, 'therapyName': 'Paclitaxel + Pembrolizumab'}, {'id': 1447, 'therapyName': 'Pembrolizumab'}]",Pembrolizumab-based Therapy in Previously Treated High Grade Neuroendocrine Carcinomas,1447
113,NCT03267888,Phase I,Not yet recruiting,"[{'id': 1447, 'therapyName': 'Pembrolizumab'}]",Pembrolizumab and Radiation Therapy in Patients With Relapsed or Refractory Multiple Myeloma,1447
114,NCT02555657,Phase III,"Active, not recruiting","[{'id': 1447, 'therapyName': 'Pembrolizumab'}, {'id': 728, 'therapyName': 'Eribulin'}, {'id': 755, 'therapyName': 'Gemcitabine'}, {'id': 1685, 'therapyName': 'Vinorelbine'}, {'id': 1105, 'therapyName': 'Capecitabine'}]",Study of Single Agent Pembrolizumab (MK-3475) Versus Single Agent Chemotherapy for Metastatic Triple Negative Breast Cancer (MK-3475-119/KEYNOTE-119),1447
115,NCT03085719,Phase II,Recruiting,"[{'id': 1447, 'therapyName': 'Pembrolizumab'}]",Targeting PD-1 Therapy Resistance With Focused High or High and Low Dose Radiation in SCCHN,1447
116,NCT02331251,Phase Ib/II,"Active, not recruiting","[{'id': 1685, 'therapyName': 'Vinorelbine'}, {'id': 1447, 'therapyName': 'Pembrolizumab'}, {'id': 1074, 'therapyName': 'Irinotecan'}, {'id': 1009, 'therapyName': 'Doxorubicin'}, {'id': 755, 'therapyName': 'Gemcitabine'}, {'id': 720, 'therapyName': 'Docetaxel'}, {'id': 619, 'therapyName': 'Abraxane'}]",Study of Pembrolizumab Plus Chemotherapy in Patients With Advanced Cancer (PembroPlus),1447
117,NCT02359019,Phase II,"Active, not recruiting","[{'id': 1447, 'therapyName': 'Pembrolizumab'}]",Pembrolizumab in Treating Patients With Extensive Stage Small Cell Lung Cancer After Completion of Combination Chemotherapy,1447
118,NCT02740920,Phase II,Recruiting,"[{'id': 1447, 'therapyName': 'Pembrolizumab'}]",Assessment of Response to Pembrolizumab in Metastatic Melanoma: Computed Tomography (CT) Texture Analysis as a Predictive Biomarker,1447
119,NCT02954874,Phase III,Recruiting,"[{'id': 1447, 'therapyName': 'Pembrolizumab'}]",Pembrolizumab in Treating Patients With Triple-Negative Breast Cancer,1447
120,NCT02632344,Phase II,Recruiting,"[{'id': 1447, 'therapyName': 'Pembrolizumab'}]","Study of Anti-PD-1 Therapy for HPV-associated Recurrent Respiratory Papilloma Patients With Laryngeal, Tracheal and/or Pulmonary Involvement",1447
121,NCT02837263,Phase I,Recruiting,"[{'id': 1447, 'therapyName': 'Pembrolizumab'}]",PI Pembro in Combination With Stereotactic Body Radiotherapy for Liver Metastatic Colorectal Cancer,1447
122,NCT03233724,Phase Ib/II,Not yet recruiting,"[{'id': 1447, 'therapyName': 'Pembrolizumab'}]","The Immune Checkpoint Inhibitor Pembrolizumab in Combination With Oral Decitabine and Tetrahydrouridine as First-Line Therapy for Inoperable, Locally Advanced or Metastatic Non-small Cell Lung Cancer",1447
123,NCT03197506,Phase II,Recruiting,"[{'id': 5221, 'therapyName': 'Pembrolizumab + Temozolomide'}, {'id': 1447, 'therapyName': 'Pembrolizumab'}]",Pembrolizumab and Standard Therapy in Treating Patients With Glioblastoma,1447
124,NCT02520154,Phase II,Recruiting,"[{'id': 1124, 'therapyName': 'Paclitaxel + Carboplatin'}, {'id': 1447, 'therapyName': 'Pembrolizumab'}]",Pembrolizumab in Combination With Chemotherapy in Frontline Ovarian Cancer,1447
125,NCT02467361,Phase Ib/II,Recruiting,"[{'id': 1312, 'therapyName': 'Nivolumab'}, {'id': 1447, 'therapyName': 'Pembrolizumab'}, {'id': 779, 'therapyName': 'Ipilimumab'}, {'id': 2057, 'therapyName': 'BBI608'}]",A Study of BBI608 Administered in Combination With Immune Checkpoint Inhibitors in Adult Patients With Advanced Cancers,1447
126,NCT02546986,Phase II,"Active, not recruiting","[{'id': 651, 'therapyName': 'Azacitidine'}, {'id': 1447, 'therapyName': 'Pembrolizumab'}]",Safety and Efficacy Study of CC-486 With MK-3475 to Treat Locally Advanced or Metastatic Non-small Cell Lung Cancer,1447
127,NCT02710396,Phase II,Recruiting,"[{'id': 1447, 'therapyName': 'Pembrolizumab'}]",Genetic Predictors of Benefit to Pembrolizumab,1447
128,NCT02351739,Phase II,"Active, not recruiting","[{'id': 1447, 'therapyName': 'Pembrolizumab'}, {'id': 1605, 'therapyName': 'Acalabrutinib'}]",Study of the Combination of ACP-196 and Pembrolizumab in Subjects With Platinum-refractory Metastatic Bladder Cancer,1447
129,NCT02892201,Phase II,Recruiting,"[{'id': 1447, 'therapyName': 'Pembrolizumab'}]",Pembrolizumab in HNSCC With Residual Disease After Radiation,1447
130,NCT02559687,Phase II,"Active, not recruiting","[{'id': 1447, 'therapyName': 'Pembrolizumab'}]",Study of Pembrolizumab (MK-3475) in Previously-Treated Participants With Advanced Carcinoma of the Esophagus or Esophagogastric Junction (MK-3475-180/KEYNOTE-180),1447
131,NCT02998268,Phase II,Recruiting,"[{'id': 1447, 'therapyName': 'Pembrolizumab'}, {'id': 1124, 'therapyName': 'Paclitaxel + Carboplatin'}]",Study of Pembrolizumab in Locally Advanced Esophageal Adenocarcinoma,1447
132,NCT02767934,Phase II,Recruiting,"[{'id': 1447, 'therapyName': 'Pembrolizumab'}]",Pembrolizumab in Treating Minimal Residual Disease in Patients With Acute Lymphoblastic Leukemia,1447
133,NCT03036488,Phase III,Recruiting,"[{'id': 1087, 'therapyName': 'Epirubicin + Cyclophosphamide'}, {'id': 1977, 'therapyName': 'Doxorubicin + Cyclophosphamide'}, {'id': 1447, 'therapyName': 'Pembrolizumab'}, {'id': 1124, 'therapyName': 'Paclitaxel + Carboplatin'}]",Study of Pembrolizumab (MK-3475) Plus Chemotherapy vs Placebo Plus Chemotherapy as Neoadjuvant Therapy and Pembrolizumab vs Placebo as Adjuvant Therapy in Participants With Triple Negative Breast Cancer (TNBC) (MK-3475-522/KEYNOTE-522),1447
134,NCT02959463,Phase I,Recruiting,"[{'id': 1447, 'therapyName': 'Pembrolizumab'}]",Adjuvant Pembrolizumab After Radiation Therapy for Lung-Intact Malignant Pleural Mesothelioma,1447
135,NCT03099564,Phase I,Recruiting,"[{'id': 1447, 'therapyName': 'Pembrolizumab'}]",Pembrolizumab Plus Y90 Radioembolization in HCC Subjects,1447
136,NCT02981914,Phase 0,Recruiting,"[{'id': 1447, 'therapyName': 'Pembrolizumab'}]",Pilot Study of Pembrolizumab Treatment for Disease Relapse After Allogeneic Stem Cell Transplantation,1447
137,NCT03035331,Phase Ib/II,Recruiting,"[{'id': 1447, 'therapyName': 'Pembrolizumab'}]","Dendritic Cell Therapy, Cryosurgery, and Pembrolizumab in Treating Patients With Non-Hodgkin Lymphoma",1447
138,NCT03189186,Phase I,Recruiting,"[{'id': 1447, 'therapyName': 'Pembrolizumab'}]",Phase-I Trial of Pembrolizumab and Percutaneous Cryoablation Combination Followed by Nephron-Sparing Surgery or Cytoreductive Nephrectomy in Locally Advanced and Metastatic Renal Cell Carcinomas,1447
139,NCT02852655,Phase 0,"Active, not recruiting","[{'id': 1447, 'therapyName': 'Pembrolizumab'}]","A Pilot Surgical Trial To Evaluate Early Immunologic Pharmacodynamic Parameters For The PD-1 Checkpoint Inhibitor, Pembrolizumab (MK-3475), In Patients With Surgically Accessible Recurrent/Progressive Glioblastoma",1447
140,NCT02521870,Phase I,Recruiting,"[{'id': 1447, 'therapyName': 'Pembrolizumab'}, {'id': 3084, 'therapyName': 'SD-101'}]",A Trial of Intratumoral Injections of SD-101 in Combination With Pembrolizumab in Patients With Metastatic Melanoma,1447
141,NCT02375672,Phase II,"Active, not recruiting","[{'id': 1447, 'therapyName': 'Pembrolizumab'}, {'id': 1161, 'therapyName': 'mFOLFOX-6 + Pembrolizumab'}]",Study of Pembrolizumab in Combination With Chemotherapy for Patients With Advanced Colorectal Cancer,1447
142,NCT02359565,Phase I,Recruiting,"[{'id': 1447, 'therapyName': 'Pembrolizumab'}]","Pembrolizumab in Treating Younger Patients With Recurrent, Progressive, or Refractory High-Grade Gliomas or Diffuse Intrinsic Pontine Gliomas",1447
143,NCT02337686,Phase II,Recruiting,"[{'id': 1447, 'therapyName': 'Pembrolizumab'}]",Pharmacodynamic Study of Pembrolizumab in Patients With Recurrent Glioblastoma,1447
144,NCT02451930,Phase I,"Active, not recruiting","[{'id': 826, 'therapyName': 'Necitumumab'}, {'id': 1447, 'therapyName': 'Pembrolizumab'}]",A Study of the Combination of Necitumumab (LY3012211) and Pembrolizumab (MK3475) in Participants With NSCLC,1447
145,NCT03065400,Phase II,Recruiting,"[{'id': 1447, 'therapyName': 'Pembrolizumab'}]",PD-1 Inhibition in Advanced Myeloproliferative Neoplasms,1447
146,NCT02603887,Phase I,"Active, not recruiting","[{'id': 1447, 'therapyName': 'Pembrolizumab'}]",Pembrolizumab for Smoldering Multiple Myeloma (SMM),1447
147,NCT01174121,Phase II,Recruiting,"[{'id': 1447, 'therapyName': 'Pembrolizumab'}, {'id': 2291, 'therapyName': 'Cyclophosphamide + Fludarabine'}, {'id': 1167, 'therapyName': 'Aldesleukin'}]",Immunotherapy Using Tumor Infiltrating Lymphocytes for Patients With Metastatic Cancer,1447
148,NCT02557321,Phase Ib/II,Recruiting,"[{'id': 879, 'therapyName': 'PV-10'}, {'id': 1447, 'therapyName': 'Pembrolizumab'}]",PV-10 in Combination With Pembrolizumab for Treatment of Metastatic Melanoma,1447
149,NCT02499835,Phase Ib/II,Recruiting,"[{'id': 1447, 'therapyName': 'Pembrolizumab'}]","Vaccine Therapy and Pembrolizumab in Treating Patients With Hormone-Resistant, Metastatic Prostate Cancer",1447
150,NCT02422381,Phase Ib/II,Recruiting,"[{'id': 755, 'therapyName': 'Gemcitabine'}, {'id': 1447, 'therapyName': 'Pembrolizumab'}]",MK-3475 and Gemcitabine in Non-Small Cell Lung Cancer (NSCLC),1447
151,NCT02434354,Phase I,Recruiting,"[{'id': 1447, 'therapyName': 'Pembrolizumab'}]",A Tissue Collection Study of Pembrolizumab (MK-3475) in Subjects With Resectable Advanced Melanoma,1447
152,NCT02563002,Phase III,Recruiting,"[{'id': 667, 'therapyName': 'Bevacizumab'}, {'id': 1315, 'therapyName': 'FOLFIRI'}, {'id': 694, 'therapyName': 'Cetuximab'}, {'id': 1447, 'therapyName': 'Pembrolizumab'}, {'id': 1161, 'therapyName': 'mFOLFOX-6 + Pembrolizumab'}]",Study of Pembrolizumab (MK-3475) vs Standard Therapy in Participants With Microsatellite Instability-High (MSI-H) or Mismatch Repair Deficient (dMMR) Stage IV Colorectal Carcinoma (MK-3475-177/KEYNOTE-177),1447
153,NCT01953692,Phase I,"Active, not recruiting","[{'id': 1447, 'therapyName': 'Pembrolizumab'}]",A Trial of Pembrolizumab (MK-3475) in Participants With Blood Cancers (MK-3475-013)(KEYNOTE-013),1447
154,NCT02318771,Phase I,Recruiting,"[{'id': 1447, 'therapyName': 'Pembrolizumab'}]","Radiation Therapy and MK-3475 for Patients With Recurrent/Metastatic Head and Neck Cancer, Renal Cell Cancer, Urothelial Cancer, Melanoma, and Non-Small Cell Lung Cancer",1447
155,NCT03179917,Phase II,Recruiting,"[{'id': 1447, 'therapyName': 'Pembrolizumab'}]",Pembrolizumab and Involved Site Radiation Therapy for Early Stage Relapsed or Primary Refractory Hodgkin Lymphoma,1447
156,NCT02999477,Phase I,Recruiting,"[{'id': 1447, 'therapyName': 'Pembrolizumab'}, {'id': 619, 'therapyName': 'Abraxane'}]",A Study Of Changes In PD-L1 Expression During Preoperative Treatment With Nab-Paclitaxel And Pembrolizumab In Hormone Receptor-Positive Breast Cancer,1447
157,NCT02658019,Phase II,Recruiting,"[{'id': 1447, 'therapyName': 'Pembrolizumab'}]",Pembrolizumab (Keytruda) in Advanced Hepatocellular Carcinoma,1447
158,NCT02775435,Phase III,Recruiting,"[{'id': 2634, 'therapyName': 'Carboplatin + nab-paclitaxel'}, {'id': 1447, 'therapyName': 'Pembrolizumab'}, {'id': 1124, 'therapyName': 'Paclitaxel + Carboplatin'}]",A Study of Carboplatin-Paclitaxel/Nab-Paclitaxel Chemotherapy With or Without Pembrolizumab (MK-3475) in Adults With First Line Metastatic Squamous Non-small Cell Lung Cancer (MK-3475-407/KEYNOTE-407),1447
159,NCT02702401,Phase II,Recruiting,"[{'id': 1447, 'therapyName': 'Pembrolizumab'}]",Study of Pembrolizumab (MK-3475) vs. Best Supportive Care in Participants With Previously Systemically Treated Advanced Hepatocellular Carcinoma (MK-3475-240/KEYNOTE-240),1447
160,NCT02955758,Phase II,Recruiting,"[{'id': 1447, 'therapyName': 'Pembrolizumab'}]",Pembrolizumab in Patients With Metastatic Non-squamous Non-small Cell Lung Cancer,1447
161,NCT02142738,Phase III,"Active, not recruiting","[{'id': 700, 'therapyName': 'Cisplatin'}, {'id': 1103, 'therapyName': 'Paclitaxel'}, {'id': 1092, 'therapyName': 'Carboplatin'}, {'id': 755, 'therapyName': 'Gemcitabine'}, {'id': 1447, 'therapyName': 'Pembrolizumab'}, {'id': 854, 'therapyName': 'Pemetrexed'}]",Study of Pembrolizumab (MK-3475) Compared to Platinum-Based Chemotherapies in Participants With Metastatic Non-Small Cell Lung Cancer (MK-3475-024/KEYNOTE-024),1447
162,NCT02775851,Phase II,Recruiting,"[{'id': 1447, 'therapyName': 'Pembrolizumab'}]",Pembrolizumab in Treating Patients With Desmoplastic Melanoma That Can or Cannot Be Removed by Surgery,1447
163,NCT01822652,Phase I,"Active, not recruiting","[{'id': 1148, 'therapyName': 'Cyclophosphamide'}, {'id': 1166, 'therapyName': 'Fludarabine'}, {'id': 1447, 'therapyName': 'Pembrolizumab'}]","3rd Generation GD-2 Chimeric Antigen Receptor and iCaspase Suicide Safety Switch, Neuroblastoma, GRAIN",1447
164,NCT02728830,Phase I,Recruiting,"[{'id': 1447, 'therapyName': 'Pembrolizumab'}]",A Study of Pembrolizumab on the Tumoral Immunoprofile of Gynecologic Cancers,1447
165,NCT02768792,Phase II,Recruiting,"[{'id': 1447, 'therapyName': 'Pembrolizumab'}]",High Dose Cytarabine Followed by Pembrolizumab in Relapsed/Refractory AML,1447
166,NCT02447003,Phase II,"Active, not recruiting","[{'id': 1447, 'therapyName': 'Pembrolizumab'}]",Study of Pembrolizumab (MK-3475) Monotherapy for Metastatic Triple-Negative Breast Cancer (MK-3475-086/KEYNOTE-086),1447
167,NCT02362035,Phase Ib/II,"Active, not recruiting","[{'id': 1605, 'therapyName': 'Acalabrutinib'}, {'id': 1447, 'therapyName': 'Pembrolizumab'}]","ACP-196 in Combination With Pembrolizumab, for Treatment of Hematologic Malignancies (KEYNOTE145)",1447
168,NCT02939651,Phase II,Recruiting,"[{'id': 1447, 'therapyName': 'Pembrolizumab'}]",A Study of Pembrolizumab in Patients With Neuroendocrine Tumors,1447
169,NCT02730130,Phase II,"Active, not recruiting","[{'id': 1447, 'therapyName': 'Pembrolizumab'}]",Study to Assess the Efficacy of Pembrolizumab Plus Radiotherapy in Metastatic Triple Negative Breast Cancer Patients,1447
170,NCT02212730,Phase I,Recruiting,"[{'id': 1447, 'therapyName': 'Pembrolizumab'}]",A Study Evaluating the Effect of Pembrolizumab (MK-3475) in Participants With Renal Cell Cancer (MK-3475-031),1447
171,NCT03007732,Phase II,Recruiting,"[{'id': 5166, 'therapyName': 'Pembrolizumab + SD-101'}, {'id': 1447, 'therapyName': 'Pembrolizumab'}]",Pembrolizumab in Combination With Intratumoral SD-101 Therapy,1447
172,NCT02581943,Phase II,Suspended,"[{'id': 1103, 'therapyName': 'Paclitaxel'}, {'id': 1447, 'therapyName': 'Pembrolizumab'}, {'id': 1092, 'therapyName': 'Carboplatin'}]",Effect of Pembrolizumab With or Without Carboplatin and Paclitaxel on Immune Response in Patients With Recurrent or Stage IIIB-IV Non-small Cell Lung Cancer,1447
173,NCT02886585,Phase II,Recruiting,"[{'id': 1447, 'therapyName': 'Pembrolizumab'}]",Pembrolizumab In Central Nervous System Metastases,1447
174,NCT02882282,Phase II,Recruiting,"[{'id': 1447, 'therapyName': 'Pembrolizumab'}]",Study of Pembrolizumab (MK-3475) for High Risk Oral Intra-Epithelial Neoplasias,1447
175,NCT02576977,Phase III,Suspended,"[{'id': 1622, 'therapyName': 'Pomalidomide'}, {'id': 1447, 'therapyName': 'Pembrolizumab'}, {'id': 1390, 'therapyName': 'Dexamethasone'}]",Study of Pomalidomide and Low Dose Dexamethasone With or Without Pembrolizumab (MK-3475) in Refractory or Relapsed and Refractory Multiple Myeloma (rrMM) (MK-3475-183/KEYNOTE-183),1447
176,NCT02576990,Phase II,Recruiting,"[{'id': 1447, 'therapyName': 'Pembrolizumab'}]",Study of Pembrolizumab (MK-3475) in Participants With Advanced Primary Mediastinal Large B-cell Lymphoma (MK-3475-170/KEYNOTE-170),1447
177,NCT02362997,Phase II,Recruiting,"[{'id': 1447, 'therapyName': 'Pembrolizumab'}]",Pembrolizumab After ASCT for Hodgkin Lymphoma and DLBCL,1447
178,NCT02646748,Phase I,Recruiting,"[{'id': 3088, 'therapyName': 'INCB050465 '}, {'id': 1447, 'therapyName': 'Pembrolizumab'}, {'id': 2406, 'therapyName': 'INCB039110'}]",Pembrolizumab Combined With INCB039110 and/or Pembrolizumab Combined With INCB050465 in Advanced Solid Tumors,1447
179,NCT02658279,Phase I,Recruiting,"[{'id': 1447, 'therapyName': 'Pembrolizumab'}]",Pembrolizumab (MK-3475) in Patients With Recurrent Malignant Glioma With a Hypermutator Phenotype,1447
180,NCT03259867,Phase II,Recruiting,"[{'id': 1312, 'therapyName': 'Nivolumab'}, {'id': 1447, 'therapyName': 'Pembrolizumab'}]",Combination of TATE and PD-1 Inhibitor in Liver Cancer,1447
181,NCT02362594,Phase III,"Active, not recruiting","[{'id': 1447, 'therapyName': 'Pembrolizumab'}]",Study of Pembrolizumab (MK-3475) Versus Placebo After Complete Resection of High-Risk Stage III Melanoma (MK-3475-054/KEYNOTE-054),1447
182,NCT03025035,Phase II,Recruiting,"[{'id': 1447, 'therapyName': 'Pembrolizumab'}]",Pembrolizumab in Advanced BRCA-mutated Breast Cancer,1447
183,NCT02591615,Phase II,Recruiting,"[{'id': 1447, 'therapyName': 'Pembrolizumab'}, {'id': 1124, 'therapyName': 'Paclitaxel + Carboplatin'}, {'id': 1602, 'therapyName': 'Carboplatin + Pemetrexed'}]",Optimal Sequencing of Pembrolizumab (MK-3475) and Standard Platinum-based Chemotherapy in First-Line NSCLC,1447
184,NCT02595866,Phase I,Recruiting,"[{'id': 1447, 'therapyName': 'Pembrolizumab'}]","Pembrolizumab in Treating Patients With HIV and Relapsed, Refractory, or Disseminated Malignant Neoplasms",1447
185,NCT02879994,Phase II,Recruiting,"[{'id': 1447, 'therapyName': 'Pembrolizumab'}]","Pembrolizumab in Treating Patients With EGFR Mutant, Tyrosine Kinase Inhibitor Naive Advanced Non-Small Cell Lung Cancer",1447
186,NCT02453594,Phase II,"Active, not recruiting","[{'id': 1447, 'therapyName': 'Pembrolizumab'}]",Study of Pembrolizumab (MK-3475) in Participants With Relapsed or Refractory Classical Hodgkin Lymphoma (MK-3475-087/KEYNOTE-087),1447
187,NCT02511184,Phase I,Recruiting,"[{'id': 706, 'therapyName': 'Crizotinib'}, {'id': 1447, 'therapyName': 'Pembrolizumab'}]",Crizotinib Plus Pembrolizumab In Alk-positive Advanced Non Small Cell Lung Cancer Patients,1447
188,NCT02437370,Phase I,Recruiting,"[{'id': 1447, 'therapyName': 'Pembrolizumab'}, {'id': 755, 'therapyName': 'Gemcitabine'}, {'id': 720, 'therapyName': 'Docetaxel'}]",Pembrolizumab and Docetaxel or Gemcitabine Hydrochloride in Treating Patients Urothelial Cancer,1447
189,NCT03210662,Phase II,Not yet recruiting,"[{'id': 1447, 'therapyName': 'Pembrolizumab'}]",Pembrolizumab and Fractionated External Beam Radiotherapy (EBRT) in Patients With Non-Hodgkin Lymphoma (NHL),1447
190,NCT02303990,Phase I,Recruiting,"[{'id': 1447, 'therapyName': 'Pembrolizumab'}]",RADVAX A Stratified Phase I Trial of Pembrolizumab With Hypofractionated Radiotherapy in Patients With Advanced and Metastatic Cancers,1447
191,NCT02263508,Phase Ib/II,Recruiting,"[{'id': 1447, 'therapyName': 'Pembrolizumab'}, {'id': 2695, 'therapyName': 'talimogene laherparepvec '}]",MK-3475 With or Without Talimogene Laherparepvec in Unresected Melanoma,1447
192,NCT02830594,Phase II,Recruiting,"[{'id': 1447, 'therapyName': 'Pembrolizumab'}]","Pembrolizumab and Palliative Radiation Therapy in Treating Patients With Metastatic Esophagus, Stomach, or Gastroesophageal Junction Cancer",1447
193,NCT02784171,Phase II,Recruiting,"[{'id': 1857, 'therapyName': 'Cisplatin + Pemetrexed'}, {'id': 1447, 'therapyName': 'Pembrolizumab'}]",Pembrolizumab in Patients With Advanced Malignant Pleural Mesothelioma,1447
194,NCT01993719,Phase II,Recruiting,"[{'id': 1447, 'therapyName': 'Pembrolizumab'}, {'id': 1167, 'therapyName': 'Aldesleukin'}, {'id': 1166, 'therapyName': 'Fludarabine'}, {'id': 1148, 'therapyName': 'Cyclophosphamide'}]",Immunotherapy Using Tumor Infiltrating Lymphocytes Comparing 2 Different Conditioning Regimens for Patients With Metastatic Melanoma,1447
195,NCT02578680,Phase III,"Active, not recruiting","[{'id': 1092, 'therapyName': 'Carboplatin'}, {'id': 1447, 'therapyName': 'Pembrolizumab'}, {'id': 854, 'therapyName': 'Pemetrexed'}, {'id': 700, 'therapyName': 'Cisplatin'}]",Study of Platinum+Pemetrexed Chemotherapy With or Without Pembrolizumab (MK-3475) in Participants With First Line Metastatic Non-squamous Non-small Cell Lung Cancer (MK-3475-189/KEYNOTE-189),1447
