,nctId,phase,recruitment,therapies,title,Indications_id
67,NCT02570711,Phase II,Terminated,"[{'id': 1605, 'therapyName': 'Acalabrutinib'}, {'id': 1779, 'therapyName': 'Nab-paclitaxel + Gemcitabine'}]",Study of Nab Paclitaxel/Gemcitabine Alone and in Combination With ACP-196 in Subjects With Previously Untreated Metastatic Pancreatic Cancer,4074
68,NCT02574663,Phase I,"Active, not recruiting","[{'id': 1779, 'therapyName': 'Nab-paclitaxel + Gemcitabine'}, {'id': 667, 'therapyName': 'Bevacizumab'}, {'id': 1161, 'therapyName': 'mFOLFOX-6 + Pembrolizumab'}, {'id': 2022, 'therapyName': 'TGR-1202'}]",TGR-1202 Alone and in Combination With Either Nab-paclitaxel + Gemcitabine or With FOLFOX in Patients With Select Relapsed or Refractory Solid Tumors,4074
69,NCT02575508,Phase Ib/II,Withdrawn,"[{'id': 3142, 'therapyName': 'BGJ398 + Fluorouracil + Irinotecan + Oxaliplatin'}]",Pan FGFR Kinase Inhibitor BGJ398 and Combination Chemotherapy in Treating Patients With Untreated Metastatic Pancreatic Cancer,4074
70,NCT02608229,Phase I,Recruiting,"[{'id': 3249, 'therapyName': 'BVD-523 + Gemcitabine + nab-paclitaxel'}]",BVD-523 Plus Nab-paclitaxel and Gemcitabine in Patients With Metastatic Pancreatic Cancer,4074
71,NCT02620423,Phase I,"Active, not recruiting","[{'id': 755, 'therapyName': 'Gemcitabine'}, {'id': 1715, 'therapyName': 'Fluorouracil'}, {'id': 1074, 'therapyName': 'Irinotecan'}, {'id': 893, 'therapyName': 'Reolysin'}, {'id': 1642, 'therapyName': 'Leucovorin'}, {'id': 1447, 'therapyName': 'Pembrolizumab'}]",Study of Pembrolizumab With REOLYSIN and Chemotherapy in Patients With Advanced Pancreatic Adenocarcinoma,4074
72,NCT02620800,Phase Ib/II,Recruiting,"[{'id': 3621, 'therapyName': 'FABLOx'}]","Study of 5-fluorouracil (5-FU), Nab-paclitaxel, Bevacizumab, Leucovorin, and Oxaliplatin in Patients With Metastatic Pancreatic Cancer",4074
73,NCT02620865,Phase Ib/II,Suspended,"[{'id': 1103, 'therapyName': 'Paclitaxel'}, {'id': 1167, 'therapyName': 'Aldesleukin'}, {'id': 1104, 'therapyName': 'Oxaliplatin'}, {'id': 1873, 'therapyName': 'Sargramostim'}, {'id': 755, 'therapyName': 'Gemcitabine'}, {'id': 2278, 'therapyName': 'Fluorouracil + Leucovorin'}]",Bispecific Antibody Armed Activated T-cells With Aldesleukin and Sargramostim in Treating Patients With Locally Advanced or Metastatic Pancreatic Cancer,4074
74,NCT02638909,Phase II,Recruiting,"[{'id': 789, 'therapyName': 'Ceritinib'}]",Study of Oral Ceritinib in Patients With ALK-Activated Gastrointestinal Malignancies,4074
75,NCT02639026,Phase I,Recruiting,"[{'id': 2439, 'therapyName': 'Durvalumab + Tremelimumab'}]","Trial Of Hypofractionated Radiotherapy In Combination With MEDI4736 And Tremelimumab For Patients With Metastatic Melanoma And Lung, Breast And Pancreatic Cancers",4074
76,NCT02648282,Phase II,Recruiting,"[{'id': 4473, 'therapyName': 'Cyclophosphamide + GVAX pancreatic cancer vaccine + Pembrolizumab'}]","Study With CY, Pembrolizumab, GVAX, and SBRT in Patients With Locally Advanced Pancreatic Cancer",4074
77,NCT02650635,Phase I,"Active, not recruiting","[{'id': 3413, 'therapyName': 'Cyclophosphamide + Pegfilgrastim + VTX-2337'}]","TLR8 Agonist VTX-2337 and Cyclophosphamide in Treating Patients With Metastatic, Persistent, Recurrent, or Progressive Solid Tumors",4074
78,NCT02650804,Phase II,Recruiting,"[{'id': 5759, 'therapyName': 'BPM 31510'}, {'id': 5842, 'therapyName': 'BPM 31510 + Gemcitabine'}]",BPM31510 Administered Intravenously With or Without Gemcitabine in Advanced Pancreatic Cancer Patients,4074
79,NCT02651727,Phase I,Terminated,"[{'id': 4342, 'therapyName': 'Gemcitabine + nab-paclitaxel + VS-4718'}]","Ph 1 Study of VS-4718, a FAK Inhibitor, in Combination With Nab-paclitaxel and Gemcitabine in Advanced Cancer Subjects",4074
80,NCT02677038,Phase II,Recruiting,"[{'id': 837, 'therapyName': 'Olaparib'}]",Ph II Olaparib for BRCAness Phenotype in Pancreatic Cancer,4074
81,NCT02703571,Phase Ib/II,Recruiting,"[{'id': 4472, 'therapyName': 'Ribociclib + Trametinib'}]",Study of Safety and Efficacy of Ribociclib and Trametinib in Patients With Metastatic or Advanced Solid Tumors,4074
82,NCT02734160,Phase I,Recruiting,"[{'id': 4211, 'therapyName': 'Galunisertib + MEDI4736'}]",A Study of Galunisertib (LY2157299) and Durvalumab (MEDI4736) in Participants With Metastatic Pancreatic Cancer,4074
83,NCT02824042,Phase I,Recruiting,"[{'id': 4594, 'therapyName': 'Anetumab ravtansine + Itraconazole'}, {'id': 4593, 'therapyName': 'Anetumab ravtansine'}]",Thorough ECG (Electrocardiogram) and Drug Interaction Study With Anetumab Ravtansine and Itraconazole,4074
84,NCT02826486,Phase II,Recruiting,"[{'id': 4757, 'therapyName': 'BKT140 + Pembrolizumab'}, {'id': 2849, 'therapyName': 'BKT140'}]",Study Assessing Safety and Efficacy of Combination of BL-8040 and Pembrolizumab in Metastatic Pancreatic Cancer Patients (COMBAT/KEYNOTE-202) (COMBAT),4074
85,NCT02847000,Phase 0,Recruiting,"[{'id': 3567, 'therapyName': 'Decitabine + Tetrahydrouridine'}]",p53/p16-Independent Epigenetic Therapy With Oral Decitabine/Tetrahydrouridine for Pancreatic Cancer,4074
86,NCT02868632,Phase I,Recruiting,"[{'id': 1652, 'therapyName': 'Tremelimumab'}, {'id': 2439, 'therapyName': 'Durvalumab + Tremelimumab'}, {'id': 1356, 'therapyName': 'Durvalumab'}]","Study of Immune Checkpoint Inhibition With Radiation Therapy in Unresectable, Non-metastatic Pancreatic Cancer",4074
87,NCT02890355,,Recruiting,"[{'id': 954, 'therapyName': 'Veliparib'}, {'id': 1315, 'therapyName': 'FOLFIRI'}]",FOLFIRI or Modified FOLFIRI and Veliparib as Second Line Therapy in Treating Patients With Metastatic Pancreatic Cancer,4074
88,NCT02902484,Phase Ib/II,Not yet recruiting,"[{'id': 4723, 'therapyName': 'Nintedanib + Gemcitabine + nab-paclitaxel'}, {'id': 831, 'therapyName': 'Nintedanib'}]",Study of Nintedanib and Chemotherapy for Advanced Pancreatic Cancer,4074
89,NCT02907099,Phase II,Recruiting,"[{'id': 4757, 'therapyName': 'BKT140 + Pembrolizumab'}]",Pembrolizumab and BL-8040 in Metastatic Pancreatic Cancer,4074
90,NCT02923921,Phase III,Recruiting,"[{'id': 5849, 'therapyName': 'AM0010 + mFOLFOX-6'}, {'id': 5850, 'therapyName': 'mFOLFOX-6'}]",Study of AM0010 With FOLFOX Compared to FOLFOX Alone Second-line Tx in Pts With Metastatic Pancreatic Cancer,4074
91,NCT02985125,Phase Ib/II,Recruiting,"[{'id': 5073, 'therapyName': 'Ribociclib + Everolimus'}]",LEE011 Plus Everolimus in Patients With Metastatic Pancreatic Adenocarcinoma Refractory to Chemotherapy,4074
92,NCT03006302,Phase II,Not yet recruiting,"[{'id': 5169, 'therapyName': 'CRS-207 + INCB024360 + Pembrolizumab'}, {'id': 5170, 'therapyName': 'CRS-207 + Cyclophosphamide + GVAX panc vaccine + INCB024360 + Pembrolizumab'}]","Epacadostat, Pembrolizumab, and CRS-207, With or Without CY/GVAX Pancreas in Patients With Metastatic Pancreas Cancer",4074
93,NCT03086369,Phase Ib/II,Recruiting,"[{'id': 5482, 'therapyName': 'Olaratumab + nab-paclitaxel + Gemcitabine'}, {'id': 1779, 'therapyName': 'Nab-paclitaxel + Gemcitabine'}]",A Study of Nab-Paclitaxel and Gemcitabine With or Without Olaratumab (LY3012207) in Participants With Metastatic Pancreatic Cancer,4074
94,NCT03095781,Phase I,Recruiting,"[{'id': 5533, 'therapyName': 'Pembrolizumab + XL888'}]",Pembrolizumab and XL888 in Patients With Advanced Gastrointestinal Cancer,4074
95,NCT03098550,Phase Ib/II,Recruiting,"[{'id': 5520, 'therapyName': 'Daratumumab + Nivolumab '}]",A Study to Test the Safety and Effectiveness of Nivolumab Combined With Daratumumab in Patients With Advanced Solid Tumors or Tumors That Have Spread,4074
96,NCT03104439,Phase II,Recruiting,"[{'id': 1627, 'therapyName': 'Nivolumab + Ipilimumab'}]",Nivolumab and Ipilimumab and Radiation Therapy in MSS and MSI High Colorectal and Pancreatic Cancer,4074
97,NCT03140670,Phase II,Recruiting,"[{'id': 906, 'therapyName': 'Rucaparib'}]",Rucaparib in BRCA1/2 or PALB2 Mutated Pancreatic Cancer,4074
98,NCT03153410,Phase I,Not yet recruiting,"[{'id': 5778, 'therapyName': 'Cyclophosphamide + GVAX pancreatic cancer vaccine + LY3022855 + Pembrolizumab'}]","Pilot Study With CY, Pembrolizumab, GVAX, and IMC-CS4 (LY3022855) in Patients With Borderline Resectable Adenocarcinoma of the Pancreas",4074
99,NCT03213626,Phase II,Not yet recruiting,"[{'id': 1255, 'therapyName': 'Cabozantinib + Erlotinib'}]",Cabozantinib and Erlotinib for Patients With EGFR and c-Met Co-expressing Metastatic Pancreatic Adenocarcinoma,4074
100,NCT03214250,Phase Ib/II,Recruiting,"[{'id': 6047, 'therapyName': 'Gemcitabine + nab-paclitaxel + Nivolumab'}, {'id': 6048, 'therapyName': 'APX005M + Gemcitabine + nab-paclitaxel'}, {'id': 6049, 'therapyName': 'APX005M + Gemcitabine + nab-paclitaxel + Nivolumab'}]",Safety and Efficacy of APX005M With Gemcitabine and Nab-Paclitaxel With or Without Nivolumab in Patients With Previously Untreated Metastatic Pancreatic Adenocarcinoma,4074
101,NCT03245541,Phase Ib/II,Recruiting,"[{'id': 1356, 'therapyName': 'Durvalumab'}]",Study of Durvalumab and Stereotactive Ablative Body Radiotherapy in Advanced Pancreatic Adenocarcinoma (DurvaRad),4074
102,NCT03250273,Phase II,Not yet recruiting,"[{'id': 6114, 'therapyName': 'Entinostat + Nivolumab'}]",A Clinical Trial of Entinostat in Combination With Nivolumab for Patients With Previously Treated Unresectable or Metastatic Cholangiocarcinoma and Pancreatic Adenocarcinoma,4074
103,NCT03277209,Phase I,Recruiting,"[{'id': 1756, 'therapyName': 'Plerixafor'}]","To Assess the Safety of Continuous IV Administration of Plerixafor and Assess Impact on the Immune Microenvironment in Patients With Pancreatic, Ovarian and Colorectal Adenocarcinomas",4074
104,NCT03281382,Phase I,Recruiting,"[{'id': 6283, 'therapyName': 'Ad5-yCD/mutTKSR39rep-hIL12 '}]",Phase 1 Trial of Interleukin 12 Gene Therapy for Metastatic Pancreatic Cancer,4074
0,NCT00871169,Phase II,Completed,"[{'id': 1919, 'therapyName': 'Irinotecan + Oxaliplatin + Cetuximab'}]","Combination of Irinotecan, Oxaliplatin and Cetuximab for Locally Advanced or Metastatic Pancreatic Cancer",1793
1,NCT00892736,Phase I,"Active, not recruiting","[{'id': 954, 'therapyName': 'Veliparib'}]",Veliparib in Treating Patients With Malignant Solid Tumors That Did Not Respond to Previous Therapy,1793
2,NCT01286987,Phase I,Completed,"[{'id': 682, 'therapyName': 'Talazoparib'}]","Study of BMN 673, a PARP Inhibitor, in Patients With Advanced or Recurrent Solid Tumors",1793
3,NCT01292655,Phase I,Completed,"[{'id': 2545, 'therapyName': 'BMS-906024'}]",Study to Evaluate the Safety and Tolerability of IV Doses of BMS-906024 in Subjects With Advanced or Metastatic Solid Tumors,1793
4,NCT01384253,Phase I,Completed,"[{'id': 1540, 'therapyName': '212Pb-TCMC-Trastuzumab + Trastuzumab '}]",Safety Study of ²¹²Pb-TCMC-Trastuzumab Radio Immunotherapy,1793
5,NCT01497392,Phase I,Completed,"[{'id': 755, 'therapyName': 'Gemcitabine'}, {'id': 721, 'therapyName': 'Dovitinib'}, {'id': 1105, 'therapyName': 'Capecitabine'}]"," Dovitinib Lactate, Gemcitabine Hydrochloride, and Capecitabine in Treating Patients With Advanced or Metastatic Solid Tumors, Pancreatic Cancer and Biliary Cancers",1793
6,NCT01642342,Phase I,Recruiting,"[{'id': 3013, 'therapyName': 'sEphB4-HSA'}]",Recombinant Albumin Fusion Protein sEphB4-HSA in Treating Patients With Metastatic or Recurrent Solid Tumors,1793
7,NCT01822756,Phase I,Terminated,"[{'id': 907, 'therapyName': 'Ruxolitinib'}]",An Open-Label Study of Ruxolitinib Given With Chemotherapy in Patients With Advanced Solid Tumors,1793
8,NCT01888965,Phase II,Terminated,"[{'id': 721, 'therapyName': 'Dovitinib'}]",Maintenance Dovitinib for Colorectal and Pancreas Cancer,1793
9,NCT01928394,Phase Ib/II,"Active, not recruiting","[{'id': 779, 'therapyName': 'Ipilimumab'}, {'id': 1312, 'therapyName': 'Nivolumab'}]","A Phase 1/2, Open-label Study of Nivolumab Monotherapy or Nivolumab Combined With Ipilimumab in Subjects With Advanced or Metastatic Solid Tumors",1793
10,NCT01966445,Phase I,Completed,"[{'id': 2919, 'therapyName': 'GSK2849330'}]","Dose Escalation Study to Investigate the Safety, Pharmacokinetics, and Pharmacodynamics of GSK2849330 in Subjects With Advanced Her3-Positive Solid Tumors",1793
11,NCT02048943,Phase I,Withdrawn,"[{'id': 1372, 'therapyName': 'Dovitinib + Gemcitabine + Abraxane'}, {'id': 619, 'therapyName': 'Abraxane'}, {'id': 721, 'therapyName': 'Dovitinib'}]","Dovitinib Lactate, Gemcitabine Hydrochloride, and Paclitaxel Albumin-Stabilized Nanoparticle Formulation in Treating Patients With Advanced Solid Tumors or Pancreatic Cancer",1793
12,NCT02154737,Phase I,Recruiting,"[{'id': 2381, 'therapyName': 'Erlotinib + Gemcitabine'}]",Gemcitabine and Pulse Dose Erlotinib in Second Line Treatment of Advanced Pancreatic Cancer,1793
13,NCT02237157,Phase I,"Active, not recruiting","[{'id': 755, 'therapyName': 'Gemcitabine'}]",A Dose Escalation Safety Study of Locally-Delivered Gemcitabine in Pancreatic Cancer,1793
14,NCT02303990,Phase I,Recruiting,"[{'id': 1447, 'therapyName': 'Pembrolizumab'}]",RADVAX A Stratified Phase I Trial of Pembrolizumab With Hypofractionated Radiotherapy in Patients With Advanced and Metastatic Cancers,1793
15,NCT02305186,Phase Ib/II,Recruiting,"[{'id': 1447, 'therapyName': 'Pembrolizumab'}, {'id': 1105, 'therapyName': 'Capecitabine'}]",Safety and Immunological Effect of Pembrolizumab in Resectable or Borderline Resectable Pancreatic Cancer,1793
16,NCT02341625,Phase Ib/II,"Active, not recruiting","[{'id': 4923, 'therapyName': 'BMS-986148'}, {'id': 4924, 'therapyName': 'BMS-986148 + Nivolumab'}]",A Study of BMS-986148 in Patients With Select Advanced Solid Tumors,1793
17,NCT02451553,Phase I,Recruiting,"[{'id': 623, 'therapyName': 'Afatinib'}, {'id': 1105, 'therapyName': 'Capecitabine'}]","Afatinib Dimaleate and Capecitabine in Treating Patients With Advanced Refractory Solid Tumors, Pancreatic Cancer or Biliary Cancer",1793
18,NCT02498665,Phase I,Recruiting,"[{'id': 4320, 'therapyName': 'DSP-7888'}]",A Study of DSP-7888 Dosing Emulsion in Adult Patients With Advanced Malignancies,1793
19,NCT02526017,Phase I,Recruiting,"[{'id': 2840, 'therapyName': 'FPA008'}, {'id': 1312, 'therapyName': 'Nivolumab'}]",Study of FPA008 in Combination With Nivolumab in Patients With Selected Advance Cancers,1793
20,NCT02546531,Phase I,Recruiting,"[{'id': 3083, 'therapyName': 'Defactinib + Gemcitabine + Pembrolizumab'}]",Defactinib Combined With Pembrolizumab and Gemcitabine in Patients With Advanced Cancer,1793
21,NCT02559674,Phase Ib/II,Recruiting,"[{'id': 3095, 'therapyName': 'ALT-803 + Gemcitabine + nab-paclitaxel'}]",ALT-803 in Patients With Advanced Pancreatic Cancer Conjunction With Gemcitabine and Nab-Paclitaxel,1793
22,NCT02576665,Phase I,Recruiting,"[{'id': 3211, 'therapyName': 'Toca 511 + Toca FC'}]","A Study of Toca 511, a Retroviral Replicating Vector, Combined With Toca FC in Subjects With Solid Tumors (Toca6)",1793
23,NCT02581215,Phase II,Recruiting,"[{'id': 886, 'therapyName': 'Ramucirumab'}, {'id': 1903, 'therapyName': 'FOLFIRINOX'}]",Phase II Randomized Trial of FOLFIRINOX +/- Ramucirumab in Advanced Pancreatic Cancer,1793
24,NCT02671955,Phase I,Terminated,"[{'id': 3614, 'therapyName': 'JNJ-61610588 '}]","A Study of Safety, Pharmacokinetics, Pharmacodynamics of JNJ-61610588 in Participants With Advanced Cancer",1793
25,NCT02713529,Phase Ib/II,Recruiting,"[{'id': 4170, 'therapyName': 'AMG820 + Pembrolizumab'}]",Safety Study of AMG 820 and Pembrolizumab Combination in Select Advanced Solid Tumor Cancer,1793
26,NCT02715531,Phase I,Recruiting,"[{'id': 3947, 'therapyName': 'Atezolizumab + Gemcitabine + nab-paclitaxel'}, {'id': 1161, 'therapyName': 'mFOLFOX-6 + Pembrolizumab'}, {'id': 1202, 'therapyName': 'Atezolizumab + Bevacizumab + Capecitabine'}]",A Study of the Safety and Tolerability of Atezolizumab Administered in Combination With Bevacizumab and/or Other Treatments in Participants With Solid Tumors,1793
27,NCT02760797,Phase I,Recruiting,"[{'id': 4181, 'therapyName': 'Emactuzumab + RO7009789'}]",A Study of Emactuzumab and RO7009789 Administered in Combination in Participants With Advanced Solid Tumors,1793
28,NCT02795156,Phase II,Recruiting,"[{'id': 623, 'therapyName': 'Afatinib'}, {'id': 890, 'therapyName': 'Regorafenib'}]",Study to Assess the Activity of Molecularly Matched Targeted Therapies in Select Tumor Types Based on Genomic Alterations,1793
29,NCT02829723,Phase Ib/II,Recruiting,"[{'id': 2844, 'therapyName': 'BLZ945'}, {'id': 5071, 'therapyName': 'BLZ945 + PDR001'}]",Phase I/II Study of BLZ945 Single Agent or BLZ945 in Combination With PDR001 in Advanced Solid Tumors,1793
30,NCT02897375,Phase I,Recruiting,"[{'id': 4734, 'therapyName': 'Cisplatin + Palbociclib'}, {'id': 4735, 'therapyName': 'Carboplatin + Palbociclib'}]",Palbociclib With Cisplatin or Carboplatin in Advanced Solid Tumors,1793
31,NCT02947165,Phase I,Recruiting,"[{'id': 5632, 'therapyName': 'NIS793 + PDR001'}, {'id': 5631, 'therapyName': 'NIS793'}]",Phase I/Ib Study of NIS793 in Combination With PDR001 in Patients With Advanced Malignancies.,1793
32,NCT02950064,Phase I,Recruiting,"[{'id': 6336, 'therapyName': 'BTP-114'}]",A Study to Determine the Safety of BTP-114 for Treatment in Patients With Advanced Solid Tumors With BRCA Mutations,1793
33,NCT02953782,Phase Ib/II,Recruiting,"[{'id': 4948, 'therapyName': 'Cetuximab + Hu5F9-G4'}]",Trial of Hu5F9-G4 in Combination With Cetuximab in Patients With Solid Tumors and Advanced Colorectal Cancer,1793
34,NCT02963831,Phase Ib/II,Recruiting,"[{'id': 4978, 'therapyName': 'ONCOS-102 + MEDI4736'}]","A Phase 1/2 Study to Investigate the Safety, Biologic and Anti-tumor Activity of ONCOS-102 in Combination With Durvalumab in Subjects With Advanced Peritoneal Malignancies",1793
35,NCT02983578,Phase II,Recruiting,"[{'id': 3098, 'therapyName': 'AZD9150 + MEDI4736'}]","AZD9150 With MEDI4736 in Patients With Advanced Pancreatic, Non-Small Lung and Colorectal Cancer",1793
36,NCT03018405,Phase I,Recruiting,"[{'id': 5998, 'therapyName': 'NKR-2 cells'}]",A Dose Escalation Phase I Study to Assess the Safety and Clinical Activity of Multiple Cancer Indications (THINK),1793
37,NCT03023722,Phase II,Recruiting,"[{'id': 4593, 'therapyName': 'Anetumab ravtansine'}]",Phase II Anetumab Ravtansine as 2nd Line Treatment for Pancreatic Cancer,1793
38,NCT03033225,Phase II,Recruiting,"[{'id': 3319, 'therapyName': 'Verteporfin'}]",EUS-guided PDT in Pancreatic Tumors,1793
39,NCT03040986,Phase II,Not yet recruiting,"[{'id': 913, 'therapyName': 'Selumetinib'}]",Selumetinib Sulfate in Treating Patients With Locally Advanced or Metastatic Pancreatic Cancer With KRAS G12R Mutations,1793
40,NCT03065062,Phase I,Recruiting,"[{'id': 4034, 'therapyName': 'Gedatolisib + Palbociclib'}]","Study of the CDK4/6 Inhibitor Palbociclib (PD-0332991) in Combination With the PI3K/mTOR Inhibitor Gedatolisib (PF-05212384) for Patients With Advanced Squamous Cell Lung, Pancreatic, Head & Neck and Other Solid Tumors",1793
41,NCT03080974,Phase II,Recruiting,"[{'id': 1312, 'therapyName': 'Nivolumab'}]",Immunotherapy and Irreversible Electroporation in the Treatment of Advanced Pancreatic Adenocarcinoma,1793
42,NCT03087591,Phase I,Recruiting,"[{'id': 5751, 'therapyName': 'APN401'}]","APN401 in Treating Patients With Recurrent or Metastatic Pancreatic Cancer, Colorectal Cancer, or Other Solid Tumors That Cannot Be Removed by Surgery",1793
43,NCT03098160,Phase I,Recruiting,"[{'id': 5745, 'therapyName': 'Evofosfamide + Ipilimumab'}]",Immunotherapy Study of Evofosfamide in Combination With Ipilimumab,1793
44,NCT03136406,Phase Ib/II,Recruiting,"[{'id': 1018, 'therapyName': 'GI-4000'}, {'id': 1642, 'therapyName': 'Leucovorin'}, {'id': 3144, 'therapyName': 'Avelumab'}, {'id': 619, 'therapyName': 'Abraxane'}, {'id': 667, 'therapyName': 'Bevacizumab'}, {'id': 1148, 'therapyName': 'Cyclophosphamide'}, {'id': 1105, 'therapyName': 'Capecitabine'}, {'id': 1104, 'therapyName': 'Oxaliplatin'}, {'id': 1715, 'therapyName': 'Fluorouracil'}, {'id': 6163, 'therapyName': 'ETBX-011'}, {'id': 3060, 'therapyName': 'ALT-803'}]",QUILT-3.039: NANT Pancreatic Cancer Vaccine: Combination Immunotherapy in Subjects With Pancreatic Cancer Who Have Progressed on or After Standard-of-care Therapy,1793
45,NCT03184870,Phase Ib/II,Recruiting,"[{'id': 5905, 'therapyName': 'BMS-813160 + Fluorouracil + Irinotecan + Leucovorin'}, {'id': 5903, 'therapyName': 'BMS-813160 + Nivolumab'}, {'id': 5904, 'therapyName': 'BMS-813160 + Gemcitabine + nab-paclitaxel'}, {'id': 5902, 'therapyName': 'BMS-813160'}]",A Study of BMS-813160 in Combination With Chemotherapy or Nivolumab in Patients With Advanced Solid Tumors,1793
46,NCT03257761,Phase I,Not yet recruiting,"[{'id': 6146, 'therapyName': 'Durvalumab + SGI-110'}]","Guadecitabine and Durvalumab in Treating Patients With Advanced Liver, Pancreatic, Bile Duct, or Gallbladder Cancer",1793
0,NCT01174121,Phase II,Recruiting,"[{'id': 1447, 'therapyName': 'Pembrolizumab'}, {'id': 2291, 'therapyName': 'Cyclophosphamide + Fludarabine'}, {'id': 1167, 'therapyName': 'Aldesleukin'}]",Immunotherapy Using Tumor Infiltrating Lymphocytes for Patients With Metastatic Cancer,4905
1,NCT01537107,Phase I,Suspended,"[{'id': 1329, 'therapyName': 'Sirolimus + Vismodegib'}]",Sirolimus and Vismodegib in Treating Patients With Solid Tumors or Pancreatic Cancer That is Metastatic or Cannot Be Removed By Surgery,4905
2,NCT01663272,Phase I,"Active, not recruiting","[{'id': 2070, 'therapyName': 'Cabozantinib + Gemcitabine'}]",A Trial of Cabozantinib (XL184) and Gemcitabine in Advanced Pancreatic Cancer,4905
3,NCT01954732,Phase I,Withdrawn,"[{'id': 1031, 'therapyName': 'Metformin'}]",Metformin Hydrochloride in Treating Patients With Pancreatic Cancer That Can be Removed by Surgery,4905
4,NCT02009449,Phase I,"Active, not recruiting","[{'id': 1161, 'therapyName': 'mFOLFOX-6 + Pembrolizumab'}, {'id': 1447, 'therapyName': 'Pembrolizumab'}, {'id': 1092, 'therapyName': 'Carboplatin'}, {'id': 755, 'therapyName': 'Gemcitabine'}, {'id': 720, 'therapyName': 'Docetaxel'}, {'id': 848, 'therapyName': 'Pazopanib'}, {'id': 1105, 'therapyName': 'Capecitabine'}, {'id': 1103, 'therapyName': 'Paclitaxel'}, {'id': 700, 'therapyName': 'Cisplatin'}, {'id': 2621, 'therapyName': 'AM0010 '}, {'id': 619, 'therapyName': 'Abraxane'}]",A Phase 1 Study of AM0010 in Patients With Advanced Solid Tumors,4905
5,NCT02268825,Phase Ib/II,"Active, not recruiting","[{'id': 1161, 'therapyName': 'mFOLFOX-6 + Pembrolizumab'}, {'id': 1447, 'therapyName': 'Pembrolizumab'}]",Phase I/IIA Study MK-3475 With Chemotherapy in Patients With Advanced GI Cancers,4905
6,NCT02665416,Phase I,Recruiting,"[{'id': 3468, 'therapyName': 'RO5520985 + RO7009789'}]","Study Evaluating the Safety, Pharmacokinetics (PK), Pharmacodynamics (PD), and Therapeutic Activity of RO7009789 With Vanucizumab in Metastatic Solid Tumors",4905
7,NCT02807844,Phase Ib/II,Recruiting,"[{'id': 5072, 'therapyName': 'MCS110 + PDR001'}]",Phase Ib/II Study of MCS110 in Combination With PDR001 in Patients With Advanced Malignancies,4905
8,NCT02847000,Phase 0,Recruiting,"[{'id': 3567, 'therapyName': 'Decitabine + Tetrahydrouridine'}]",p53/p16-Independent Epigenetic Therapy With Oral Decitabine/Tetrahydrouridine for Pancreatic Cancer,4905
9,NCT02930902,Phase I,Recruiting,"[{'id': 4903, 'therapyName': 'Pembrolizumab + Paricalcitol'}, {'id': 4904, 'therapyName': 'Pembrolizumab + Paricalcitol + Gemcitabine + nab-paclitaxel'}]",Preoperative Pilot Study to Assess Safety and Immunological Effect of Pembrolizumab (Keytruda) in Combination With Paricalcitol With or Without Chemotherapy in Patients With Resectable Pancreatic Cancer,4905
10,NCT02960594,Phase I,Recruiting,"[{'id': 5844, 'therapyName': 'INO-1400 + INO-9012'}, {'id': 5807, 'therapyName': 'INO-1400'}]",hTERT Immunotherapy Alone or in Combination With IL-12 DNA Followed by Electroporation in Adults With Solid Tumors at High Risk of Relapse,4905
0,NCT01647828,Phase Ib/II,Completed,"[{'id': 619, 'therapyName': 'Abraxane'}, {'id': 755, 'therapyName': 'Gemcitabine'}, {'id': 2547, 'therapyName': 'Tarextumab'}]",A Phase 1b/2 Study of OMP-59R5 in Combination With Nab-Paclitaxel and Gemcitabine in Subjects With Previously Untreated Stage IV Pancreatic Cancer,3498
1,NCT02042378,Phase II,Completed,"[{'id': 906, 'therapyName': 'Rucaparib'}]",A Study of Rucaparib in Patients With Pancreatic Cancer and a Known Deleterious BRCA Mutation,3498
2,NCT02101021,Phase II,Terminated,"[{'id': 1779, 'therapyName': 'Nab-paclitaxel + Gemcitabine'}, {'id': 823, 'therapyName': 'Momelotinib'}]",Gemcitabine and Nab-paclitaxel Combined With Momelotinib in Participants With Previously Untreated Metastatic Pancreatic Ductal Adenocarcinoma,3498
3,NCT02109445,Phase II,Terminated,"[{'id': 1779, 'therapyName': 'Nab-paclitaxel + Gemcitabine'}, {'id': 859, 'therapyName': 'PF-03084014'}]",Study Of PF-03084014 In Combination With Gemcitabine And Nab-Paclitaxel In Patients With Metastatic Pancreatic Adenocarcinoma Not Previously Treated With Anticancer Therapies,3498
4,NCT02241187,Phase I,Completed,"[{'id': 2145, 'therapyName': 'Cetuximab + PEGPH20'}]",Two Stage Study Of Single Dose PEGPH20 And Cetuximab In Patients With Pancreatic Adenocarcinoma Prior To Surgical Resection,3498
5,NCT02259114,Phase I,Completed,"[{'id': 2034, 'therapyName': 'OTX015'}]","A Phase IB Trial With OTX015, a Small Molecule Inhibitor of the Bromodomain and Extra-Terminal (BET) Proteins, in Patients With Selected Advanced Solid Tumors",3498
6,NCT02289898,Phase II,"Active, not recruiting","[{'id': 2639, 'therapyName': 'Demcizumab + Gemcitabine + nab-paclitaxel'}]","Study of Gemcitabine, Abraxane Plus Placebo Versus Gemcitabine, Abraxane Plus 1 or 2 Truncated Courses of Demcizumab in Subjects With 1st-Line Metastatic Pancreatic Ductal Adenocarcinoma",3498
