,gender,indications,nctId,phase,recruitment,sponsors,therapies,title,updateDate,variantRequirementDetails,variantRequirements
0,both,"[{'id': 9119, 'name': 'acute myeloid leukemia', 'source': 'DOID'}]",NCT03009240,Phase I,Recruiting,City of Hope Medical Center ,"[{'id': 5214, 'therapyName': 'Decitabine + MLN4924'}]",Pevonedistat and Decitabine in Treating Patients With High Risk Acute Myeloid Leukemia,07/12/2017,[],no
0,male,"[{'id': 2526, 'name': 'prostate adenocarcinoma', 'source': 'DOID'}]",NCT03009981,Phase III,Recruiting,"Alliance Foundation Trials, LLC.","[{'id': 5523, 'therapyName': 'Abiraterone + ARN-509 + Degarelix + Prednisone'}, {'id': 5524, 'therapyName': 'ARN-509 + Degarelix'}, {'id': 1814, 'therapyName': 'Degarelix'}]",A Study of Androgen Annihilation in High-Risk Biochemically Relapsed Prostate Cancer,04/07/2017,[],no
0,both,"[{'id': 60058, 'name': 'lymphoma', 'source': 'DOID'}, {'id': 10000003, 'name': 'Advanced Solid Tumor', 'source': 'JAX'}]",NCT03010176,Phase I,Recruiting,Merck Sharp & Dohme Corp.,"[{'id': 5348, 'therapyName': 'MK-1454 + Pembrolizumab'}, {'id': 5347, 'therapyName': 'MK-1454'}]",Study of MK-1454 Alone or in Combination With Pembrolizumab in Participants With Advanced/Metastatic Solid Tumors or Lymphomas (MK-1454-001),02/21/2017,[],no
0,both,"[{'id': 50908, 'name': 'myelodysplastic syndrome', 'source': 'DOID'}]",NCT03011034,Phase II,Recruiting,"Janssen Research & Development, LLC","[{'id': 5809, 'therapyName': 'Talacotuzumab'}, {'id': 1630, 'therapyName': 'Daratumumab'}]",Study to Separately Evaluate the Activity of Talacotuzumab (JNJ-56022473) or Daratumumab in Transfusion-Dependent Participants With Low or Intermediate-1 Risk Myelodysplastic Syndromes (MDS) Who Are Relapsed or Refractory to Erythropoiesis-Stimulating Agent (ESA) Treatment,07/06/2017,[],no
0,both,"[{'id': 2531, 'name': 'hematologic cancer', 'source': 'DOID'}, {'id': 60058, 'name': 'lymphoma', 'source': 'DOID'}, {'id': 4960, 'name': 'bone marrow cancer', 'source': 'DOID'}]",NCT03011372,Phase II,Recruiting,Incyte Corporation,"[{'id': 4173, 'therapyName': 'INCB054828'}]",A Study to Evaluate the Efficacy and Safety of INCB054828 in Subjects With Myeloid/Lymphoid Neoplasms With FGFR1 Rearrangement,03/07/2017,"[{'molecularProfile': {'id': 1276, 'profileName': 'FGFR1 rearrange'}, 'requirementType': 'required'}]",yes
0,both,"[{'id': 50749, 'name': 'peripheral T-cell lymphoma', 'source': 'DOID'}, {'id': 60061, 'name': 'cutaneous T cell lymphoma', 'source': 'DOID'}, {'id': 8541, 'name': ""Sezary's disease"", 'source': 'DOID'}, {'id': 8691, 'name': 'mycosis fungoides', 'source': 'DOID'}]",NCT03011814,Phase Ib/II,"Active, not recruiting",City of Hope Medical Center,"[{'id': 1356, 'therapyName': 'Durvalumab'}, {'id': 3934, 'therapyName': 'lenalidomide + MEDI4736'}]",Durvalumab With or Without Lenalidomide in Treating Patients With Relapsed or Refractory Cutaneous or Peripheral T Cell Lymphoma,09/08/2017,[],no
0,both,"[{'id': 60081, 'name': 'triple-receptor negative breast cancer', 'source': 'DOID'}]",NCT03012230,Phase I,Not yet recruiting,Mayo Clinic,"[{'id': 5227, 'therapyName': 'Pembrolizumab + Ruxolitinib'}]",Pembrolizumab and Ruxolitinib Phosphate in Treating Patients With Metastatic Stage IV Triple Negative Breast Cancer,01/19/2017,[],no
0,male,"[{'id': 2526, 'name': 'prostate adenocarcinoma', 'source': 'DOID'}]",NCT03012321,Phase II,Recruiting,Northwestern University,"[{'id': 5226, 'therapyName': 'Abiraterone + Prednisone + Olaparib'}, {'id': 2748, 'therapyName': 'Abiraterone + Prednisone'}, {'id': 837, 'therapyName': 'Olaparib'}]","Abiraterone Acetate, Olaparib, and Prednisone in Treating Patients With Metastatic Hormone-Resistant Prostate Cancer With DNA Repair Defects",03/21/2017,"[{'molecularProfile': {'id': 3274, 'profileName': 'ATM mutant'}, 'requirementType': 'partial'}, {'molecularProfile': {'id': 14074, 'profileName': 'BRCA1 del'}, 'requirementType': 'partial'}, {'molecularProfile': {'id': 17614, 'profileName': 'ATM del'}, 'requirementType': 'partial'}, {'molecularProfile': {'id': 1205, 'profileName': 'BRCA1 mutant'}, 'requirementType': 'partial'}, {'molecularProfile': {'id': 1206, 'profileName': 'BRCA2 mutant'}, 'requirementType': 'partial'}, {'molecularProfile': {'id': 11671, 'profileName': 'BRCA2 del'}, 'requirementType': 'partial'}]",yes
0,both,"[{'id': 60081, 'name': 'triple-receptor negative breast cancer', 'source': 'DOID'}]",NCT03012477,Phase II,Recruiting,Dana-Farber Cancer Institute,"[{'id': 1725, 'therapyName': 'MK-1775 + Cisplatin'}]",CISPLATIN + AZD-1775 In Breast Cancer,01/24/2017,[],no
0,both,"[{'id': 10000003, 'name': 'Advanced Solid Tumor', 'source': 'JAX'}, {'id': 60058, 'name': 'lymphoma', 'source': 'DOID'}]",NCT03013218,Phase I,Recruiting,"Alexo Therapeutics, Inc.","[{'id': 5211, 'therapyName': 'ALX148'}, {'id': 5212, 'therapyName': 'ALX148 + Atezolizumab'}, {'id': 5213, 'therapyName': 'ALX148 + Trastuzumab'}]",A Study of ALX148 in Patients With Advanced Solid Tumors and Lymphoma,02/11/2017,[],no
0,both,"[{'id': 10000003, 'name': 'Advanced Solid Tumor', 'source': 'JAX'}, {'id': 60058, 'name': 'lymphoma', 'source': 'DOID'}]",NCT03013491,Phase II,Recruiting,CytomX Therapeutics,"[{'id': 5209, 'therapyName': 'CX-072 + Ipilimumab'}, {'id': 5210, 'therapyName': 'CX-072 + Vemurafenib'}, {'id': 5208, 'therapyName': 'CX-072'}]",A Trial to Find Safe and Active Doses of an Investigational Drug CX-072 for Patients With Solid Tumors or Lymphomas,01/15/2017,[],no
0,both,"[{'id': 9119, 'name': 'acute myeloid leukemia', 'source': 'DOID'}]",NCT03013998,Phase Ib/II,Recruiting,"Beat AML, LLC ","[{'id': 4003, 'therapyName': 'Azacitidine + Enasidenib'}, {'id': 5539, 'therapyName': 'Azacitidine + Entospletinib'}, {'id': 5536, 'therapyName': 'Cytarabine + Daunorubicin + Samalizumab'}, {'id': 5538, 'therapyName': 'Azacitidine + BI 836858'}]",Study of Biomarker-Based Treatment of Acute Myeloid Leukemia,04/12/2017,[],no
0,both,"[{'id': 169, 'name': 'neuroendocrine tumor', 'source': 'DOID'}]",NCT03014297,Phase I,Recruiting,Lowell Anthony,"[{'id': 5207, 'therapyName': 'Everolimus + Fosbretabulin'}]",Fosbretabulin With Everolimus in Neuroendocrine Tumors With Progression,03/15/2017,[],no
0,both,"[{'id': 3908, 'name': 'non-small cell lung carcinoma', 'source': 'DOID'}]",NCT03014648,Phase II,Recruiting,University of Pittsburgh,"[{'id': 1201, 'therapyName': 'Atezolizumab'}]",Evaluating the Efficacy of Atezolizumab in Advanced Non-small Cell Lung Cancer (NSCLC),09/09/2017,[],no
0,both,"[{'id': 3068, 'name': 'glioblastoma multiforme', 'source': 'DOID'}]",NCT03014804,Phase II,Not yet recruiting,Jonsson Comprehensive Cancer Center,"[{'id': 5205, 'therapyName': 'DCVax-L'}, {'id': 5206, 'therapyName': 'DCVax-L + Nivolumab'}]",Dendritic Cell-Autologous Lung Tumor Vaccine and Nivolumab in Treating Patients With Recurrent Glioblastoma,01/15/2017,[],no
0,female,"[{'id': 2871, 'name': 'endometrial carcinoma', 'source': 'DOID'}]",NCT03015129,Phase II,Recruiting,Memorial Sloan Kettering Cancer Center,"[{'id': 1356, 'therapyName': 'Durvalumab'}, {'id': 2439, 'therapyName': 'Durvalumab + Tremelimumab'}]",A Study of Durvalumab With or Without Tremelimumab in Endometrial Cancer,01/13/2017,[],no
0,both,"[{'id': 4467, 'name': 'renal clear cell carcinoma', 'source': 'DOID'}, {'id': 4450, 'name': 'renal cell carcinoma', 'source': 'DOID'}]",NCT03015740,Phase Ib/II,Recruiting,M.D. Anderson Cancer Center,"[{'id': 4943, 'therapyName': 'MGCD516 + Nivolumab'}]",MGCD516 Combined With Nivolumab in Renal Cell Cancer (RCC),04/26/2017,[],no
0,both,"[{'id': 9538, 'name': 'multiple myeloma', 'source': 'DOID'}]",NCT03015792,Phase Ib/II,Recruiting,Mayo Clinic,"[{'id': 5240, 'therapyName': 'Ibrutinib + Lenalidomide + Dexamethasone'}]","Ibrutinib, Lenalidomide, and Dexamethasone in Treating Patients With Multiple Myeloma Ineligible for Transplant",03/17/2017,[],no
0,both,"[{'id': 8543, 'name': ""Hodgkin's lymphoma, lymphocytic-histiocytic predominance"", 'source': 'DOID'}, {'id': 50748, 'name': 'marginal zone B-cell lymphoma', 'source': 'DOID'}, {'id': 60060, 'name': 'non-Hodgkin lymphoma', 'source': 'DOID'}, {'id': 50746, 'name': 'mantle cell lymphoma', 'source': 'DOID'}, {'id': 8584, 'name': 'Burkitt lymphoma', 'source': 'DOID'}, {'id': 50747, 'name': 'lymphoplasmacytic lymphoma', 'source': 'DOID'}, {'id': 50745, 'name': 'diffuse large B-cell lymphoma', 'source': 'DOID'}, {'id': 50873, 'name': 'follicular lymphoma', 'source': 'DOID'}, {'id': 8567, 'name': ""Hodgkin's lymphoma"", 'source': 'DOID'}]",NCT03015896,Phase Ib/II,Suspended,Kami Maddocks,"[{'id': 5239, 'therapyName': 'Lenalidomide + Nivolumab'}]",Nivolumab and Lenalidomide in Treating Patients With Relapsed or Refractory Non-Hodgkin or Hodgkin Lymphoma,09/15/2017,[],no
0,both,"[{'id': 2526, 'name': 'prostate adenocarcinoma', 'source': 'DOID'}]",NCT03016312,Phase III,Recruiting,Hoffmann-La Roche,"[{'id': 5204, 'therapyName': 'Atezolizumab + Enzalutamide'}, {'id': 1262, 'therapyName': 'Enzalutamide'}]","IMbassador250: A Study of Atezolizumab (Anti-PD-L1 Antibody) in Combination With Enzalutamide in Participants With Metastatic Castration-Resistant Prostrate Cancer (mCRPC) After Failure of an Androgen Synthesis Inhibitor And Failure of, Ineligibility For, or Refusal of a Taxane Regimen",01/15/2017,[],no
0,female,"[{'id': 1380, 'name': 'endometrial cancer', 'source': 'DOID'}]",NCT03016338,Phase II,Not yet recruiting,"University Health Network, Toronto","[{'id': 832, 'therapyName': 'Niraparib'}]",Study of Niraparib in Recurrent Endometrial Cancer,01/16/2017,[],no
0,both,"[{'id': 9952, 'name': 'acute lymphocytic leukemia', 'source': 'DOID'}]",NCT03016377,Phase I,Not yet recruiting,UNC Lineberger Comprehensive Cancer Center,"[{'id': 3585, 'therapyName': 'Anti-CD19 CAR T'}]",Administration of Autologous CAR-T CD19 Antigen With Inducible Safety Switch in Patients With Relapsed/Refractory Acute Lymphoblastic Leukemia,08/08/2017,[],yes
0,male,"[{'id': 10283, 'name': 'prostate cancer', 'source': 'DOID'}]",NCT03016741,FDA approved,Recruiting,Vanderbilt-Ingram Cancer Center,"[{'id': 1262, 'therapyName': 'Enzalutamide'}, {'id': 2748, 'therapyName': 'Abiraterone + Prednisone'}]",Cognitive Effects of Androgen Receptor Directed Therapies for Advanced Prostate Cancer,06/19/2017,[],no
0,both,"[{'id': 8567, 'name': ""Hodgkin's lymphoma"", 'source': 'DOID'}]",NCT03016871,Phase II,Recruiting,City of Hope Medical Center,"[{'id': 5198, 'therapyName': 'Nivolumab + Etoposide + Ifosfamide + Carboplatin'}]","Nivolumab, Ifosfamide, Carboplatin, and Etoposide as Second-Line Therapy in Treating Patients With Refractory or Relapsed Hodgkin Lymphoma",04/26/2017,[],yes
0,both,"[{'id': 10000003, 'name': 'Advanced Solid Tumor', 'source': 'JAX'}]",NCT03017833,Phase I,Not yet recruiting,M.D. Anderson Cancer Center,"[{'id': 5197, 'therapyName': 'MLN0128 + Metformin'}]",Study of TAK-228 (MLN0128) in Combination With Metformin in Patients With Advanced Cancers,01/13/2017,[],no
0,both,"[{'id': 60080, 'name': 'Her2-receptor negative breast cancer', 'source': 'DOID'}]",NCT03018080,Phase II,Recruiting,Antoinette Tan,"[{'id': 4021, 'therapyName': 'Paclitaxel + Pembrolizumab'}]",Pilot Study of Paclitaxel Plus Pembrolizumab in Metastatic HER2-Negative Breast Cancer (PePPy),06/20/2017,"[{'molecularProfile': {'id': 1184, 'profileName': 'ERBB2 neg'}, 'requirementType': 'required'}]",yes
0,both,[],NCT03018223,,Recruiting,,[],Calcineurin Inhibitor-Free GVHD Prevention Regimen After Related Haplo PBSCT,07/27/2017,[],no
0,female,"[{'id': 2870, 'name': 'endometrial adenocarcinoma', 'source': 'DOID'}]",NCT03018249,Phase II,Recruiting,National Cancer Institute (NCI),"[{'id': 2401, 'therapyName': 'Medroxyprogesterone'}, {'id': 5203, 'therapyName': 'Medroxyprogesterone + Entinostat'}]",Medroxyprogesterone Acetate With or Without Entinostat Before Surgery in Treating Patients With Endometrioid Endometrial Cancer,08/31/2017,[],no
0,both,"[{'id': 3068, 'name': 'glioblastoma multiforme', 'source': 'DOID'}]",NCT03018288,Phase II,Recruiting,National Cancer Institute (NCI),"[{'id': 5221, 'therapyName': 'Pembrolizumab + Temozolomide'}, {'id': 5220, 'therapyName': 'Pembrolizumab + Temozolomide + Vitespen'}]",Radiation Therapy Plus Temozolomide and Pembrolizumab With and Without HSPPC-96 in Newly Diagnosed Glioblastoma (GBM),03/24/2017,"[{'molecularProfile': {'id': 576, 'profileName': 'IDH1 wild-type'}, 'requirementType': 'required'}, {'molecularProfile': {'id': 577, 'profileName': 'IDH2 wild-type'}, 'requirementType': 'required'}]",yes
0,both,"[{'id': 2152, 'name': 'ovary epithelial cancer', 'source': 'DOID'}, {'id': 9256, 'name': 'colorectal cancer', 'source': 'DOID'}, {'id': 60081, 'name': 'triple-receptor negative breast cancer', 'source': 'DOID'}, {'id': 2671, 'name': 'transitional cell carcinoma', 'source': 'DOID'}, {'id': 9538, 'name': 'multiple myeloma', 'source': 'DOID'}, {'id': 9119, 'name': 'acute myeloid leukemia', 'source': 'DOID'}, {'id': 1793, 'name': 'pancreatic cancer', 'source': 'DOID'}, {'id': 1963, 'name': 'fallopian tube carcinoma', 'source': 'DOID'}, {'id': 50908, 'name': 'myelodysplastic syndrome', 'source': 'DOID'}]",NCT03018405,Phase I,Recruiting,Celyad (formerly named Cardio3 BioSciences) ,"[{'id': 5998, 'therapyName': 'NKR-2 cells'}]",A Dose Escalation Phase I Study to Assess the Safety and Clinical Activity of Multiple Cancer Indications (THINK),07/17/2017,[],yes
0,both,"[{'id': 5520, 'name': 'head and neck squamous cell carcinoma', 'source': 'DOID'}]",NCT03019003,Phase Ib/II,Recruiting,Massachusetts General Hospital,"[{'id': 5199, 'therapyName': 'MEDI4736 + Azacitidine + Tremelimumab'}]","A Phase IB/II Study With Azacitidine, Durvalumab, and Tremelimumab in Recurrent and/or Metastatic Head and Neck Cancer Patients",03/23/2017,[],no
0,both,"[{'id': 9952, 'name': 'acute lymphocytic leukemia', 'source': 'DOID'}]",NCT03020030,Phase III,Recruiting,Dana-Farber Cancer Institute,"[{'id': 3160, 'therapyName': 'Nelarabine'}, {'id': 5153, 'therapyName': 'dexrazoxane'}, {'id': 2206, 'therapyName': 'Asparaginase'}, {'id': 1631, 'therapyName': 'Vincristine'}, {'id': 1148, 'therapyName': 'Cyclophosphamide'}, {'id': 712, 'therapyName': 'Cytarabine'}, {'id': 1640, 'therapyName': 'Mercaptopurine'}, {'id': 1638, 'therapyName': 'Pegaspargase'}, {'id': 1639, 'therapyName': 'Methotrexate'}, {'id': 1136, 'therapyName': 'Etoposide'}, {'id': 1009, 'therapyName': 'Doxorubicin'}, {'id': 1390, 'therapyName': 'Dexamethasone'}, {'id': 2188, 'therapyName': 'Prednisone'}, {'id': 717, 'therapyName': 'Dasatinib'}, {'id': 1642, 'therapyName': 'Leucovorin'}]",Treatment of Newly Diagnosed Acute Lymphoblastic Leukemia in Children and Adolescents,07/29/2017,[],yes
0,both,"[{'id': 1909, 'name': 'melanoma', 'source': 'DOID'}]",NCT03021460,Phase II,Suspended,Mayo Clinic,"[{'id': 4917, 'therapyName': 'Pembrolizumab + Ibrutinib'}]",Pembrolizumab and Ibrutinib in Treating Patients With Stage III-IV Melanoma That Cannot Be Removed by Surgery,06/20/2017,[],no
0,both,"[{'id': 50866, 'name': 'oral squamous cell carcinoma', 'source': 'DOID'}]",NCT03021993,Phase II,Recruiting,David Neskey,"[{'id': 1312, 'therapyName': 'Nivolumab'}]",Trial of Nivolumab as a Novel Neoadjuvant Pre-Surgical Therapy for Locally Advanced Oral Cavity Cancer,06/20/2017,[],no
0,both,"[{'id': 5520, 'name': 'head and neck squamous cell carcinoma', 'source': 'DOID'}]",NCT03022409,Phase I,Not yet recruiting,AstraZeneca,"[{'id': 837, 'therapyName': 'Olaparib'}, {'id': 2881, 'therapyName': 'AZD6738'}]",A Study to Investigate Biomarker Effects of Pre-Surgical Treatment With DNA Damage Repair (DDR) Agents in Patients With Head and Neck Squamous Cell Carcinoma (HNSCC),01/20/2017,[],no
0,both,"[{'id': 6039, 'name': 'uveal melanoma', 'source': 'DOID'}]",NCT03022565,Phase I,Not yet recruiting,Nicolas Acquavella,"[{'id': 1077, 'therapyName': 'Vorinostat'}]",Vorinostat in Patients With Class 2 High Risk Uveal Melanoma,01/27/2017,[],no
0,both,"[{'id': 4006, 'name': 'bladder urothelial carcinoma', 'source': 'DOID'}]",NCT03022825,Phase II,Recruiting,Altor Bioscience Corporation,"[{'id': 5238, 'therapyName': 'ALT-803 + BCG solution'}]",QUILT-3.032: A Multicenter Clinical Trial of Intravesical Bacillus Calmette-Guerin (BCG) in Combination With ALT-803 in Patients With BCG Unresponsive High Grade Non-Muscle Invasive Bladder Cancer,06/07/2017,[],no
0,both,"[{'id': 9952, 'name': 'acute lymphocytic leukemia', 'source': 'DOID'}, {'id': 80147, 'name': 'lymphoblastic lymphoma', 'source': 'DOID'}]",NCT03023046,Phase II,Recruiting,University of Washington,"[{'id': 897, 'therapyName': 'Rituximab'}, {'id': 1009, 'therapyName': 'Doxorubicin'}, {'id': 1136, 'therapyName': 'Etoposide'}, {'id': 770, 'therapyName': 'Imatinib'}, {'id': 717, 'therapyName': 'Dasatinib'}, {'id': 1148, 'therapyName': 'Cyclophosphamide'}, {'id': 2188, 'therapyName': 'Prednisone'}, {'id': 1631, 'therapyName': 'Vincristine'}]","Etoposide, Prednisone, Vincristine Sulfate, Cyclophosphamide, and Doxorubicin in Treating Patients With Acute Lymphoblastic Leukemia or Lymphoblastic Lymphoma",03/04/2017,[],no
0,both,"[{'id': 3908, 'name': 'non-small cell lung carcinoma', 'source': 'DOID'}, {'id': 2394, 'name': 'ovarian cancer', 'source': 'DOID'}, {'id': 4362, 'name': 'cervical cancer', 'source': 'DOID'}, {'id': 1725, 'name': 'peritoneum cancer', 'source': 'DOID'}, {'id': 3277, 'name': 'thymus cancer', 'source': 'DOID'}, {'id': 734, 'name': 'urethra cancer', 'source': 'DOID'}, {'id': 11054, 'name': 'urinary bladder cancer', 'source': 'DOID'}, {'id': 3275, 'name': 'thymoma', 'source': 'DOID'}, {'id': 7474, 'name': 'malignant pleural mesothelioma', 'source': 'DOID'}]",NCT03023319,Phase I,Recruiting,Nagla Karim,"[{'id': 5237, 'therapyName': 'Bosutinib + Pemetrexed'}]",Bosutinib in Combination With Pemetrexed in Patients With Selected Metastatic Solid Tumors,01/27/2017,[],no
0,both,"[{'id': 3908, 'name': 'non-small cell lung carcinoma', 'source': 'DOID'}]",NCT03023423,Phase Ib/II,Recruiting,"Janssen Research & Development, LLC","[{'id': 5236, 'therapyName': 'Atezolizumab + Daratumumab'}, {'id': 1201, 'therapyName': 'Atezolizumab'}]",A Study of Daratumumab in Combination With Atezolizumab Compared With Atezolizumab Alone in Participants With Previously Treated Advanced or Metastatic Non-Small Cell Lung Cancer (DARZALEX),01/19/2017,[],no
0,both,"[{'id': 1793, 'name': 'pancreatic cancer', 'source': 'DOID'}]",NCT03023722,Phase II,Recruiting,Howard Hochster,"[{'id': 4593, 'therapyName': 'Anetumab ravtansine'}]",Phase II Anetumab Ravtansine as 2nd Line Treatment for Pancreatic Cancer,05/16/2017,[],yes
0,both,"[{'id': 2526, 'name': 'prostate adenocarcinoma', 'source': 'DOID'}]",NCT03024216,Phase I,Recruiting,University of Hawaii,"[{'id': 5642, 'therapyName': 'Atezolizumab + Sipuleucel-T'}]",Clinical Study of Atezolizumab (Anti-PD-L1) and Sipuleucel-T in Patients Who Have Asymptomatic or Minimally Symptomatic Metastatic Castrate Resistant Prostate Cancer,05/12/2017,[],no
0,both,"[{'id': 4450, 'name': 'renal cell carcinoma', 'source': 'DOID'}]",NCT03024437,Phase Ib/II,"Active, not recruiting",Roberto Pili,"[{'id': 5129, 'therapyName': 'Entinostat + Atezolizumab'}, {'id': 5235, 'therapyName': 'Atezolizumab + Entinostat + Bevacizumab'}, {'id': 1201, 'therapyName': 'Atezolizumab'}]",Atezolizumab in Combination With Entinostat and Bevacizumab in Patients With Advanced Renal Cell Carcinoma,06/09/2017,[],no
0,both,"[{'id': 4467, 'name': 'renal clear cell carcinoma', 'source': 'DOID'}, {'id': 4450, 'name': 'renal cell carcinoma', 'source': 'DOID'}, {'id': 4473, 'name': 'sarcomatoid renal cell carcinoma', 'source': 'DOID'}]",NCT03024996,Phase III,Recruiting,Hoffmann-La Roche,"[{'id': 1201, 'therapyName': 'Atezolizumab'}]",A Study of Atezolizumab as Adjuvant Therapy in Participants With Renal Cell Carcinoma (RCC) at High Risk of Developing Metastasis Following Nephrectomy (IMmotion010),01/27/2017,[],no
0,both,"[{'id': 1612, 'name': 'breast cancer', 'source': 'DOID'}]",NCT03025035,Phase II,Recruiting,Monica Mita,"[{'id': 1447, 'therapyName': 'Pembrolizumab'}]",Pembrolizumab in Advanced BRCA-mutated Breast Cancer,06/10/2017,"[{'molecularProfile': {'id': 1205, 'profileName': 'BRCA1 mutant'}, 'requirementType': 'partial'}, {'molecularProfile': {'id': 1206, 'profileName': 'BRCA2 mutant'}, 'requirementType': 'partial'}]",yes
0,both,"[{'id': 1909, 'name': 'melanoma', 'source': 'DOID'}]",NCT03025256,Phase I,Not yet recruiting,M.D. Anderson Cancer Center,"[{'id': 1312, 'therapyName': 'Nivolumab'}]",Study of Concurrent Intravenous and Intrathecal Nivolumab for Patients With Leptomeningeal Disease (LMD),01/27/2017,[],no
0,both,"[{'id': 1725, 'name': 'peritoneum cancer', 'source': 'DOID'}, {'id': 1964, 'name': 'fallopian tube cancer', 'source': 'DOID'}, {'id': 2394, 'name': 'ovarian cancer', 'source': 'DOID'}]",NCT03026062,Phase II,Recruiting,M.D. Anderson Cancer Center,"[{'id': 1652, 'therapyName': 'Tremelimumab'}, {'id': 2439, 'therapyName': 'Durvalumab + Tremelimumab'}, {'id': 1356, 'therapyName': 'Durvalumab'}]",Durvalumab and Tremelimumab in Combo Versus Sequential,05/23/2017,[],no
0,both,"[{'id': 5409, 'name': 'lung small cell carcinoma', 'source': 'DOID'}]",NCT03026166,Phase I,Recruiting,AbbVie,"[{'id': 5640, 'therapyName': 'Rovalpituzumab Tesirine + Nivolumab + Ipilimumab'}, {'id': 5641, 'therapyName': 'Rovalpituzumab Tesirine + Nivolumab'}]",A Study of Rovalpituzumab Tesirine Administered in Combination With Nivolumab and With or Without Ipilimumab for Adults With Extensive-Stage Small Cell Lung Cancer,05/07/2017,[],no
0,both,"[{'id': 1909, 'name': 'melanoma', 'source': 'DOID'}]",NCT03026517,Phase I,Recruiting,Memorial Sloan Kettering Cancer Center,"[{'id': 5270, 'therapyName': 'Dabrafenib + Trametinib + Phenformin'}]",Clinical Trial of Phenformin in Combination With Dabrafenib and Trametinib for Patients With BRAF-mutated Melanoma,01/31/2017,"[{'molecularProfile': {'id': 1186, 'profileName': 'BRAF V600X'}, 'requirementType': 'required'}]",yes
0,both,"[{'id': 3071, 'name': 'gliosarcoma', 'source': 'DOID'}, {'id': 3068, 'name': 'glioblastoma multiforme', 'source': 'DOID'}]",NCT03027388,Phase I,Not yet recruiting,National Cancer Institute (NCI),"[{'id': 3514, 'therapyName': 'LB-100'}]","Protein Phosphatase 2A Inhibitor, in Recurrent Glioblastoma",02/03/2017,[],no
0,both,"[{'id': 707, 'name': 'B-cell lymphoma', 'source': 'DOID'}, {'id': 50745, 'name': 'diffuse large B-cell lymphoma', 'source': 'DOID'}, {'id': 50746, 'name': 'mantle cell lymphoma', 'source': 'DOID'}]",NCT03028103,Phase I,Recruiting,"Epizyme, Inc.","[{'id': 5267, 'therapyName': 'Tazemetostat + Fluconazole'}, {'id': 5285, 'therapyName': 'Repaglinide + Omeprazole + Tazemetostat'}]","Open-Label, Multicenter, Two-Part, Phase 1 Study to Characterize Effects of a Moderate CYP3A Inhibitor on PK of Tazemetostat, the Effects of Tazemetostat on PK of CYP2C8 and CYP2C19 Substrates, and the Effect of Increased Gastric pH on PK of Tazemetostat in B-cell Lymphoma Subjects",06/22/2017,[],no
0,female,"[{'id': 1791, 'name': 'peritoneal carcinoma', 'source': 'DOID'}, {'id': 4001, 'name': 'ovarian carcinoma', 'source': 'DOID'}, {'id': 1963, 'name': 'fallopian tube carcinoma', 'source': 'DOID'}]",NCT03029403,Phase II,Not yet recruiting,"University Health Network, Toronto","[{'id': 5266, 'therapyName': 'Pembrolizumab + DPX-Survivac + Cyclophosphamide'}]","Phase 2 Study of Pembrolizumab, DPX-Survivac Vaccine and Cyclophosphamide in Advanced Ovarian, Primary Peritoneal or Fallopian Tube Cancer",01/30/2017,[],no
0,female,"[{'id': 1964, 'name': 'fallopian tube cancer', 'source': 'DOID'}, {'id': 1725, 'name': 'peritoneum cancer', 'source': 'DOID'}, {'id': 2394, 'name': 'ovarian cancer', 'source': 'DOID'}]",NCT03029598,Phase Ib/II,Recruiting,University of Washington,"[{'id': 5265, 'therapyName': 'Carboplatin + Pembrolizumab'}]","Pembrolizumab and Carboplatin in Treating Patients With Relapsed or Refractory Ovarian, Fallopian Tube, or Primary Peritoneal Cancer",04/08/2017,[],no
0,both,"[{'id': 4450, 'name': 'renal cell carcinoma', 'source': 'DOID'}]",NCT03029780,Phase II,Recruiting,Bristol-Myers Squibb,"[{'id': 1627, 'therapyName': 'Nivolumab + Ipilimumab'}]",An Investigational Immuno-Therapy Safety and Efficacy Study of Multiple Administration Regimens for Nivolumab Plus Ipilimumab in Subjects With Renal Cell Carcinoma,02/21/2017,[],no
0,both,"[{'id': 2671, 'name': 'transitional cell carcinoma', 'source': 'DOID'}]",NCT03029832,Phase II,"Active, not recruiting","Genentech, Inc.","[{'id': 1201, 'therapyName': 'Atezolizumab'}, {'id': 5451, 'therapyName': 'Atezolizumab + MOXR0916'}]",A Study of MOXR0916 in Combination With Atezolizumab Versus Atezolizumab Alone in Participants With Untreated Locally Advanced or Metastatic Urothelial Carcinoma Who Are Ineligible for Cisplatin-Based Therapy,09/08/2017,[],no
0,both,"[{'id': 9538, 'name': 'multiple myeloma', 'source': 'DOID'}]",NCT03030261,Phase II,Not yet recruiting,Washington University School of Medicine,"[{'id': 1207, 'therapyName': 'Melphalan'}, {'id': 3355, 'therapyName': 'Elotuzumab + Dexamethasone + Pomalidomide'}]","Elotuzumab, Pomalidomide, & Dexamethasone (Elo-Pom-Dex) With Second Autologous Stem Cell Transplantation for Relapsed Multiple Myeloma",02/03/2017,[],no
