nctId,title
NCT03051035,First-in-Human Study of KO-947 in Non-Hematological Malignancies
NCT03051659,A Randomized Phase II Study Of Eribulin Mesylate With or Without Pembrolizumab For Metastatic Hormone Receptor Positive Breast Cancer
NCT03051672,Phase II PEMBROLIZUMAB + PALLIATIVE RADIOTHERAPY IN BC
NCT03052127,Phase 1B Study in Subjects With Small to Medium Primary Choroidal Melanoma
NCT03052205,A Study of Intratumoral IMO-2125 in Patients With Refractory Solid Tumors
NCT03052569,Expanded Access to RXDX-105 for Cancers With RET Alterations
NCT03052608,A Study Of Lorlatinib Versus Crizotinib In First Line Treatment Of Patients With ALK-Positive NSCLC
NCT03053440,A Study Comparing BGB-3111 and Ibrutinib in Subjects With Waldenström's Macroglobulinemia (WM)
NCT03053544,Metformin With Neoadjuvant Chemoradiation to Improve Pathologic Responses in Rectal Cancer
NCT03054038,Afatinib and Necitumumab in Patients With EGFR Mutation Positive Advanced or Metastatic Non-small Cell Lung Cancer
NCT03054363,"Tucatinib, Palbociclib and Letrozole in Metastatic Hormone Receptor Positive and HER2-positive Breast Cancer"
NCT03054909,QUILT-2.021: Phase I of IP Followed by SQ ALT-803 for Ovarian Cancer
NCT03055013,Nivolumab in Treating Patients With Localized Kidney Cancer Undergoing Nephrectomy (PROSPER)
NCT03056001,"Safety, Tolerability, and Efficacy of Doxorubicin and Pembrolizumab for Sarcoma"
NCT03056339,Umbilical & Cord Blood (CB)- Derived CAR-Engineered NK Cells for B Lymphoid Malignancies
NCT03056599,Precise Local Injection of Anti-cancer Drugs Using Presage's CIVO™ Device in Soft Tissue Sarcoma
NCT03056755,"Efficacy and Safety of Treatment With Alpelisib Plus Endocrine Therapy in Patients With HR+, HER2-negative aBC, With PIK3CA Mutations, Whose Disease Has Progressed on or After CDK 4/6 Treatment With an Aromatase Inhibitor (AI) or Fulvestrant"
NCT03056833,Ribociclib (Ribociclib (LEE-011)) With Platinum-based Chemotherapy in Recurrent Platinum Sensitive Ovarian Cancer
NCT03057106,Durvalumab and Tremelimumab ± Platinum-Based Chemotherapy in Patients With Metastatic Squamous or Non-Squamous NSCLC
NCT03057145,Combination Study of Prexasertib and Olaparib in Patients With Advanced Solid Tumors
NCT03057613,A Study of the Addition of Pembrolizumab to Postoperative Radiotherapy in Resected High Risk Cutaneous Squamous Cell Cancer of the Head and Neck
NCT03057795,Nivolumab and Brentuximab Vedotin After Stem Cell Transplant in Treating Patients With Relapsed or Refractory High-Risk Classical Hodgkin Lymphoma
NCT03059147,A Study of Single Agent SF1126 Inhibitor in Patients With Advanced Hepatocellular Carcinoma
NCT03059485,DC/AML Fusion Cell Vaccine vs DC/AML Fusion Cell Vaccine Plus Durvalumab vs Observation in Patients Who Achieve a Chemotherapy-induced Remission
NCT03059823,A Phase 1 Study of MGA012 in Patients With Advanced Solid Tumors
NCT03061188,Nivolumab and Veliparib in Treating Patients With Recurrent or Refractory Stage IV Solid Tumors That Cannot Be Removed by Surgery or Lymphoma With or Without Alterations in DNA Repair Genes
NCT03061812,Study Comparing Rovalpituzumab Tesirine Versus Topotecan in Subjects With Advanced or Metastatic Small Cell Lung Cancer With High Levels of Delta-like Protein 3 (DLL3) and Who Have First Disease Progression During or Following Front-line Platinum-based Chemotherapy (TAHOE) (TAHOE)
NCT03063632,Pembrolizumab and Interferon Gamma-1b in Treating Patients With Stage IB-IVB Relapsed or Refractory Mycosis Fungoides and Sezary Syndrome
NCT03063762,"Study to Evaluate Safety, Pharmacokinetics and Therapeutic Activity of RO6874281 as a Combination Therapy in Participants With Unresectable Advanced and/or Metastatic Renal Cell Carcinoma (RCC)"
NCT03063944,STAT Inhibitor OPB-111077 and Decitabine in Treating Patients With Acute Myeloid Leukemia That Is Refractory or Newly Diagnosed and Ineligible for Intensive Chemotherapy
NCT03064490,"Pembrolizumab, Radiotherapy, and Chemotherapy in Neoadjuvant Treatment of Malignant Esophago-gastric Diseases (PROCEED)"
NCT03064854,"PDR001 in Combination With Platinum-doublet Chemotherapy in PD-L1 Unselected, Metastatic NSCLC Patients (ElevatION:NSCLC-101 Trial)"
NCT03064867,Venetoclax Plus R-ICE Chemotherapy for Relapsed/Refractory Diffuse Large B-Cell Lymphoma
NCT03065062,"Study of the CDK4/6 Inhibitor Palbociclib (PD-0332991) in Combination With the PI3K/mTOR Inhibitor Gedatolisib (PF-05212384) for Patients With Advanced Squamous Cell Lung, Pancreatic, Head & Neck and Other Solid Tumors"
NCT03065179,Trial of SBRT in Combination With Nivolumab/Ipilimumab in RCC / Kidney Cancer Patients
NCT03065387,"Study of the Pan-ERBB Inhibitor Neratinib Given in Combination With Everolimus, Palbociclib or Trametinib in Advanced Cancer Subjects With EGFR Mutation/Amplification, HER2 Mutation/Amplification or HER3/4 Mutation"
NCT03065400,PD-1 Inhibition in Advanced Myeloproliferative Neoplasms
NCT03066206,Poziotinib in EGFR Exon 20 Mutant Advanced Non-Small Cell Lung Cancer (NSCLC)
NCT03066661,"Expanded Access to Entrectinib for Cancers With NTRK1/2/3, ROS1, or ALK Gene Fusions"
NCT03066778,A Study of Pembrolizumab (MK-3475) in Combination With Etoposide/Platinum (Cisplatin or Carboplatin) for Participants With Extensive Stage Small Cell Lung Cancer (MK-3475-604/KEYNOTE-604)
NCT03067051,Clinical Study to Assess the Safety and Adequacy of Effectiveness of the SpectraCure P18 System
NCT03068351,Study of Bromodomain and Extra-Terminal Protein (BET) Inhibitor RO6870810 as Mono- and Combination Therapy in Advanced Multiple Myeloma
NCT03068455,A Study of Nivolumab in Combination With Ipilimumab Compared to Nivolumab or Ipilimumab Alone in Treatment of Patients After Complete Resection of Stage IIIb/c/d or Stage IV Melanoma (CheckMate 915)
NCT03068624,Study of Cellular Adoptive Immunotherapy Using Autologous CD8+ Antigen-Specific T Cells and Anti-CTLA4 for Patients With Metastatic Uveal Melanoma
NCT03069352,A Study of Venetoclax in Combination With Low Dose Cytarabine Versus Low Dose Cytarabine Alone in Treatment Naïve Patients With Acute Myeloid Leukemia Who Are Ineligible for Intensive Chemotherapy
NCT03069378,A Study of Talimogene Laherparepvec (T-VEC) in Combination With Pembrolizumab in Patients With Metastatic and/or Locally Advanced Sarcoma
NCT03069469,Study of DCC-3014 in Patients With Advanced Malignancies
NCT03069950,Study of Chemotherapy With or Without Hepatic Arterial Infusion for Patients With Unresectable Metastatic Colorectal Cancer to the Liver
NCT03070002,"Denosumab in Treating Patients With ER and/or PR Positive, HER2 Negative Metastatic Breast Cancer With Bone Metastases and Detectable Circulating Tumor Cells"
NCT03070093,Expanded Access Study of Gilteritinib (ASP2215) in Patients With FMS-like Tyrosine Kinase 3 (FLT3) Mutated Relapsed or Refractory Acute Myeloid Leukemia (AML) or FLT3-Mutated AML in Complete Remission (CR) With Minimal Residual Disease (MRD)
NCT03070301,A Study of LEE011 With Everolimus in Patients With Advanced Neuroendocrine Tumors
NCT03070392,Safety and Efficacy of IMCgp100 Versus Investigator Choice in Advanced Uveal Melanoma
NCT03070886,Antiandrogen Therapy and Radiation Therapy With or Without Docetaxel in Treating Patients With Prostate Cancer That Has Been Removed by Surgery
NCT03071276,Selinexor in Combination With Fludarabine and Cytarabine in Patients With Refractory or Relapsed Acute Myeloid Leukemia
NCT03071406,Randomized Study of Nivolumab+Ipilimumab+/- SBRT for Metastatic Merkel Cell Carcinoma
NCT03071757,"A Study of the Safety, Tolerability and Pharmacokinetics of ABBV-368 as a Single Agent and Combination in Subjects With Locally Advanced or Metastatic Solid Tumors"
NCT03071874,Phase II Study Of Vistusertib (AZD2014) For Recurrent Grade II-III Meningiomas
NCT03072043,Phase 1b/2 Safety and Efficacy of APR-246 w/Azacitidine for tx of TP53 Mutant Myeloid Neoplasms
NCT03072160,Pembrolizumab in Recurrent or Metastatic Medullary Thyroid Cancer
NCT03072238,"Ipatasertib Plus Abiraterone Plus Prednisone/Prednisolone, Relative to Placebo Plus Abiraterone Plus Prednisone/Prednisolone in Adult Male Patients With Metastatic Castrate-Resistant Prostate Cancer"
NCT03073525,Trial of Atezolizumab and Vigil for Advanced Gynecological Cancers (A Companion Study to CL-PTL-119)
NCT03074006,Dose Escalation and Proof-of-Concept Studies of TEW-7197 Monotherapy in Patients With Myelodysplastic Syndrome (MDS)
NCT03074318,Avelumab and Trabectedin in Treating Patients With Liposarcoma or Leiomyosarcoma That is Metastatic or Cannot Be Removed by Surgery
NCT03074513,Atezolizumab and Bevacizumab in Rare Solid Tumors
NCT03075527,A Phase 2 Study of Durvalumab in Combination With Tremelimumab in Malignant Pleural Mesothelioma
NCT03075553,Nivolumab in Treating Patients With Relapsed or Refractory Peripheral T-cell Lymphoma
NCT03075696,"A Dose Escalation Study of RO7082859, Administered After a Fixed, Single Dose of Obinutuzumab in Participants With Relapsed/Refractory B-Cell Non-Hodgkin's Lymphoma"
NCT03075826,A Phase II Study of SGI-110 in Philadelphia-Negative Myeloproliferative Neoplasms
NCT03076164,A Phase 1/2 Trial of Trametinib and Erlotinib in Patients With EGFR-Mutant Lung Adenocarcinomas and Acquired Resistance to Erlotinib
NCT03076203,Radium Ra 223 Dichloride and Niraparib in Treating Patients With Hormone- Resistant Prostate Cancer Metastatic to the Bone
NCT03076281,Metformin Hydrochloride and Doxycycline in Treating Patients With Head and Neck Squamous Cell Carcinoma That Can Be Removed by Surgery
NCT03076372,A Study Evaluating MM-310 in Patients With Solid Tumors
NCT03076554,A Pilot Study to Investigate the Safety and Clinical Activity of Avelumab (MSB0010718C) in Thymoma and Thymic Carcinoma After Progression on Platinum-Based Chemotherapy
NCT03077828,Pembrolizumab and Combination Chemotherapy in Treating Patients With Relapsed or Refractory Hodgkin Lymphoma
NCT03078400,Safety and Efficacy Study of Daily SPL-108 Injections In Conjunction With Paclitaxel in Women With Ovarian Cancer
NCT03078751,Adjuvant Ribociclib With Endocrine Therapy in Hormone Receptor+/HER2- High Risk Early Breast Cancer (EarLEE-1)
NCT03079687,"Expanded Access Program for Olaparib Tablets as Maintenance Therapy in Patients With Ovarian, Fallopian Tube or Primary Peritoneal Cancer."
NCT03080311,A Study of APG-1252 in Patients With SCLC or Other Solid Tumors
NCT03080974,Immunotherapy and Irreversible Electroporation in the Treatment of Advanced Pancreatic Adenocarcinoma
NCT03081494,Phase Ib Study of PDR001 in Combination With Regorafenib in Adult Patients With Previously Treated Metastatic Colorectal Cancer
NCT03081702,"A Study of the Safety, Tolerability and Effectiveness of Hydroxychloroquine and Itraconazole in Platinum-resistant Epithelial Ovarian Cancer"
NCT03082209,A Study of the Safety and Tolerability of ABBV-621 in Participants With Previously Treated Solid Tumors and Hematologic Malignancies
NCT03082300,A Study of ASP8273 in Subjects With Non-small Cell Lung Cancer (NSCLC) Harboring Epidermal Growth Factor Receptor (EGFR) Mutations
NCT03082534,Pembrolizumab Combined With Cetuximab for Treatment of Recurrent/Metastatic Head & Neck Squamous Cell Carcinoma
NCT03083808,Phase II Trial of Continuation Therapy in Advanced NSCLC
NCT03084471,"An Open-Label, Multi-Centre, Study to Assess the Safety of Fixed-Dose Durvalumab + Tremelimumab Combination Therapy or Durvalumab Monotherapy in Advanced Solid Malignancies. (STRONG)"
NCT03084640,Phase 1b Study Evaluating Alternative Routes of Administration of CMP-001 in Combination With Pembrolizumab in Subjects With Advanced Melanoma
NCT03085056,Trametinib in Combination With Paclitaxel in the Treatment of Anaplastic Thyroid Cancer
NCT03085095,A Study to Evaluate the Safety and Efficacy of Relugolix in Men With Advanced Prostate Cancer (HERO)
NCT03085147,A Dye for the Detection of Cancer of the Tongue and Mouth
NCT03085719,Targeting PD-1 Therapy Resistance With Focused High or High and Low Dose Radiation in SCCHN
NCT03085849,SGI-110 Plus Durvalumab/Tremelimumab in SCLC
NCT03085914,A Study of Epacadostat in Combination With a PD-1 Inhibitor and Chemotherapy in Subjects With Advanced or Metastatic Solid Tumors (ECHO-207)
NCT03086369,A Study of Nab-Paclitaxel and Gemcitabine With or Without Olaratumab (LY3012207) in Participants With Metastatic Pancreatic Cancer
NCT03086733,Phase II Lung Metcore - Preoperative Metformin for Lung Cancer (Metcore)
NCT03087019,Pembrolizumab With or Without Radiation in Patients With Recurrent or Metastatic Adenoid Cystic Carcinoma
NCT03087071,Panitumumab in Combination With Trametinib in Cetuximab-Refractory Stage IV Colorectal Cancer
NCT03087448,Ceritinib + Trametinib in Patients With Advanced ALK-Positive Non-Small Cell Lung Cancer (NSCLC)
NCT03087591,"APN401 in Treating Patients With Recurrent or Metastatic Pancreatic Cancer, Colorectal Cancer, or Other Solid Tumors That Cannot Be Removed by Surgery"
NCT03087760,Trial of Consolidation Pembrolizumab After Concurrent Chemotherapy and Proton Reirradiation for Thoracic Recurrences of Non-Small Cell Lung Cancer
NCT03088176,Combining Talimogene Laherparepvec With BRAF and MEK Inhibitors in BRAF Mutated Advanced Melanoma
NCT03088878,A Study of the Cirmtuzumab and Ibrutinib in Patients With B-Cell Lymphoid Malignancies
NCT03088930,Evaluating Crizotinib in the Neoadjuvant Setting in Patients With Non-small Cell Lung Cancer
NCT03089606,Pembrolizumab TX-naive Distant Mets Melanoma and Use of AMT (PET) at Baseline as Imaging Biomarker
NCT03089645,MEDI5083 Alone and in Combination With Durvalumab in Subjects With Select Advanced Solid Tumors
NCT03090165,Ribociclib and Bicalutamide in AR+ TNBC
NCT03090737,Safety Study of Nivolumab to Treat Advanced or Metastatic Non-small Cell Lung Cancer (CheckMate 907)
NCT03091192,Savolitinib vs. Sunitinib in MET-driven PRCC
NCT03091257,A Study of Dabrafenib and/or Trametinib in Patients With Relapsed and/or Refractory Multiple Myeloma
NCT03091478,Pembrolizumab in Patients With Leptomeningeal Disease
NCT03091660,Different Strains of BCG With or Without Vaccine in High Grade Non- Muscle Invasive Bladder Cancer
NCT03092323,A Randomized Trial of Pembrolizumab & Radiotherapy Versus Radiotherapy in High-Risk Soft Tissue Sarcoma of the Extremity (SU2C-SARC032)
NCT03092453,Dendritic Cell Vaccination in Patients With Advanced Melamona
NCT03092635,AGE Levels in ER+ Metastatic Breast Cancer Patients Receiving Endocrine Therapy
NCT03092674,"Azacitidine With or Without Nivolumab or Midostaurin, or Decitabine and Cytarabine Alone in Treating Older Patients With Previously Untreated Acute Myeloid Leukemia or High-Risk Myelodysplastic Syndrome"
NCT03092856,Axitinib With or Without Anti-OX40 Antibody PF-04518600 in Treating Patients With Metastatic Kidney Cancer
NCT03092934,A Study of AK-01 in Solid Tumors
NCT03093116,"A Study of TPX-0005 in Patients With Advanced Solid Tumors Harboring ALK, ROS1, or NTRK1-3 Rearrangements"
NCT03093155,Evaluation of Weekly Ixabepilone With or Without Biweekly Bevacizumab
NCT03093272,A Study of Docetaxel + ARN-509 in Castration-Resistant Prostate Cancer
NCT03093428,Study Evaluating the Addition of Pembrolizumab to Radium-223 in mCRPC
NCT03093870,Varlitinib in Combination With Capecitabine for Advanced or Metastatic Biliary Tract Cancer
NCT03093922,A Study of Two Dosing Schedules of Atezolizumab in Combination With Gemcitabine and Cisplatin as First-Line Treatment for Metastatic Bladder Cancer
NCT03094052,"Diarrhea Prophylaxis in Patients With HER2+ Breast Cancer Treated With Trastuzumab and Neratinib, Followed by Neratinib Monotherapy"
NCT03094169,AVID100 in Advanced Epithelial Carcinomas
NCT03094611,Study of Low Dose Inotuzumab Ozogamicin in Patients With Relapsed and Refractory CD22 Positive Acute Lymphocytic Leukemia
NCT03094637,Azacitidine and Pembrolizumab for Patients With Myelodysplastic Syndrome (MDS)
NCT03095248,Trial of Selumetinib in Patients With Neurofibromatosis Type II Related Tumors
NCT03095352,"A Randomized Phase II Study of Pembrolizumab, an Anti-PD (Programmed Cell Death)-1 Antibody, in Combination With Carboplatin Compared to Carboplatin Alone in Breast Cancer Patients With Chest Wall Disease"
NCT03095612,Phase 1/2 Trial of Selinexor (KPT-330) With Docetaxel for Non-small Cell Lung Cancer (NSCLC)
NCT03095781,Pembrolizumab and XL888 in Patients With Advanced Gastrointestinal Cancer
NCT03097328,Study of TAK-228 In Patients With Previously Treated Metastatic Renal Cell Carcinoma
NCT03098160,Immunotherapy Study of Evofosfamide in Combination With Ipilimumab
NCT03098550,A Study to Test the Safety and Effectiveness of Nivolumab Combined With Daratumumab in Patients With Advanced Solid Tumors or Tumors That Have Spread
NCT03098836,Apalutamide and Abiraterone Acetate in African American and Caucasian Men With Metastatic Castrate Resistant Prostate Cancer
NCT03099109,A Study of LY3321367 Alone or With LY3300054 in Participants With Advanced Relapsed/Refractory Solid Tumors
NCT03099161,Study of Preladenant (MK-3814) Alone and With Pembrolizumab (MK-3475) in Participants With Advanced Solid Tumors (MK-3814A-062)
NCT03099174,This Study in Patients With Different Types of Cancer (Solid Tumours) Aims to Find a Safe Dose of Xentuzumab in Combination With Abemaciclib With or Without Hormonal Therapies. The Study Also Tests How Effective These Medicines Are in Patients With Lung and Breast Cancer.
NCT03099356,"Cyclophosphamide and Sirolimus for the Treatment of Metastatic, RAI-refractory, Differentiated Thyroid Cancer"
NCT03099499,Single Agent ONC201 in Recurrent or Metastatic Endometrial Cancer
NCT03099564,Pembrolizumab Plus Y90 Radioembolization in HCC Subjects
NCT03101254,LY3022855 With BRAF/MEK Inhibition in Patients With Melanoma
NCT03101566,Study of Nivolumab in Combination With Gemcitabine/Cisplatin or Ipilimumab for Patients With Advanced Unresectable Biliary Tract Cancer
NCT03101748,3HT With Taxol for Metastatic Breast Cancer
NCT03101839,Phase I Dose-Escalation Study of AZD4785 in Patients With Advanced Solid Tumours
NCT03102606,Plinabulin vs. Pegfilgrastim in Patients With Solid Tumors Receiving Docetaxel Myelosuppressive Chemotherapy (Protective-1)
NCT03104270,Combination Study for High Risk Multiple Myeloma Patients
NCT03104439,Nivolumab and Ipilimumab and Radiation Therapy in MSS and MSI High Colorectal and Pancreatic Cancer
NCT03104491,Inotuzumab Ozogamicin Post-Transplant For Acute Lymphocytic Leukemia
NCT03104699,Phase 1 / 2 Study of AGEN2034 in Advanced Tumors and Cervical Cancer
NCT03105336,A Phase 2 Multicenter Study of Axicabtagene Ciloleucel in Subjects With Relapsed/Refractory Indolent Non-Hodgkin Lymphoma (ZUMA-5)
NCT03106077,Mirvetuximab Soravtansine in Localized Triple-Negative Breast Cancer (TNBC)
NCT03106415,Pembrolizumab and Binimetinib in Treating Patients With Locally Advanced or Metastatic Triple Negative Breast Cancer
NCT03106428,A Multiple Ascending Dose Study of MEDI7247 in Patients With Selected Relapsed/Refractory Hematological Malignancies
NCT03106610,Trial of Anti-PD-1 (Nivolumab) in Bladder Cancer Patients Recently Treated With Intravesical BCG Immunotherapy
NCT03106779,"Study of Efficacy of CML-CP Patients Treated With ABL001 Versus Bosutinib, Previously Treated With 2 or More TKIs"
NCT03107182,Oropharyngeal Tumor Induction Chemotherapy and Response-stratified Locoregional Therapy Trial in Order to Minimize Long-term Adverse Events
NCT03107780,MDM2 Inhibitor AMG-232 in Treating Patients With Recurrent or Newly Diagnosed Glioblastoma
NCT03107988,Study of Lorlatinib (PF-06463922)
NCT03108066,PT2385 for the Treatment of Von Hippel-Lindau Disease-Associated Clear Cell Renal Cell Carcinoma
NCT03108131,Cobimetinib and Atezolizumab in Advanced Rare Tumors
NCT03109015,Alternative Schedule Sunitinib in Metastatic Renal Cell Carcinoma: Cardiopulmonary Exercise Testing (ASSET)
NCT03109158,NC-6004 With 5-FU and Cetuximab for Treatment of Recurrent or Metastatic Squamous Cell Carcinoma of the Head and Neck
NCT03109301,A Phase II Trial of the Mitogen Activated Protein Kinase Kinase (MEK1/2) Inhibitor Selumetinib (AZD6244 Hydrogen Sulfate) in Patients With Neurofibromatosis Type 1 (NF1) Mutated Gastrointestinal Stromal Tumors (GIST)
NCT03109873,Metformin Hydrochloride in Affecting Cytokines and Exosomes in Patients With Head and Neck Cancer
NCT03110107,First-In-Human Study of Monoclonal Antibody BMS-986218 by Itself and in Combination With Nivolumab in Patients With Advanced Solid Tumors
NCT03110354,DS-3201b for Acute Myelogenous Leukemia (AML) or Acute Lymphocytic Leukemia (ALL)
NCT03110562,"Bortezomib, Selinexor, and Dexamethasone in Patients With Multiple Myeloma (BOSTON)"
NCT03110822,"A Phase 1 Study of Ruxolitinib, Steroids and Lenalidomide for Relapsed/Refractory Multiple Myeloma (RRMM) Patients"
NCT03110978,Clinical Trials Comparing Immunotherapy Plus Stereotactic Ablative Radiotherapy (I-SABR) Versus SABR Alone for Stage I or Isolated Lung Parenchymal Recurrent Non-small Cell Lung Cancer: I-SABR
NCT03111732,"Pembrolizumab, a Monoclonal Antibody Against PD-1, in Combination With Capecitabine and Oxaliplatin (CAPOX) in People With Advanced Biliary Tract Carcinoma (BTC)"
NCT03111901,Low-dose Interleukin-2 and Pembrolizumab in Melanoma and Renal Cell Cancer
NCT03111992,"Study of Single Agent CJM112, and PDR001 in Combination With LCL161 or CJM112 in Patients With Multiple Myeloma"
NCT03112174,Study of Ibrutinib Combined With Venetoclax in Subjects With Mantle Cell Lymphoma (SYMPATICO)
NCT03112590,Phase I-II Study of Interferon-gamma in Patients With HER-2 Positive Breast Cancer
NCT03113188,"CBP501, Cisplatin and Nivolumab in Advanced Refractory Tumors"
NCT03113487,"P53MVA and Pembrolizumab in Treating Patients With Recurrent Ovarian, Primary Peritoneal, or Fallopian Tube Cancer"
NCT03114527,Phase II Trial of Ribociclib and Everolimus in Advanced Dedifferentiated Liposarcoma (DDL) and Leiomyosarcoma (LMS)
NCT03115801,A Phase II Randomized Trial of Immunotherapy Plus Radiotherapy in Metastatic Genitourinary Cancers
NCT03116971,Phase Ib/II Study of M3814 With Etoposide and Cisplatin in Small Cell Lung Cancer (SCLC) Extensive Disease (ED)
NCT03117309,Study of Front Line Therapy With Nivolumab and Salvage Nivolumab + Ipilimumab in Patients With Advanced Renal Cell Carcinoma
NCT03117751,Total Therapy XVII for Newly Diagnosed Patients With Acute Lymphoblastic Leukemia and Lymphoma
NCT03118349,Study of 177Lu Human Monoclonal Antibody 5B1 (MVT-1075) in Combination With a Blocking Dose of MVT-5873 as Radioimmunotherapy
NCT03119428,A Study of OMP-313M32 in Subjects With Locally Advanced or Metastatic Solid Tumors
NCT03119467,"Safety and Efficacy Study of RP4010, in Patients With Relapsed or Refractory Non-Hodgkin Lymphoma"
NCT03120676,Study of Atezolizumab in Relapsed or Refractory Hodgkin Lymphoma
NCT03120832,Phase 1 Trial of PAN-301-1 in Cancer Patients
NCT03121352,"Pilot Study of Carboplatin, Nab-Paclitaxel and Pembrolizumab for Metastatic Triple-Negative Breast Cancer"
NCT03121417,Biomarker-Driven Phase 2 Study of Nivolumab in Advanced Metastatic Non-small Cell Lung Cancer
NCT03121677,Personalized Synthetic Long Peptide Vaccine Strategy and PD-1 Blockade in Patients With Follicular Lymphoma
NCT03122197,Study of Letrozole in Recurrent Gliomas
NCT03122496,Immunotherapy and Stereotactic Body Radiotherapy (SBRT) for Metastatic Anaplastic Thyroid Cancer
NCT03122509,"A Clinical Trial of Durvalumab and Tremelimumab, Administered With Radiation Therapy or Ablation in Patients With Colorectal Cancer"
NCT03122548,"Safety and Efficacy of CRS-207 With Pembrolizumab in Gastric, Gastroesophageal Junction or Esophageal Cancers"
NCT03122717,Osimertinib and Gefitinib in EGFR Inhibitor naïve Advanced EGFR Mutant Lung Cancer
NCT03123055,A Study of B-701 in Combination With Atezolizumab in Treatment of Locally Advanced or Metastatic Urothelial Cell Carcinoma (U22)
NCT03123744,Histology-Independent Study of Palbociclib in Patients With Advanced Cancer
NCT03123783,CD40 Agonistic Antibody APX005M in Combination With Nivolumab
NCT03123939,Expanded Treatment Protocol in Acute Lymphoblastic Leukemia
NCT03123978,Enzalutamide and Niclosamide in Treating Patients With Recurrent or Metastatic Castration-Resistant Prostate Cancer
NCT03125200,Study of ADCT-502 in Patients With Advanced Solid Tumors With HER2 Expression
NCT03125239,Combination Merestinib and LY2874455 for Patients With Relapsed or Refractory Acute Myeloid Leukemia
NCT03125902,A Study of Atezolizumab and Paclitaxel Versus Placebo and Paclitaxel in Participants With Previously Untreated Locally Advanced or Metastatic Triple Negative Breast Cancer (TNBC) (IMpassion131)
NCT03125928,"Clinical Trial of Atezolizumab With Paclitaxel, Trastuzumab, and Pertuzumab in Patients With Metastatic HER-2 Positive Breast Cancer"
NCT03126019,"An Open-Label, Randomized Study Comparing INCB050465 to Idelalisib in Relapsed or Refractory Follicular Lymphoma (CITADEL-203)"
NCT03126110,"Phase 1/2 Study Exploring the Safety, Tolerability, and Efficacy of INCAGN01876 Combined With Immune Therapies in Advanced or Metastatic Malignancies"
NCT03126331,Intermittent Nivolumab in Metastatic Renal Cell Carcinoma Patients
NCT03126461,SAbR Plus Ipilimumab Plus Nivolumab in Metastatic Melanoma Patients
NCT03126591,A Study of Olaratumab (LY3012207) Plus Pembrolizumab in Participants With Advanced or Metastatic Soft Tissue Sarcoma
NCT03126630,Pembrolizumab With or Without Anetumab Ravtansine in Treating Patients With Mesothelin-Positive Pleural Mesothelioma
NCT03126916,Iobenguane I-131 or Crizotinib and Standard Therapy in Treating Younger Patients With Newly-Diagnosed High-Risk Neuroblastoma or Ganglioneuroblastoma
NCT03127098,"QUILT-3.040: ETBX-011 (Ad5 [E1-, E2b-]-CEA(6D)) Vaccine in Combination With ALT-803 (Super-agonist IL-15) in Subjects Having CEA-Expressing Cancer"
NCT03127735,BAY1436032 in Patients With Mutant IDH1(mIDH1) Advanced Acute Myeloid Leukemia (AML)
NCT03128034,"211^At-BC8-B10 Before Donor Stem Cell Transplant in Treating Patients With High-Risk Acute Myeloid Leukemia, Acute Lymphoblastic Leukemia, or Myelodysplastic Syndrome"
NCT03128047,HUMC 1612: Optune NovoTTF-200A System
NCT03128619,"Copanlisib, Letrozole, and Palbociclib in Treating Patients With Hormone Receptor Positive HER2 Negative Stage I-IV Breast Cancer"
NCT03128879,Study of Venetoclax (ABT-199) Added to Ibrutinib in Patients With High-Risk Chronic Lymphocytic Leukemia (CLL)
NCT03129061,Study to Evaluate Immunological Response to PD-1 Inhibition in Squamous Cell Carcinoma of the Head and Neck (SCCHN)
NCT03130439,"Abemaciclib for Patients With Retinoblastoma-Positive, Triple Negative Metastatic Breast Cancer"
NCT03130764,Durvalumab and Tremelimumab for Adjuvant Therapy of Resected NSCLC
NCT03130959,An Investigational Immuno-therapy Study of Nivolumab Monotherapy and Nivolumab in Combination With Ipilimumab in Pediatric Patients With High Grade Primary CNS Malignancies (CheckMate 908)
NCT03131037,Intratumoral Gene Mediated Cytotoxic Immunotherapy in Patients With Resectable Non-Small Cell Lung Cancer
NCT03131206,A Study of Alectinib in RET-rearranged Non-small Cell Lung Cancer or RET-mutated Thyroid Cancer
NCT03131908,Study of the Selective PI3K-Beta Inhibitor GSK2636771 in Combination With Pembrolizumab in Patients With Metastatic Melanoma and PTEN Loss
NCT03132454,Study of Palbociclib Alone and in Combination in Patients With Relapsed and Refractory (R/R) Leukemias
NCT03132467,Evaluating Anti-PD-L1 Antibody (Durvalumab) Plus Anti-CTLA-4 Antibody (Tremelimumab) in HR+/HER2- Breast Cancer
NCT03132636,"PD-1 in Patients With Advanced Basal Cell Carcinoma Who Experienced Progression of Disease on Hedgehog Pathway Inhibitor Therapy, or Were Intolerant of Prior Hedgehog Pathway Inhibitor Therapy"
NCT03133221,1630GCC: Zydelig Maintenance in B-Cell Non-Hodgkin's Lymphoma After Autologous Stem Cell Transplantation
NCT03133390,Atezolizumab With or Without Bevacizumab in Cisplatin-ineligible Patients
NCT03134131,Expanded Access Program for ONC201 to Treat Recurrent Histone H3 Mutant Glioma
NCT03134638,A Phase 1 Study of SY-1365 in Adult Patients With Advanced Solid Tumors
NCT03135171,Trastuzumab and Pertuzumab in Combination With Tocilizumab in Subjects With Metastatic HER2 Positive Breast Cancer Resistant to Trastuzumab
