,id,therapyName,Drug_id
0,2961,PW12,7873
0,880,PWT33597,6995
0,4695,PX-12,8516
0,881,PX-866,6996
1,4494,PX-866 + Sorafenib,6996
0,4582,Pyr1,8489
0,2797,Pyridone 6,7748
0,3082,Pyrotinib,7931
0,2412,Pyrvinium,7518
0,4089,Pz-1,8341
0,4001,Pembrolizumab + QbG10,8320
1,4000,QbG10,8320
0,3832,QS11,8260
0,3508,Quarfloxin,8107
0,1237,Erlotinib + Quinacrine,1090
1,4643,Fluorouracil + Quinacrine + Sorafenib,1090
2,1044,Quinacrine,1090
3,1719,Quinacrine + 5-fluorouracil ,1090
4,1720,Quinacrine + Sorafenib,1090
0,3004,Quisinostat,7901
0,3172,Enasidenib + Quizartinib,6997
1,4161,Palbociclib + Quizartinib,6997
2,5041,PD173074 + Quizartinib,6997
3,882,Quizartinib,6997
0,883,R1507,6998
0,2756,R333,7707
0,1465,R3Mab,7270
0,5948,A-770041 + R406,8236
1,3782,R406,8236
0,3497,R547,8100
0,6339,R916562,8976
0,3943,Pembrolizumab + rAd.CD40L,8305
1,3942,rAd-hCD40L,8305
0,1680,rAD-p53,7314
0,4881,Atezolizumab + Ra 223,7374
1,4618,Bicalutamide + Ra 223,7374
2,6161,Bortezomib + Dexamethasone + radium Ra 223 dichloride,7374
3,5436,Niraparib + radium Ra 223 dichloride,7374
4,5542,Pembrolizumab + Ra 223,7374
5,2001,radium Ra 223 dichloride,7374
0,884,RAF265,6999
1,4793,RAF265 + Selumetinib,6999
0,4587,Prexasertib + Ralimetinib,8018
1,3296,Ralimetinib,8018
2,5000,Ralimetinib + SCH772984,8018
0,5685,Raloxifene,473
1,5686,Raloxifene + Bicalutamide,473
0,4209,Abemaciclib + Ramucirumab,7001
1,2039,Abraxane + Ramucirumab,7001
2,5943,Crenolanib + Paclitaxel + Ramucirumab,7001
3,1387,Emibetuzumab + Ramucirumab,7001
4,1920,Irinotecan + Cetuximab + Ramucirumab,7001
5,5633,Irinotecan + Ramucirumab,7001
6,4208,LY2801653 + Ramucirumab,7001
7,4369,LY3300054 + Ramucirumab,7001
8,3257,MEDI4736 + Ramucirumab,7001
9,4266,Octreotide + Ramucirumab,7001
10,5165,Olaparib + Ramucirumab,7001
11,5032,Oraxol + Ramucirumab,7001
12,4379,Osimertinib + Ramucirumab,7001
13,2896,Pembrolizumab + Ramucirumab,7001
14,886,Ramucirumab,7001
15,1723,Ramucirumab + Dacarbazine,7001
16,1423,Ramucirumab + Docetaxel,7001
17,2633,Ramucirumab + FOLFIRI,7001
18,1722,Ramucirumab + FOLFOX,7001
19,1721,Ramucirumab + Paclitaxel,7001
20,1726,Ramucirumab + Paclitaxel + Carboplatin,7001
21,3998,Ramucirumab + Trastuzumab,7001
0,4493,RapaLink-1,8468
0,3406,ReACp53,8065
0,4434,Eribulin + Rebastinib,7163
1,4433,Paclitaxel + Rebastinib,7163
2,1045,rebastinib,7163
0,3018,Copanlisib + Refametinib,7003
1,5545,Gemcitabine + Refametinib,7003
2,888,Refametinib,7003
3,2221,Refametinib + Sorafenib,7003
4,1424,Regorafenib + Refametinib,7003
0,1072,REGN1400,7189
1,1247,REGN1400 + Cetuximab,7189
2,1246,REGN1400 + Erlotinib,7189
0,6151,REGN1979,8930
1,6152,REGN1979 + REGN2810,8930
0,6335,Isatuximab + REGN2810,8735
1,6152,REGN1979 + REGN2810,8735
2,5656,REGN2810,8735
3,5722,REGN2810 + Carboplatin + Docetaxel,8735
4,5720,REGN2810 + Carboplatin + Paclitaxel,8735
5,5721,REGN2810 + Carboplatin + Pemetrexed,8735
6,5718,REGN2810 + Cyclophosphamide,8735
7,5719,REGN2810 + Docetaxel,8735
8,5723,REGN2810 + GM-CSF + Cyclophosphamide,8735
9,5736,REGN3767 + REGN2810,8735
10,5934,SAR439459 + REGN2810,8735
0,5975,Fulvestrant + REGN2878-DM1,8876
1,5974,REGN2878-DM1,8876
0,5735,REGN3767,8764
1,5736,REGN3767 + REGN2810,8764
0,889,REGN421,7004
0,2320,Azacitidine + Regorafenib,6803
1,2094,BBI608 + Regorafenib,6803
2,2350,Clobetasol + Regorafenib,6803
3,5620,CVX-060 + Regorafenib,6803
4,4107,DHA + Regorafenib,6803
5,6052,Entinostat + Hydroxychloroquine + Regorafenib,6803
6,2491,Gemcitabine + Regorafenib,6803
7,5930,PDR001 + Regorafenib,6803
8,3410,Perindopril + Regorafenib,6803
9,2035,PF-03446962 + Regorafenib,6803
10,4657,Pimasertib + Regorafenib,6803
11,890,Regorafenib,6803
12,1305,Regorafenib + Cetuximab,6803
13,2014,Regorafenib + FOLFOX,6803
14,1617,Regorafenib + Panitumumab,6803
15,1424,Regorafenib + Refametinib,6803
16,5275,Regorafenib + Sorafenib,6803
17,1727,Regorafenib + Sorafenib + MK2206,6803
18,1961,Sunitinib + Regorafenib,6803
0,2099,Bevacizumab + Reolysin,7005
1,3432,Bortezomib + Dexamethasone + Reolysin,7005
2,2463,Carfilzomib + Dexamethasone + Reolysin,7005
3,5674,Irinotecan + Reolysin,7005
4,893,Reolysin,7005
5,1111,Reolysin + Docetaxel,7005
6,3020,Reolysin + Gemcitabine,7005
7,1110,Reolysin + Pemetrexed,7005
0,2930,Reparixin,7848
0,2250,Palomid 529,7475
0,5894,Oxaliplatin + Resminostat,8360
1,4134,Resminostat,8360
2,4135,Resminostat + Sorafenib,8360
0,894,Retaspimycin,7006
0,2327,Reversine,7485
0,2760,RG108,7711
0,2076,RG7112,7414
0,4112,Doxorubicin + RG7386,8353
1,4111,Irinotecan + RG7386,8353
2,4110,RG7386,8353
0,1934,RI-1,7362
0,4425,RI-BPI,8450
0,1101,Binimetinib + Encorafenib + Ribociclib,6826
1,5,Binimetinib + Ribociclib,6826
2,2315,BKM120 + Fulvestrant + LEE011,6826
3,2317,BYL719 + Fulvestrant + LEE011,6826
4,3969,BYL719 + LEE011,6826
5,2638,Ceritinib + LEE011,6826
6,3113,Docetaxel + Filgrastim + Prednisone + Ribociclib,6826
7,5179,Doxorubicin + Ribociclib,6826
8,1260,Encorafenib + Ribociclib,6826
9,2316,Fulvestrant + LEE011,6826
10,6285,Fulvestrant + PDR001 + Ribociclib,6826
11,2898,Gemcitabine + Ribociclib,6826
12,2481,HDM201 + LEE011,6826
13,3175,LEE001 + Tamoxifen,6826
14,1594,LEE011 + BKM120 + Letrozole,6826
15,1569,LEE011 + BYL719 + Letrozole,6826
16,5333,LEE011 + Carboplatin + Paclitaxel,6826
17,2265,LEE011 + Everolimus + Exemestane,6826
18,2266,LEE011 + Exemestane,6826
19,1568,LEE011 + Letrozole,6826
20,4440,LSZ 102 + Ribociclib,6826
21,3206,Paclitaxel + Ribociclib,6826
22,6284,PDR001 + Ribociclib,6826
23,790,Ribociclib,6826
24,5354,Ribociclib + Asparaginase,6826
25,5479,Ribociclib + Bicalutamide,6826
26,5358,Ribociclib + Bortezomib,6826
27,5355,Ribociclib + Dexamethasone,6826
28,5073,Ribociclib + Everolimus,6826
29,5180,Ribociclib + Everolimus + Letrozole,6826
30,5357,Ribociclib + JQ1,6826
31,5310,Ribociclib + Letrozole + Goserelin,6826
32,5353,Ribociclib + Mercaptopurine,6826
33,5352,Ribociclib + Methotrexate,6826
34,5356,Ribociclib + Prednisolone,6826
35,4472,Ribociclib + Trametinib,6826
0,1613,ACY-1215,7297
1,5251,ACY-1215 + Bortezomib + Dexamethasone,7297
2,4526,ACY-1215 + Cisplatin + Gemcitabine,7297
3,4907,ACY-1215 + Dexamethasone + lenalidomide,7297
4,4272,ACY-1215 + Ibrutinib,7297
5,4273,ACY-1215 + Idelalisib ,7297
6,3313,ACY-1215 + nab-paclitaxel,7297
7,3469,ACY-1215 + Paclitaxel,7297
8,1614,ACY-1215 + Pomalidomide + Dexamethasone,7297
9,3384,Carfilzomib + Ricolinostat,7297
10,6082,Ricolinostat + SJB3-019A,7297
0,895,Ridaforolimus,7007
1,3478,Ridaforolimus + MK2206,7007
2,3032,Ridaforolimus + Paclitaxel,7007
3,4991,Ridaforolimus + SCH772984,7007
0,1512,ON-01910 + PD0332991,7164
1,1046,rigosertib,7164
2,3021,Rigosertib + Gemcitabine,7164
0,629,AMG102,6835
1,3138,Rilotumumab + Capecitibine + Cisplatin + Epirubicin,6835
2,1775,Rilotumumab + Panitumumab,6835
0,1047,Rilutek,7165
1,1724,Rilutek + Sorafenib,7165
0,5996,BPX-601 + Rimiducid,8882
1,5993,BPX-701 + Rimiducid,8882
2,5992,Rimiducid,8882
0,4119,Rivaroxaban,4718
0,4898,RK-33,8572
1,4899,RK-33 + Radiotherapy,8572
0,5946,RK22446,8867
0,2918,RM-1929,7841
0,5510,CPI-169 + RN-1,8708
1,5509,Cytarabine + RN-1,8708
2,5506,RN-1,8708
3,5508,RN-1 + Tretinoin,8708
0,2688,RN486,7653
0,4913,RN927C,8578
0,5823,RNA CART-cMET,8816
0,6000,RNA CART19 cells,8888
0,2340,Ro 31-8220,7496
0,3779,RO3280,8233
0,4552,RO4927350,8482
0,4803,Radiotherapy + RO4929097 + Temozolomide,7009
1,902,RO4929097,7009
2,4840,RO4929097 + Paclitaxel,7009
3,1096,Vismodegib + RO4929097,7009
0,903,RO4987655,7010
0,2011,RO5126766,7380
0,905,RO5212054,7012
0,3334,RO5454948,8041
0,2153,RO5503781,7446
1,4172,RO5503781 + Venetoclax,7446
0,1598,RO5520985,7294
1,1600,RO5520985 + Leucovorin + Fluorouracil,7294
2,3468,RO5520985 + RO7009789,7294
0,4968,Cytarabine + RO6839921,7447
1,4967,Doxil + RO6839921,7447
2,2155,RO6839921,7447
0,5364,RO6874281,8672
1,5365,RO6874281 + Obinutuzumab + Atezolizumab,8672
2,5366,RO6874281 + Obinutuzumab + Atezolizumab + Bevacizumab,8672
0,4330,RO6874813,8419
0,2886,RO6895882,7814
0,3412,Atezolizumab + RO6958688 ,8066
1,3411,RO6958688 ,8066
0,4181,Emactuzumab + RO7009789,7641
1,3468,RO5520985 + RO7009789,7641
2,2672,RO7009789,7641
0,6162,Obinutuzumab + RO7082859 + Tocilizumab,8785
1,5764,RO7082859,8785
0,6235,Atezolizumab + RO7198457,8948
1,6234,RO7198457,8948
0,2746,Robatumumab,7698
0,2030,Rogaratinib,7396
0,5881,Azacitidine + Durvalumab + Romidepsin,7191
1,5782,Azacitidine + Pembrolizumab + Romidepsin,7191
2,1396,Azacitidine + Romidepsin,7191
3,2993,Cisplatin + Romidepsin ,7191
4,5035,Cytarabine + Romidepsin,7191
5,3393,Doxil + romidepsin ,7191
6,5880,Durvalumab + Pralatrexate + Romidepsin,7191
7,5882,Durvalumab + Romidepsin,7191
8,4239,Duvelisib + romidepsin ,7191
9,2349,Lenalidomide + Rituximab + Romidepsin ,7191
10,2875,MK2206 + Romidepsin,7191
11,1075,romidepsin,7191
12,5728,Romidepsin + Pembrolizumab,7191
0,663,BAY1000394,6865
0,4401,Rosmantuzumab,8440
0,3544,Rovalpituzumab Tesirine,8127
1,4827,Rovalpituzumab Tesirine + Cisplatin + Etoposide,8127
2,5307,Rovalpituzumab Tesirine + Dexamethasone,8127
3,5641,Rovalpituzumab Tesirine + Nivolumab,8127
4,5640,Rovalpituzumab Tesirine + Nivolumab + Ipilimumab,8127
0,5761,RP4010,8782
0,2020,RP6530,7386
1,3765,RP6530 + Ruxolitinib,7386
0,4323,Irinotecan + RRx-001,8207
1,3680,RRx-001,8207
2,4596,RRx-001 + Temozolomide,8207
0,3062,RTA 408,7922
0,3713,RTA-408,8218
0,6167,Fluorouracil + RU-A1,8932
1,6165,RU-A1,8932
0,3745,Lapatinib + RU-SKI 43,8225
1,3746,LY294002 + RU-SKI 43,8225
2,3744,RU-SKI 43,8225
3,3747,RU-SKI 43 + Sirolimus,8225
4,3748,RU-SKI 43 + Tamoxifen,8225
0,5424,RU58668,8684
0,3721,AZD6482 + Rucaparib,7013
1,4070,Crizotinib + Rucaparib,7013
2,4071,Foretinib + Rucaparib,7013
3,6197,NU6027 + Rucaparib,7013
4,906,Rucaparib,7013
5,4553,Rucaparib + Temozolomide,7013
6,2154,Rucaparib + Topotecan,7013
0,3550,AZD1208 + Ruxolitinib,6787
1,3928,BEZ235 + Ruxolitinib,6787
2,3262,Bortezomib + Ruxolitinib,6787
3,4679,Cyclophosphamide + Doxorubicin + Paclitaxel + Ruxolitinib,6787
4,3218,Dasatinib + Dexamethasone + Ruxolitinib,6787
5,3927,GDC-0941 + Ruxolitinib,6787
6,4768,Ibrutinib + Ruxolitinib,6787
7,4224,INCB050465 + Ruxolitinib,6787
8,5550,Methylprednisolone + Lenalidomide + Ruxolitinib,6787
9,5227,Pembrolizumab + Ruxolitinib,6787
10,3765,RP6530 + Ruxolitinib,6787
11,907,Ruxolitinib,6787
12,1615,Ruxolitinib + Capecitabine,6787
13,1856,Ruxolitinib + Cisplatin + Pemetrexed,6787
14,1735,Ruxolitinib + Decitabine,6787
15,1858,Ruxolitinib + Erlotinib,6787
16,1108,Ruxolitinib + Exemestane,6787
17,1116,Ruxolitinib + Nilotinib,6787
18,1369,Ruxolitinib + Paclitaxel,6787
19,3869,Ruxolitinib + Selumetinib,6787
20,3549,Ruxolitinib + SGI-1776,6787
21,3181,Ruxolitinib + Sirolimus + Tacrolimus,6787
22,3929,Ruxolitinib + TGX-221,6787
23,3868,Ruxolitinib + Trametinib,6787
24,1578,Ruxolitinib + Trastuzumab,6787
25,3926,Ruxolitinib + ZSTK474,6787
0,4356,RVX-208,8433
0,5420,AZ20 + RVX2135,8682
1,5418,RVX2135,8682
2,5419,RVX2135 + VE-821,8682
0,2262,Everolimus + RX-0201,7014
1,908,RX-0201,7014
0,6224,RX-5902,8944
0,5865,RXC004,8838
0,5298,RXC005,8658
0,1002,CEP-32496,7121
0,5710,RXDX-106,8760
1,5765,RXDX-106 + unspecified PD-1 antibody,8760
0,1048,S-222611,7166
0,2158,S-49076,7450
1,2178,S-49076 + Bevacizumab,7450
0,2596,S-equol  ,7597
0,6011,S2101,8892
0,3124,S3I-201,7951
0,4860,Erlotinib + S63845,8564
1,4859,Lapatinib + S63845,8564
2,4858,S63845,8564
3,4864,S63845 + Trametinib,8564
4,4865,S63845 + Vemurafenib,8564
0,5775,SA16,8794
0,2577,Sabutoclax,7589
0,3227,Sacituzumab govitecan,7974
0,5571,Doxorubicin + Safingol,7167
1,1049,Safingol,7167
0,1836,SAH-p53-8,7346
1,4554,SAH-p53-8 + Vemurafenib,7346
0,909,Salirasib,7015
0,4650,Eflornithine + SAM486,8502
1,4649,SAM486,8502
0,5536,Cytarabine + Daunorubicin + Samalizumab,8714
1,5535,Samalizumab,8714
0,3722,SAN1GSC,8219
0,3990,SANT1,8319
0,1747,Decitabine + Sapacitabine,7207
1,3215,Rituximab + sapacitabine,7207
2,1128,sapacitabine,7207
3,1130,Sapacitabine + Seliciclib,7207
0,5388,ABT-737 + MLN0128,7232
1,1595,Aflibercept + MLN0128,7232
2,4214,Alisertib + MLN0128,7232
3,2994,AZD9291 + MLN0128,7232
4,5012,EHop-016 + MLN0128,7232
5,6296,Ibrutinib + Sapanisertib,7232
6,1444,MLN0128 + Bevacizumab,7232
7,1580,MLN0128 + Exemestane,7232
8,1581,MLN0128 + Fulvestrant,7232
9,5197,MLN0128 + Metformin,7232
10,2175,MLN0128 + MLN2480,7232
11,4771,MLN0128 + PD-0325901,7232
12,3861,MLN0128 + Phenformin,7232
13,4849,MLN0128 + SBI-0206965,7232
14,4497,MLN0128 + Sirolimus,7232
15,5141,MLN0128 + Tamoxifen,7232
16,5386,MLN0128 + WEHI-539,7232
17,1283,MLN1117 + Sapanisertib,7232
18,5731,Paclitaxel + MLN0128 + MLN1117,7232
19,1282,Sapanisertib,7232
0,910,Sapitinib,7016
1,3036,Sapitinib + Fluorouracil + Cisplatin,7016
2,1416,Sapitinib + Paclitaxel,7016
0,2159,SAR125844,7451
0,1165,SAR245408 + SAR245409,7169
1,1051,SAR245409,7169
2,3023,SAR245409 + Pimasertib,7169
0,1052,SAR260301,7170
1,4573,SAR260301 + Selumetinib,7170
2,1225,SAR260301 + Vemurafenib,7170
0,911,SAR302503,7017
0,5351,Cisplatin + SAR405838,7416
1,5068,Fulvestrant + SAR405838,7416
2,2078,SAR405838,7416
0,4026,SAR428926,8326
0,5933,SAR439459,8865
1,5934,SAR439459 + REGN2810,8865
0,6294,Palbociclib + SAR439859,8965
1,6293,SAR439859,8965
0,5825,SAR566658,8818
0,3922,Cediranib + Saracatinib,7018
1,3757,Dasatinib + Saracatinib,7018
2,3756,Nilotinib + Saracatinib,7018
3,5938,Osimertinib + PF-573328 + Saracatinib,7018
4,3758,Ponatinib + Saracatinib,7018
5,912,Saracatinib,7018
6,1939,Saracatinib + Ceritinib,7018
7,5006,Saracatinib + SCH772984,7018
8,5010,Saracatinib + Selumetinib,7018
0,2498,Fluorouracil + Leucovorin + Irinotecan + Oxaliplatin + Saridegib,7519
1,2414,Saridegib,7519
0,3790,Cetuximab + Savolitinib,7453
1,5063,Gefitinib + Savolitinib,7453
2,2224,Osimertinib + Savolitinib,7453
3,2161,Savolitinib,7453
0,2712,SB-431542 ,7673
0,6242,SB3,8951
0,4281,SB590885,8396
0,3796,SBE13,8242
0,4849,MLN0128 + SBI-0206965,8562
1,4847,SBI-0206965,8562
2,4848,SBI-0206965 + AZD8055,8562
3,4850,Sirolimus + SBI-0206965,8562
0,3307,SBI-0640726,8027
0,3306,SBI-0640756,8026
1,3310,Vemurafenib + SBI-060756,8026
0,3309,SBI-755199,8029
0,5748,SC-006,8769
0,4994,AZD8055 + SCH772984,7613
1,4986,AZD8186 + SCH772984,7613
2,5007,BMS-754807 + SCH772984,7613
3,4542,Cetuximab + Dabrafenib + SCH772984,7613
4,4543,Cetuximab + SCH772984,7613
5,4544,Dabrafenib + SCH772984,7613
6,4999,Danusertib + SCH772984,7613
7,4601,Dasatinib + SCH772984,7613
8,4992,Everolimus + SCH772984,7613
9,5004,GDC-0941 + SCH772984,7613
10,4993,Ipatasertib + SCH772984,7613
11,5584,JQ1 + SCH772984,7613
12,5002,Linsitinib + SCH772984,7613
13,5008,Midostaurin + SCH772984,7613
14,4997,MK2206 + SCH772984,7613
15,3492,MRK-003 + SCH772984,7613
16,4998,Navitoclax + SCH772984,7613
17,5003,Nilotinib + SCH772984,7613
18,4995,OSI-027 + SCH772984,7613
19,5001,Panobinostat + SCH772984,7613
20,5005,PF-04691502 + SCH772984,7613
21,5000,Ralimetinib + SCH772984,7613
22,4991,Ridaforolimus + SCH772984,7613
23,5006,Saracatinib + SCH772984,7613
24,2618,SCH772984,7613
25,4988,SCH772984 + Temsirolimus,7613
26,4476,SCH772984 + Trametinib,7613
27,4996,SCH772984 + Vistusertib,7613
0,2750,SD-093,7701
0,4828,Ibrutinib + SD-101 + Radiotherapy,7932
1,3848,Ipilimumab + SD-101,7932
2,4471,MK-1966 + SD-101,7932
3,5166,Pembrolizumab + SD-101,7932
4,3084,SD-101,7932
0,2749,SD-208,7700
0,4804,SD-7300,8546
0,4326,SDX-7320,8416
0,5781,Pembrolizumab + SEA-CD40,8795
1,5780,SEA-CD40,8795
0,5672,SEL120-34A,8741
0,3693,SEL24-B489,8209
1,3694,SEL24-B489 + Ibrutinib,8209
0,4702,Selectikine,8522
0,3474,Axitinib + Selenomethionine,8092
1,3473,Selenomethionine,8092
0,5678,Doxorubicin + Seliciclib,7208
1,1130,Sapacitabine + Seliciclib,7208
2,1129,Seliciclib,7208
3,2814,Seliciclib + Aldoxorubicin,7208
4,2816,Seliciclib + Alvocidib,7208
0,2640,Carboplatin + Paclitaxel + Selinexor,7327
1,2985,Carfilzomib + Dexamethasone + Selinexor,7327
2,6143,Carfilzomib + Selinexor,7327
3,5553,Cisplatin + Selinexor,7327
4,1768,Decitabine + Selinexor,7327
5,4500,Dexamethasone + Ixazomib + Selinexor,7327
6,4221,Dexamethasone + Melphalan + Selinexor,7327
7,3356,Dexamethasone + pegylated liposomal-doxorubicin + Selinexor,7327
8,2479,Dexamethasone + Selinexor,7327
9,5534,Docetaxel + Selinexor,7327
10,2560,Gemcitabine + nab-paclitaxel + Selinexor,7327
11,3579,Ibrutinib + Selinexor,7327
12,2588,Irinotecan + Selinexor,7327
13,1749,Selinexor,7327
14,5639,Selinexor + Bortezomib + Dexamethasone,7327
15,5286,Selinexor + Doxorubicin,7327
16,5448,Selinexor + Fludarabine phosphate + Cytarabine + Methotrexate + Prednisone,7327
17,3189,Selinexor + Sorafenib,7327
0,5229,Amlexanox + Selumetinib,7019
1,4622,APS-2-79 + Selumetinib,7019
2,5360,AZ-TAK1 + Selumetinib,7019
3,4791,AZ628 + Selumetinib,7019
4,2561,AZD8055 + Selumetinib,7019
5,4718,AZD9150 + Selumetinib,7019
6,4652,BKM120 + Selumetinib,7019
7,3699,Cediranib + Selumetinib + PLX4720,7019
8,4786,Ceritinib + Selumetinib,7019
9,4536,Cetuximab + Selumetinib,7019
10,4540,Cetuximab + Selumetinib + Vemurafenib,7019
11,4797,Dabrafenib + Selumetinib,7019
12,4600,Dasatinib + Selumetinib,7019
13,4746,DZNep + Selumetinib,7019
14,3361,Erlotinib + Selumetinib,7019
15,4901,Everolimus + Selumetinib,7019
16,5015,Fulvestrant + Selumetinib,7019
17,3024,GDC-0941 + Selumetinib,7019
18,4750,GSK343 + Selumetinib,7019
19,5585,GSK525762 + Selumetinib,7019
20,5009,Ipatasertib + Selumetinib,7019
21,2835,Irinotecan + Selumetinib,7019
22,3295,KW-2450 + Selumetinib,7019
23,3866,LY5 + Selumetinib,7019
24,3162,MEDI4736 + Selumetinib,7019
25,1098,MK2206 + Selumetinib,7019
26,4794,MLN2480 + Selumetinib,7019
27,5011,Neratinib + Selumetinib,7019
28,5793,Olaparib + Selumetinib,7019
29,2225,Osimertinib + Selumetinib,7019
30,1517,PD0332991 + AZD6244,7019
31,4793,RAF265 + Selumetinib,7019
32,3869,Ruxolitinib + Selumetinib,7019
33,4573,SAR260301 + Selumetinib,7019
34,5010,Saracatinib + Selumetinib,7019
35,913,Selumetinib,7019
36,1420,Selumetinib + BEZ235,7019
37,2222,Selumetinib + Cisplatin + Gemcitabine,7019
38,1432,Selumetinib + Dacarbazine,7019
39,1117,Selumetinib + Docetaxel,7019
40,4282,Selumetinib + Paclitaxel,7019
41,1061,Selumetinib + PLX4720,7019
42,4801,Selumetinib + Sorafenib,7019
43,4748,Selumetinib + Tazemetostat,7019
44,5501,Selumetinib + Torkinib,7019
45,3773,Selumetinib + Vemurafenib,7019
46,3771,Selumetinib + ZSTK474,7019
0,2548,Semagasestat,7577
0,2572,Semaxanib,7586
0,3819,SEN-450,8253
1,3821,SEN-450 + Temozolomide,8253
0,3364,Senexin A,8050
0,3365,Senexin B,8051
0,5605,Paclitaxel + sEphB4-HSA,7910
1,3013,sEphB4-HSA,7910
2,4467,sEphB4-HSA + Bevacizumab,7910
3,3944,sEphB4-HSA + Pembrolizumab,7910
0,5602,Imatinib + Serdemetan,7484
1,5601,PD180970 + Serdemetan,7484
2,2309,Serdemetan,7484
0,4141,Exemestane + Seribantumab,6957
1,6327,Fulvestrant + Seribantumab,6957
2,3878,Letrozole + Seribantumab,6957
3,820,Seribantumab,6957
4,6003,Seribantumab + XL147,6957
0,915,SF1126,7020
1,4956,SF1126 + Sorafenib,7020
0,1771,SGC-CBP30,7336
0,5966,I-BET151 + SGC0946,7793
1,2856,SGC0946,7793
0,1532,SGI_1027,7278
0,4693,Atezolizumab + SGI-110,7370
1,5982,Atezolizumab + SGI-110 + DEC-205-NY-ESO-1 fusion protein vaccine,7370
2,6146,Durvalumab + SGI-110,7370
3,6042,Mocetinostat + Pembrolizumab + SGI-110,7370
4,4725,Pembrolizumab + SGI-110,7370
5,1949,SGI-110,7370
6,2015,SGI-110 + Irinotecan,7370
7,5488,SGI-110 + MEDI4736 + Tremelimumab,7370
0,4184,Palbociclib + SGI-1776,8122
1,3549,Ruxolitinib + SGI-1776,8122
2,3533,SGI-1776,8122
0,5114,SGI-7079,8613
0,5896,SGN-2FF,8851
0,3615,SGN-LIV1A ,8174
0,2518,SGT-53,7551
1,3617,SGT-53 + Cyclophosphamide + Topotecan,7551
0,4788,PLX4720 + SGX523,7021
1,916,SGX523,7021
0,3552,SH-1242,8132
0,3493,SH4-54,8097
0,3494,SH5-07,8098
0,4504,SHP099,8470
0,6137,SHR-1210,8923
0,4430,Si306,8453
1,4431,Si306 + Radiotherapy,8453
0,3820,SIBI-C1,8254
0,6091,Cisplatin + Gemcitabine + Silmitasertib,8911
1,6308,Fostamatinib + Silmitasertib,8911
2,6307,Ibrutinib + Silmitasertib,8911
3,6085,JQ1 + Silmitasertib,8911
4,6084,Silmitasertib,8911
0,3485,siltuximab,8096
0,5649,SIM-89,8731
0,5642,Atezolizumab + Sipuleucel-T,7624
1,4270,Docetaxel + Sipuleucel-T,7624
2,2648,Sipuleucel-T,7624
0,4764,Afatinib + Cetuximab + Sirolimus,867
1,2301,Auranofin + Sirolimus,867
2,2827,AUY922 + Sirolimus,867
3,2233,Azacitidine + Sirolimus,867
4,4985,AZD4547 + Sirolimus,867
5,4990,Buthionine sufoximine + Sirolimus,867
6,3111,Carboplatin + Docetaxel + Sirolimus ,867
7,3143,Celecoxib + Cyclophosphamide + Etoposide + Sirolimus,867
8,2289,Cisplatin + Gemcitabine + Sirolimus ,867
9,1373,Cyclophosphamide + Fludarabine + Melphalan + Sirolimus,867
10,5714,Cyclosporine + Fludarabine phosphate + Mycophenolate mofetil + Sirolimus,867
11,2270,Cyclosporine + Mycophenolate mofetil + Sirolimus,867
12,2232,Cytarabine + Idarubicin + Sirolimus,867
13,1796,Decitabine + Sirolimus,867
14,5283,Denileukin diftitox + Sirolimus,867
15,3663,Doxorubicin + Sirolimus,867
16,2253,Erlotinib + Sirolimus,867
17,2271,Ganetespib + Sirolimus,867
18,1139,Lapatinib + Sirolimus,867
19,4710,MEDI-573 + Sirolimus,867
20,4497,MLN0128 + Sirolimus,867
21,4460,NY-ESO-1 peptide vaccine + Sirolimus,867
22,4130,Palbociclib + Sirolimus,867
23,1884,Pemetrexed + Sirolimus,867
24,3155,PLX3397 + Sirolimus,867
25,1530,RIST,867
26,3747,RU-SKI 43 + Sirolimus,867
27,3181,Ruxolitinib + Sirolimus + Tacrolimus,867
28,917,Sirolimus,867
29,3033,Sirolimus + Celecoxib,867
30,5513,Sirolimus + Cyclophosphamide,867
31,2385,Sirolimus + Cyclophosphamide + Dexamethasone + Hydroxychloroquine,867
32,1224,Sirolimus + Cyclophosphamide + Topotecan,867
33,1177,Sirolimus + Hydroxychloroquine,867
34,2676,Sirolimus + LY294002,867
35,1593,Sirolimus + Metformin,867
36,2304,Sirolimus + Methotrexate,867
37,4850,Sirolimus + SBI-0206965,867
38,2238,Sirolimus + Tacrolimus + Methotrexate,867
39,3596,Sirolimus + Trametinib,867
40,1979,Sirolimus + Trastuzumab,867
41,2813,Sirolimus + UCN-01,867
42,1329,Sirolimus + Vismodegib,867
43,5387,Sirolimus + WEHI-539,867
44,2592,Sirolimus + X-396,867
45,5014,unspecified PD-1 antibody + Sirolimus,867
0,3830,Sirtinol,8258
0,2609,SJ-172550,7604
0,2850,SJA5,7787
0,2730,SJB2-043,7686
0,6079,Bortezomib + SJB3-019A,8910
1,6080,Lenalidomide + SJB3-019A,8910
2,6081,Pomalidomide + SJB3-019A,8910
3,6082,Ricolinostat + SJB3-019A,8910
4,6078,SJB3-019A,8910
0,3480,SKF-96365,8094
0,3873,SKLB646,8283
0,2005,SL-401,7377
0,5025,Bevacizumab + SL-701,7907
1,3010,SL-701,7907
0,6223,SL-801,8943
0,4954,SL0101,8586
0,5525,SL327,8711
1,5526,SL327 + Sunitinib,8711
0,4126,SLC-0111,8357
