,drugName,id,terms,Therapies_id
2,Fluorouracil,534,"['Fluorouracil', 'Adrucil', '5-FU']",6275
3,Oxaliplatin,516,"['Oxaliplatin', 'Eloxatin', 'Diaminocyclohexane Oxalatoplatinum']",6275
0,Leucovorin,640,"['Leucovorin', 'Wellcovorin', 'Calcium citrovorum factor', 'Calcium folinate']",6274
1,Cobimetinib,7123,"['Cobimetinib', 'Cotellic', 'GDC-0973']",6274
2,Oxaliplatin,516,"['Oxaliplatin', 'Eloxatin', 'Diaminocyclohexane Oxalatoplatinum']",6274
3,Fluorouracil,534,"['Fluorouracil', 'Adrucil', '5-FU']",6274
4,Atezolizumab,7221,"['Atezolizumab', 'Tecentriq', 'MPDL3280A', 'RG7446']",6274
0,Pembrolizumab,7262,"['Pembrolizumab', 'Keytruda', 'MK-3475']",1161
1,Leucovorin,640,"['Leucovorin', 'Wellcovorin', 'Calcium citrovorum factor', 'Calcium folinate']",1161
2,Oxaliplatin,516,"['Oxaliplatin', 'Eloxatin', 'Diaminocyclohexane Oxalatoplatinum']",1161
3,Fluorouracil,534,"['Fluorouracil', 'Adrucil', '5-FU']",1161
0,Fluorouracil,534,"['Fluorouracil', 'Adrucil', '5-FU']",4839
1,Tivozanib,7173,"['Tivozanib', 'AV-951']",4839
2,Oxaliplatin,516,"['Oxaliplatin', 'Eloxatin', 'Diaminocyclohexane Oxalatoplatinum']",4839
3,Leucovorin,640,"['Leucovorin', 'Wellcovorin', 'Calcium citrovorum factor', 'Calcium folinate']",4839
0,MG 98,8850,"['MG 98', 'MG98']",5893
0,MG1-MAGEA3,8609,['MG1-MAGEA3'],5084
0,MGA012,8808,['MGA012'],5813
0,MGA271,7798,"['MGA271', 'Enoblituzumab']",2863
0,Pembrolizumab,7262,"['Pembrolizumab', 'Keytruda', 'MK-3475']",2864
1,MGA271,7798,"['MGA271', 'Enoblituzumab']",2864
0,MGAH22,6947,"['MGAH22', 'Margetuximab']",808
0,Pembrolizumab,7262,"['Pembrolizumab', 'Keytruda', 'MK-3475']",3728
1,MGAH22,6947,"['MGAH22', 'Margetuximab']",3728
0,MGCD265,6948,"['MGCD265', 'Glesatinib']",809
0,MGCD265,6948,"['MGCD265', 'Glesatinib']",1127
1,Docetaxel,1235,"['Docetaxel', 'Taxotere', 'Docefrez', 'Docetaxel anhydrous']",1127
0,MGCD265,6948,"['MGCD265', 'Glesatinib']",1126
1,Erlotinib,520,"['Erlotinib', 'Tarceva', 'CP358774']",1126
0,MGCD265,6948,"['MGCD265', 'Glesatinib']",4942
1,Nivolumab,7235,"['Nivolumab', 'Opdivo', 'BMS-936558', 'MDX-1106']",4942
0,MGCD516,7309,"['MGCD516', 'Sitravatinib']",1655
0,MGCD516,7309,"['MGCD516', 'Sitravatinib']",4943
1,Nivolumab,7235,"['Nivolumab', 'Opdivo', 'BMS-936558', 'MDX-1106']",4943
0,MGD007,7938,['MGD007'],3093
0,MGD013,8904,['MGD013'],6060
0,MGFR1877S,7821,"['MGFR1877S', 'RG744']",2897
0,MI-503,8890,['MI-503'],6006
0,MI-63,7290,['MI-63'],1582
0,Midazolam,673,"['Midazolam', 'Dormicum', 'Dea No. 2884']",2685
0,Midostaurin,6949,"['Midostaurin', 'Rydapt', 'CGP 41251', 'PKC412']",810
0,SCH772984,7613,['SCH772984'],5008
1,Midostaurin,6949,"['Midostaurin', 'Rydapt', 'CGP 41251', 'PKC412']",5008
0,Mifepristone,824,"['Mifepristone', 'Corlux', 'Mifepriston']",2603
0,Mifepristone,824,"['Mifepristone', 'Corlux', 'Mifepriston']",4350
1,nab-paclitaxel,6828,"['nab-paclitaxel', 'Abraxane', 'ABI-007']",4350
0,Mifepristone,824,"['Mifepristone', 'Corlux', 'Mifepriston']",6030
1,Pembrolizumab,7262,"['Pembrolizumab', 'Keytruda', 'MK-3475']",6030
0,MIK665,8809,"['MIK665', 'MIK 665', 'MIK-665', 'S64315']",5814
0,MINT1526A,7298,['MINT1526A'],1616
0,mipsagargin,8425,"['mipsagargin', 'G-202']",4338
0,Plicamycin,4814,"['Plicamycin', 'Mithracin', 'Mithramycin']",1397
0,MitoMet-10,8454,['MitoMet-10'],4432
0,Radiotherapy,8264,['Radiotherapy'],4451
1,MitoMet-10,8454,['MitoMet-10'],4451
0,Mitomycin C,7209,"['Mitomycin C', 'Mitozytrex']",1133
0,Mitotane,638,"['Mitotane', 'Chloditan', 'Not Available']",4302
0,Mitoxantrone,1191,"['Mitoxantrone', 'Novantrone', 'CL 232315']",1740
0,Cytarabine,976,"['Cytarabine', 'Cytosar-U', 'Ara-C']",1752
1,Mitoxantrone,1191,"['Mitoxantrone', 'Novantrone', 'CL 232315']",1752
2,Etoposide,763,"['Etoposide', 'Vepesid', 'EPEG', 'Eposin']",1752
0,mitoxantrone hydrochloride,8636,"['mitoxantrone hydrochloride', 'dihydroxyanthracenedione']",5215
0,MIW815,8940,"['MIW815', 'ADUS100']",6218
0,PDR001,7634,['PDR001'],6219
1,MIW815,8940,"['MIW815', 'ADUS100']",6219
0,MK-1308,8898,['MK-1308'],6038
0,Pembrolizumab,7262,"['Pembrolizumab', 'Keytruda', 'MK-3475']",6039
1,MK-1308,8898,['MK-1308'],6039
0,MK-1454,8670,['MK-1454'],5347
0,Pembrolizumab,7262,"['Pembrolizumab', 'Keytruda', 'MK-3475']",5348
1,MK-1454,8670,['MK-1454'],5348
0,MK-1775,7067,"['MK-1775', 'AZD1775']",822
0,MK-1775,7067,"['MK-1775', 'AZD1775']",1194
1,Carboplatin,947,"['Carboplatin', 'Paraplatin', 'CBDCA']",1194
0,Paclitaxel,1216,"['Paclitaxel', 'Taxol', '7-Epipaclitaxel']",3800
1,Carboplatin,947,"['Carboplatin', 'Paraplatin', 'CBDCA']",3800
2,MK-1775,7067,"['MK-1775', 'AZD1775']",3800
0,Cisplatin,505,"['Cisplatin', 'Platinol', 'CDDP']",1725
1,MK-1775,7067,"['MK-1775', 'AZD1775']",1725
0,MK-1775,7067,"['MK-1775', 'AZD1775']",4284
1,Doxorubicin,986,"['Doxorubicin', 'Adriamycin', 'ADR', 'Adria']",4284
0,Gemcitabine,433,"['Gemcitabine', 'Gemzar', 'Difluorodeoxycytidine Hydrochlorothiazide']",1279
1,MK-1775,7067,"['MK-1775', 'AZD1775']",1279
0,MK-1775,7067,"['MK-1775', 'AZD1775']",1361
1,Irinotecan,752,"['Irinotecan', 'Camptosar', 'CPT-11']",1361
0,Olaparib,6971,"['Olaparib', 'Lynparza', 'AZD2281', 'KU-0059436']",3140
1,MK-1775,7067,"['MK-1775', 'AZD1775']",3140
0,Paclitaxel,1216,"['Paclitaxel', 'Taxol', '7-Epipaclitaxel']",1567
1,MK-1775,7067,"['MK-1775', 'AZD1775']",1567
0,PF-00477736,7287,"['PF-00477736', 'PF-477736']",1566
1,MK-1775,7067,"['MK-1775', 'AZD1775']",1566
0,Radiotherapy,8264,['Radiotherapy'],4186
1,MK-1775,7067,"['MK-1775', 'AZD1775']",4186
0,Temozolomide,843,"['Temozolomide', 'Temodar', 'Methazolastone']",2713
1,MK-1775,7067,"['MK-1775', 'AZD1775']",2713
0,MK-1966,8463,['MK-1966'],4470
0,MK-1966,8463,['MK-1966'],4471
1,SD-101,7932,['SD-101'],4471
0,MK-2118,8921,['MK-2118'],6130
0,MK-2118,8921,['MK-2118'],6131
1,Pembrolizumab,7262,"['Pembrolizumab', 'Keytruda', 'MK-3475']",6131
0,MK-4101,8384,['MK-4101'],4233
0,MK-4166,7767,['MK-4166'],2829
0,MK-4280,8379,['MK-4280'],4212
0,Pembrolizumab,7262,"['Pembrolizumab', 'Keytruda', 'MK-3475']",4213
1,MK-4280,8379,['MK-4280'],4213
0,MK-5108,7489,"['MK-5108', 'MK5018', 'VX-689']",2331
0,Docetaxel,1235,"['Docetaxel', 'Taxotere', 'Docefrez', 'Docetaxel anhydrous']",4010
1,MK-5108,7489,"['MK-5108', 'MK5018', 'VX-689']",4010
0,MK-7684,8638,['MK-7684'],5218
0,Pembrolizumab,7262,"['Pembrolizumab', 'Keytruda', 'MK-3475']",5219
1,MK-7684,8638,['MK-7684'],5219
0,MK-8242,7959,['MK-8242'],3153
0,MK-8353,8022,"['MK-8353', 'SCH900353']",3302
0,Pembrolizumab,7262,"['Pembrolizumab', 'Keytruda', 'MK-3475']",5269
1,MK-8353,8022,"['MK-8353', 'SCH900353']",5269
0,MK-8745,7486,['MK-8745'],2328
0,MK-8776,7393,"['MK-8776', 'SCH900776']",2027
0,MK0646,6951,['MK0646'],812
0,MK0752,6952,"['MK0752', 'MK-0752']",815
0,MK2206,6953,"['MK2206', 'MK-2206']",816
0,MK2206,6953,"['MK2206', 'MK-2206']",1393
1,Hydroxychloroquine,1550,"['Hydroxychloroquine', 'Plaquenil', 'HCQ']",1393
0,Paclitaxel,1216,"['Paclitaxel', 'Taxol', '7-Epipaclitaxel']",3893
1,MK2206,6953,"['MK2206', 'MK-2206']",3893
0,Palbociclib,6979,"['Palbociclib', 'Ibrance', 'PD0332991']",3957
1,MK2206,6953,"['MK2206', 'MK-2206']",3957
0,Romidepsin ,7191,"['Romidepsin ', 'Istodax', 'depsipeptide', 'FK228', 'FR901228', 'NSC 630176']",2875
1,MK2206,6953,"['MK2206', 'MK-2206']",2875
0,MK2206,6953,"['MK2206', 'MK-2206']",4997
1,SCH772984,7613,['SCH772984'],4997
0,MK2206,6953,"['MK2206', 'MK-2206']",1098
1,Selumetinib,7019,"['Selumetinib', 'ARRY-142886', 'AZD6244']",1098
0,MK2206,6953,"['MK2206', 'MK-2206']",4749
1,Tazemetostat,7650,"['Tazemetostat', 'E-7438', 'EPZ-6438', 'EPZ6438']",4749
0,MK2206,6953,"['MK2206', 'MK-2206']",4664
1,Temsirolimus,4727,"['Temsirolimus', 'Torisel', 'CCI-779']",4664
0,MK2206,6953,"['MK2206', 'MK-2206']",4653
1,Trametinib,6818,"['Trametinib', 'Mekinist', 'GSK1120212']",4653
0,MK2206,6953,"['MK2206', 'MK-2206']",1494
1,Trastuzumab,71,"['Trastuzumab', 'Herceptin', 'Anti HER2']",1494
0,Vemurafenib,6791,"['Vemurafenib', 'Zelboraf', 'PLX4032', 'RO5185426']",4635
1,MK2206,6953,"['MK2206', 'MK-2206']",4635
0,MK2461,6954,['MK2461'],817
0,MK8033,7991,['MK8033'],3251
0,ML264,8285,['ML264'],3884
0,ML323,7637,['ML323'],2662
0,ML364,8548,['ML364'],4811
0,Bevacizumab,107,"['Bevacizumab', 'Avastin']",1444
1,Sapanisertib,7232,"['Sapanisertib', 'INK128', 'MLN0128', 'sapanisertib', 'TAK-228']",1444
0,Sapanisertib,7232,"['Sapanisertib', 'INK128', 'MLN0128', 'sapanisertib', 'TAK-228']",1580
1,Exemestane,979,"['Exemestane', 'Aromasin', 'Exemestano [INN-Spanish]']",1580
0,Fulvestrant,936,"['Fulvestrant', 'Faslodex', 'ICI 182,780']",1581
1,Sapanisertib,7232,"['Sapanisertib', 'INK128', 'MLN0128', 'sapanisertib', 'TAK-228']",1581
0,Sapanisertib,7232,"['Sapanisertib', 'INK128', 'MLN0128', 'sapanisertib', 'TAK-228']",5197
1,Metformin,323,"['Metformin', 'Glucophage', 'Apo-Metformin']",5197
0,MLN2480,7152,"['MLN2480', 'BIIB-024', 'TAK-580']",2175
1,Sapanisertib,7232,"['Sapanisertib', 'INK128', 'MLN0128', 'sapanisertib', 'TAK-228']",2175
0,PD-0325901,6977,"['PD-0325901', 'PD-901', 'PD0325901']",4771
1,Sapanisertib,7232,"['Sapanisertib', 'INK128', 'MLN0128', 'sapanisertib', 'TAK-228']",4771
0,Sapanisertib,7232,"['Sapanisertib', 'INK128', 'MLN0128', 'sapanisertib', 'TAK-228']",3861
1,Phenformin,903,"['Phenformin', 'Beta-Pebg']",3861
0,SBI-0206965,8562,['SBI-0206965'],4849
1,Sapanisertib,7232,"['Sapanisertib', 'INK128', 'MLN0128', 'sapanisertib', 'TAK-228']",4849
0,Sirolimus,867,"['Sirolimus', 'Rapamune', 'Rapamycin']",4497
1,Sapanisertib,7232,"['Sapanisertib', 'INK128', 'MLN0128', 'sapanisertib', 'TAK-228']",4497
0,Sapanisertib,7232,"['Sapanisertib', 'INK128', 'MLN0128', 'sapanisertib', 'TAK-228']",5141
1,Tamoxifen,665,"['Tamoxifen', 'Nolvadex', 'ICI-46474']",5141
0,Sapanisertib,7232,"['Sapanisertib', 'INK128', 'MLN0128', 'sapanisertib', 'TAK-228']",5386
1,WEHI-539,8674,['WEHI-539'],5386
0,MLN0905,8232,['MLN0905'],3777
0,Rituximab,72,"['Rituximab', 'Rituxan', 'AntiCD20']",3778
1,MLN0905,8232,['MLN0905'],3778
0,MLN1117 ,7149,"['MLN1117 ', 'INK1117', 'TAK-117']",1033
0,MLN1117 ,7149,"['MLN1117 ', 'INK1117', 'TAK-117']",1283
1,Sapanisertib,7232,"['Sapanisertib', 'INK128', 'MLN0128', 'sapanisertib', 'TAK-228']",1283
0,MLN1117 ,7149,"['MLN1117 ', 'INK1117', 'TAK-117']",3318
1,TAK-659,7953,['TAK-659'],3318
0,MLN1202,8377,"['MLN1202', 'plozalizumab', 'TAK-202']",4199
0,Nivolumab,7235,"['Nivolumab', 'Opdivo', 'BMS-936558', 'MDX-1106']",4200
1,MLN1202,8377,"['MLN1202', 'plozalizumab', 'TAK-202']",4200
0,MLN2480,7152,"['MLN2480', 'BIIB-024', 'TAK-580']",1034
0,Alisertib,6832,"['Alisertib', 'MLN8237']",2176
1,MLN2480,7152,"['MLN2480', 'BIIB-024', 'TAK-580']",2176
0,MLN2480,7152,"['MLN2480', 'BIIB-024', 'TAK-580']",4198
1,Nivolumab,7235,"['Nivolumab', 'Opdivo', 'BMS-936558', 'MDX-1106']",4198
0,Paclitaxel,1216,"['Paclitaxel', 'Taxol', '7-Epipaclitaxel']",2177
1,MLN2480,7152,"['MLN2480', 'BIIB-024', 'TAK-580']",2177
0,Selumetinib,7019,"['Selumetinib', 'ARRY-142886', 'AZD6244']",4794
1,MLN2480,7152,"['MLN2480', 'BIIB-024', 'TAK-580']",4794
0,MLN4924,7319,"['MLN4924', 'MLN-4924', 'pevonedistat', 'TAK-294']",1688
0,PLX4720,7180,['PLX4720'],5017
1,MLN4924,7319,"['MLN4924', 'MLN-4924', 'pevonedistat', 'TAK-294']",5017
0,MLN8054,7491,['MLN8054'],2333
0,MM-111,6956,['MM-111'],819
0,MM-141,7190,"['MM-141', 'Istiratumab']",1073
0,MM-141,7190,"['MM-141', 'Istiratumab']",1249
1,nab-paclitaxel,6828,"['nab-paclitaxel', 'Abraxane', 'ABI-007']",1249
2,Gemcitabine,433,"['Gemcitabine', 'Gemzar', 'Difluorodeoxycytidine Hydrochlorothiazide']",1249
0,Everolimus,1530,"['Everolimus', 'Afinitor', 'RAD001', 'Zortress']",1248
1,MM-141,7190,"['MM-141', 'Istiratumab']",1248
0,MM-151,6958,['MM-151'],821
0,MM-302,7251,['MM-302'],1401
0,Trastuzumab,71,"['Trastuzumab', 'Herceptin', 'Anti HER2']",1888
1,MM-302,7251,['MM-302'],1888
0,MM-310,8779,['MM-310'],5758
0,MN58b,8351,['MN58b'],4102
0,MN58b,8351,['MN58b'],4104
1,Fluorouracil,534,"['Fluorouracil', 'Adrucil', '5-FU']",4104
0,MN58b,8351,['MN58b'],4103
1,Gemcitabine,433,"['Gemcitabine', 'Gemzar', 'Difluorodeoxycytidine Hydrochlorothiazide']",4103
0,MN58b,8351,['MN58b'],4105
1,Oxaliplatin,516,"['Oxaliplatin', 'Eloxatin', 'Diaminocyclohexane Oxalatoplatinum']",4105
0,Mocetinostat,7899,"['Mocetinostat', 'MGCD0103']",3002
0,Mocetinostat,7899,"['Mocetinostat', 'MGCD0103']",4944
1,Nivolumab,7235,"['Nivolumab', 'Opdivo', 'BMS-936558', 'MDX-1106']",4944
0,Mocetinostat,7899,"['Mocetinostat', 'MGCD0103']",6042
1,SGI-110,7370,"['SGI-110', 'DNMT inhibitor SGI-110', 'guadecitabine', 'S110']",6042
2,Pembrolizumab,7262,"['Pembrolizumab', 'Keytruda', 'MK-3475']",6042
0,Mogamulizumab ,7880,['Mogamulizumab '],2968
0,Mogamulizumab ,7880,['Mogamulizumab '],3843
1,Nivolumab,7235,"['Nivolumab', 'Opdivo', 'BMS-936558', 'MDX-1106']",3843
0,Momelotinib,6959,"['Momelotinib', 'CYT387']",823
0,Momelotinib,6959,"['Momelotinib', 'CYT387']",1860
1,Trametinib,6818,"['Trametinib', 'Mekinist', 'GSK1120212']",1860
0,Montelukast,463,"['Montelukast', 'Montair', 'Not Available']",3323
0,MOR208,8796,"['MOR208', 'MOR00208', 'XmAb5574']",5783
0,MOR208,8796,"['MOR208', 'MOR00208', 'XmAb5574']",5785
1,Venetoclax,7284,"['Venetoclax', 'Venclexta ', 'ABT-199', 'GDC-0199', 'RG7601']",5785
0,MOR209/ES414,8503,['MOR209/ES414'],4651
0,Motesanib,6960,"['Motesanib', 'AMG 706']",824
0,Carboplatin,947,"['Carboplatin', 'Paraplatin', 'CBDCA']",1694
1,Motesanib,6960,"['Motesanib', 'AMG 706']",1694
0,Paclitaxel,1216,"['Paclitaxel', 'Taxol', '7-Epipaclitaxel']",1695
1,Motesanib,6960,"['Motesanib', 'AMG 706']",1695
0,motexafin gadolinium,7428,"['motexafin gadolinium', 'Xcytrin', 'gadolinium texaphyrin', 'PCI-0120']",2128
0,Motolimod,7936,"['Motolimod', 'VTX-2337']",3091
0,Motolimod,7936,"['Motolimod', 'VTX-2337']",5609
1,pegylated liposomal-doxorubicin,7126,"['pegylated liposomal-doxorubicin', 'Doxil', 'ATI-0918', 'CAELYX']",5609
0,MOv18IgE,7980,['MOv18IgE'],3236
0,MOXR0916,7685,['MOXR0916'],2729
0,MP-124,7570,['MP-124'],2540
0,MP7,8788,['MP7'],5769
0,MPC-3100,7723,['MPC-3100'],2772
0,MPI-0479605,8083,['MPI-0479605'],3458
0,Mps-BAY1,8078,['Mps-BAY1'],3449
0,Paclitaxel,1216,"['Paclitaxel', 'Taxol', '7-Epipaclitaxel']",3453
1,Mps-BAY1,8078,['Mps-BAY1'],3453
0,Mps-BAY2a,8079,['Mps-BAY2a'],3450
0,Mps-BAY2a,8079,['Mps-BAY2a'],3454
1,Paclitaxel,1216,"['Paclitaxel', 'Taxol', '7-Epipaclitaxel']",3454
0,Mps-BAY2b,8080,['Mps-BAY2b'],3451
0,Paclitaxel,1216,"['Paclitaxel', 'Taxol', '7-Epipaclitaxel']",3452
1,Mps-BAY2b,8080,['Mps-BAY2b'],3452
0,Mps1-IN-1,8073,['Mps1-IN-1'],3424
0,Mps1-IN-2,8074,['Mps1-IN-2'],3425
0,MPS1-IN-3,8081,['MPS1-IN-3'],3455
0,MPS1-IN-3,8081,['MPS1-IN-3'],3456
1,Vincristine,531,"['Vincristine', 'Oncovin', '22-Oxovincaleukoblastine']",3456
0,MPT0E028,7633,['MPT0E028'],2658
0,MRK-003,7200,['MRK-003'],1084
0,Paclitaxel,1216,"['Paclitaxel', 'Taxol', '7-Epipaclitaxel']",3491
1,MRK-003,7200,['MRK-003'],3491
0,MRK-003,7200,['MRK-003'],4716
1,Radiotherapy,8264,['Radiotherapy'],4716
0,SCH772984,7613,['SCH772984'],3492
1,MRK-003,7200,['MRK-003'],3492
0,MRT-92,7523,['MRT-92'],2418
0,MRX-2843,8593,['MRX-2843'],5016
0,MRX34,7153,['MRX34'],1035
0,MS417,8042,['MS417'],3335
0,MS436,8043,['MS436'],3336
0,M344,8695,['M344'],5453
0,MSC2015103B,7154,"['MSC2015103B', 'AS703988']",1036
0,MSC2156119J,7249,"['MSC2156119J', 'Tepotinib']",1398
0,M2698,7156,"['M2698', 'MSC2363318A']",1037
0,MSC2490484A ,8175,"['MSC2490484A ', 'M-3814', 'M3814']",3616
0,Etoposide,763,"['Etoposide', 'Vepesid', 'EPEG', 'Eposin']",5546
1,Cisplatin,505,"['Cisplatin', 'Platinol', 'CDDP']",5546
2,MSC2490484A ,8175,"['MSC2490484A ', 'M-3814', 'M3814']",5546
0,MSX-122,7785,['MSX-122'],2848
0,MT1,8566,['MT1'],4875
0,MTIG7192A ,8394,"['MTIG7192A ', 'RO7092284']",4268
0,MU380,8934,['MU380'],6180
0,MUC16ecto CAR T cells,7827,['MUC16ecto CAR T cells'],2904
0,MV-NIS,8919,['MV-NIS'],6125
0,MV-NIS,8919,['MV-NIS'],6127
1,Atezolizumab,7221,"['Atezolizumab', 'Tecentriq', 'MPDL3280A', 'RG7446']",6127
0,MVA-MUC1-IL2 vaccine,7231,"['MVA-MUC1-IL2 vaccine', 'TG4010']",1273
0,MVA-MUC1-IL2 vaccine,7231,"['MVA-MUC1-IL2 vaccine', 'TG4010']",4435
1,Nivolumab,7235,"['Nivolumab', 'Opdivo', 'BMS-936558', 'MDX-1106']",4435
0,MVAp53,7157,"['MVAp53', 'p53MVA']",1038
0,Gemcitabine,433,"['Gemcitabine', 'Gemzar', 'Difluorodeoxycytidine Hydrochlorothiazide']",1958
1,MVAp53,7157,"['MVAp53', 'p53MVA']",1958
0,MVAp53,7157,"['MVAp53', 'p53MVA']",5547
1,Pembrolizumab,7262,"['Pembrolizumab', 'Keytruda', 'MK-3475']",5547
0,MVT-1075,8756,['MVT-1075'],5706
0,MVT-5873,8762,['MVT-5873'],5801
1,MVT-1075,8756,['MVT-1075'],5801
0,MVT-5873,8762,['MVT-5873'],5712
0,nab-paclitaxel,6828,"['nab-paclitaxel', 'Abraxane', 'ABI-007']",5713
1,MVT-5873,8762,['MVT-5873'],5713
2,Gemcitabine,433,"['Gemcitabine', 'Gemzar', 'Difluorodeoxycytidine Hydrochlorothiazide']",5713
0,MX69,8540,['MX69'],4775
0,MYB vaccine,7679,['MYB vaccine'],2722
0,Mycophenolate mofetil,7348,"['Mycophenolate mofetil', 'Cellcept']",1845
0,Mycro3,8106,['Mycro3'],3507
0,MYL-1401O,8393,['MYL-1401O'],4262
0,MYL-1401O,8393,['MYL-1401O'],4263
1,Paclitaxel,1216,"['Paclitaxel', 'Taxol', '7-Epipaclitaxel']",4263
0,MYRA-A,8109,['MYRA-A'],3510
0,N-Arachidonoyl Dopamine ,8628,"['N-Arachidonoyl Dopamine ', 'NADA']",5185
0,N/A,7339,['N/A'],1776
0,Carboplatin,947,"['Carboplatin', 'Paraplatin', 'CBDCA']",1489
1,Bevacizumab,107,"['Bevacizumab', 'Avastin']",1489
2,nab-paclitaxel,6828,"['nab-paclitaxel', 'Abraxane', 'ABI-007']",1489
0,Carboplatin,947,"['Carboplatin', 'Paraplatin', 'CBDCA']",1490
1,Trastuzumab,71,"['Trastuzumab', 'Herceptin', 'Anti HER2']",1490
2,nab-paclitaxel,6828,"['nab-paclitaxel', 'Abraxane', 'ABI-007']",1490
0,nab-paclitaxel,6828,"['nab-paclitaxel', 'Abraxane', 'ABI-007']",1779
1,Gemcitabine,433,"['Gemcitabine', 'Gemzar', 'Difluorodeoxycytidine Hydrochlorothiazide']",1779
0,nab-paclitaxel,6828,"['nab-paclitaxel', 'Abraxane', 'ABI-007']",1268
1,Trametinib,6818,"['Trametinib', 'Mekinist', 'GSK1120212']",1268
0,Palbociclib,6979,"['Palbociclib', 'Ibrance', 'PD0332991']",3112
1,nab-paclitaxel,6828,"['nab-paclitaxel', 'Abraxane', 'ABI-007']",3112
0,Pembrolizumab,7262,"['Pembrolizumab', 'Keytruda', 'MK-3475']",4023
1,nab-paclitaxel,6828,"['nab-paclitaxel', 'Abraxane', 'ABI-007']",4023
0,Nab-Rapamycin,8059,"['Nab-Rapamycin', 'ABI-009']",3380
0,Nivolumab,7235,"['Nivolumab', 'Opdivo', 'BMS-936558', 'MDX-1106']",5931
1,Nab-Rapamycin,8059,"['Nab-Rapamycin', 'ABI-009']",5931
0,Temozolomide,843,"['Temozolomide', 'Temodar', 'Methazolastone']",5030
1,Nab-Rapamycin,8059,"['Nab-Rapamycin', 'ABI-009']",5030
2,Irinotecan,752,"['Irinotecan', 'Camptosar', 'CPT-11']",5030
0,NanoHHI,8252,['NanoHHI'],3818
0,Narnatumab,7990,['Narnatumab'],3246
0,Natalizumab,103,"['Natalizumab', 'Tysabri', 'Anti-VLA4']",4404
0,NAV-2729,8719,['NAV-2729'],5564
0,Navicixizumab,8792,['Navicixizumab'],5773
0,Navitoclax,6961,"['Navitoclax', 'ABT-263']",825
0,Gemcitabine,433,"['Gemcitabine', 'Gemzar', 'Difluorodeoxycytidine Hydrochlorothiazide']",1521
1,Navitoclax,6961,"['Navitoclax', 'ABT-263']",1521
0,ONC201,7318,"['ONC201', 'TIC-10', 'TIC10']",5245
1,Navitoclax,6961,"['Navitoclax', 'ABT-263']",5245
0,Navitoclax,6961,"['Navitoclax', 'ABT-263']",3065
1,Osimertinib,7059,"['Osimertinib', 'Tagrisso', 'AZD9291']",3065
0,Navitoclax,6961,"['Navitoclax', 'ABT-263']",5413
1,Paclitaxel,1216,"['Paclitaxel', 'Taxol', '7-Epipaclitaxel']",5413
0,SCH772984,7613,['SCH772984'],4998
1,Navitoclax,6961,"['Navitoclax', 'ABT-263']",4998
0,Navitoclax,6961,"['Navitoclax', 'ABT-263']",1872
1,Sorafenib,390,"['Sorafenib', 'Nexavar', 'BAY 43-9006']",1872
0,Navitoclax,6961,"['Navitoclax', 'ABT-263']",5955
1,TAK-901,7286,['TAK-901'],5955
0,Vemurafenib,6791,"['Vemurafenib', 'Zelboraf', 'PLX4032', 'RO5185426']",3530
1,Navitoclax,6961,"['Navitoclax', 'ABT-263']",3530
0,Navitoclax,6961,"['Navitoclax', 'ABT-263']",6187
1,Venetoclax,7284,"['Venetoclax', 'Venclexta ', 'ABT-199', 'GDC-0199', 'RG7601']",6187
0,NAX014,7891,['NAX014'],2984
0,NC-4016,7259,"['NC-4016', 'DACH-platin micelle NC-4016', 'DACH-Pt/m NC-4016']",1429
0,NC-6004,8721,"['NC-6004', 'Nanoplatin']",5577
0,NC043,7511,['NC043'],2405
0,NCDM-32B,7923,['NCDM-32B'],3068
0,ND-2110,7804,['ND-2110'],2870
0,ND-2158,7803,['ND-2158'],2869
0,ND-346,7805,['ND-346'],2871
0,Necitumumab,7068,"['Necitumumab', 'Portrazza', 'IMC-11F8']",826
0,Fluorouracil,534,"['Fluorouracil', 'Adrucil', '5-FU']",3498
1,Necitumumab,7068,"['Necitumumab', 'Portrazza', 'IMC-11F8']",3498
2,Leucovorin,640,"['Leucovorin', 'Wellcovorin', 'Calcium citrovorum factor', 'Calcium folinate']",3498
3,Oxaliplatin,516,"['Oxaliplatin', 'Eloxatin', 'Diaminocyclohexane Oxalatoplatinum']",3498
0,Necitumumab,7068,"['Necitumumab', 'Portrazza', 'IMC-11F8']",4973
1,Gemcitabine,433,"['Gemcitabine', 'Gemzar', 'Difluorodeoxycytidine Hydrochlorothiazide']",4973
2,Carboplatin,947,"['Carboplatin', 'Paraplatin', 'CBDCA']",4973
0,Gemcitabine,433,"['Gemcitabine', 'Gemzar', 'Difluorodeoxycytidine Hydrochlorothiazide']",2882
1,Cisplatin,505,"['Cisplatin', 'Platinol', 'CDDP']",2882
2,Necitumumab,7068,"['Necitumumab', 'Portrazza', 'IMC-11F8']",2882
0,Necitumumab,7068,"['Necitumumab', 'Portrazza', 'IMC-11F8']",4380
1,Osimertinib,7059,"['Osimertinib', 'Tagrisso', 'AZD9291']",4380
0,Pemetrexed,632,"['Pemetrexed', 'Alimta', 'LY231514']",3085
1,Cisplatin,505,"['Cisplatin', 'Platinol', 'CDDP']",3085
2,Necitumumab,7068,"['Necitumumab', 'Portrazza', 'IMC-11F8']",3085
0,Necuparanib,8389,"['Necuparanib', 'M402']",4251
0,Nelarabine,1267,"['Nelarabine', 'Arranon', 'GW-506U78']",3160
