,drugName,id,DrugClass_id,terms,,,,,,
1,U0126,7529,144,['U0126'],,,,,,
2,Trametinib,6818,144,['Trametinib', 'Mekinist', 'GSK1120212'],,,,
3,RO4987655,7010,144,['RO4987655', 'CH4987655'],,,,,
4,ARRY-300,7381,144,['ARRY-300', 'MEK300'],,,,,
5,WX-554,7176,144,['WX-554'],,,,,,
6,Refametinib,7003,144,['Refametinib', 'BAY86-9766'],,,,,
7,PD-0325901,6977,144,['PD-0325901', 'PD-901', 'PD0325901'],,,,
8,RO5126766,7380,144,['RO5126766', 'CH5126766'],,,,,
9,AZD8330,6861,144,['AZD8330', 'ARRY-424704', 'ARRY-704'],,,,
10,Pimasertib,6989,144,['Pimasertib', 'AS703026', 'MSC1936369B'],,,,
11,TAK-733,7027,144,['TAK-733', 'TAK733'],,,,,
12,Cobimetinib,7123,144,['Cobimetinib', 'Cotellic', 'GDC-0973'],,,,
13,CI-1040,6886,144,['CI-1040', 'PD-184352', 'PD184352'],,,,
14,MSC2015103B,7154,144,['MSC2015103B', 'AS703988'],,,,,
15,SL327,8711,144,['SL327', 'SL-327'],,,,,
16,Binimetinib,6827,144,['Binimetinib', 'ARRY-162', 'ARRY-438162', 'MEK162'],,,
17,Selumetinib,7019,144,['Selumetinib', 'ARRY-142886', 'AZD6244'],,,,
0,JNJ-61186372,8467,244,['JNJ-61186372'],,,,,,
1,KTN0073-IgG2,8544,244,['KTN0073-IgG2'],,,,,,
2,ME22S,8093,244,['ME22S'],,,,,,
3,SYM015,8413,244,['SYM015'],,,,,,
4,KTN0073-IgG1,8545,244,['KTN0073-IgG1'],,,,,,
5,ABT-700,7182,244,['ABT-700', 'h224G11'],,,,,
6,LY3164530,7371,244,['LY3164530'],,,,,,
7,Emibetuzumab,6943,244,['Emibetuzumab', 'LY2875358'],,,,,
8,ABBV-399,7247,244,['ABBV-399'],,,,,,
9,Onartuzumab,6972,244,['Onartuzumab', 'MetMAb', 'RO5490258'],,,,
10,ARGX-111,7449,244,['ARGX-111'],,,,,,
0,SU11274,7202,147,['SU11274'],,,,,,
1,AMG 337,7183,147,['AMG 337'],,,,,,
2,LCRF-0004,7996,147,['LCRF-0004'],,,,,,
3,PF-0461903,7958,147,['PF-0461903'],,,,,,
4,CBT-101,8873,147,['CBT-101'],,,,,,
5,Tivantinib,6842,147,['Tivantinib', 'ARQ197'],,,,,
6,Foretinib,6906,147,['Foretinib', 'EXEL-2880', 'GSK1363089G', 'XL880'],,,
7,MGCD516,7309,147,['MGCD516', 'Sitravatinib'],,,,,
8,SAR125844,7451,147,['SAR125844'],,,,,,
9,SIM-89,8731,147,['SIM-89'],,,,,,
10,EMD 1204831,6901,147,['EMD 1204831'],,,,,,
11,BPI-9016M,8255,147,['BPI-9016M'],,,,,,
12,KRC-00715,8281,147,['KRC-00715'],,,,,,
13,Crizotinib,6890,147,['Crizotinib', 'Xalkori', 'PF-02341066'],,,,
14,MK2461,6954,147,['MK2461'],,,,,,
15,OSI-296,8563,147,['OSI-296'],,,,,,
16,Golvatinib,7136,147,['Golvatinib', 'E7050'],,,,,
17,cMet RNA CAR T cells,7456,147,['cMet RNA CAR T cells', 'cMet CAR-mRNA electroporated autologous T lymphocytes'],,,,,
18,KTN0073-IgG2,8544,147,['KTN0073-IgG2'],,,,,,
19,BMS-754807,6880,147,['BMS-754807'],,,,,,
20,MRX34,7153,147,['MRX34'],,,,,,
21,PHA-665752,7454,147,['PHA-665752'],,,,,,
22,Cabozantinib,7115,147,['Cabozantinib', 'Cometriq', 'Cabometyx', 'Cabozantinib-s-malate', 'XL184'],,
23,TAS-115,8312,147,['TAS-115'],,,,,,
24,RXDX-106,8760,147,['RXDX-106'],,,,,,
25,BMS-777607,6881,147,['BMS-777607', 'ASLAN002'],,,,,
26,AMG208,6836,147,['AMG208'],,,,,,
27,NVP-BVU972,8675,147,['NVP-BVU972'],,,,,,
28,SGX523,7021,147,['SGX523'],,,,,,
29,Capmatinib,7184,147,['Capmatinib', 'INC280'],,,,,
30,S-49076,7450,147,['S-49076'],,,,,,
31,KRC-00509,8282,147,['KRC-00509'],,,,,,
32,EMD 1214063,6902,147,['EMD 1214063'],,,,,,
33,PF-04217903,6985,147,['PF-04217903'],,,,,,
34,KTN0073-IgG1,8545,147,['KTN0073-IgG1'],,,,,,
35,Altiratinib,7310,147,['Altiratinib', 'DCC-2701'],,,,,
36,AMG 458,7455,147,['AMG 458'],,,,,,
37,JNJ 38877605,6929,147,['JNJ 38877605'],,,,,,
38,MGCD265,6948,147,['MGCD265', 'Glesatinib'],,,,,
39,Amuvatinib,6839,147,['Amuvatinib', 'HPK56', 'MP470'],,,,
40,NPS-1034,8614,147,['NPS-1034'],,,,,,
41,BAY-853474,7808,147,['BAY-853474'],,,,,,
42,Savolitinib,7453,147,['Savolitinib', 'AZD6094', 'HMPL-504', 'Volitinib'],,,
43,MK8033,7991,147,['MK8033'],,,,,,
44,INCB028060,6924,147,['INCB028060'],,,,,,
45,MSC2156119J,7249,147,['MSC2156119J', 'Tepotinib'],,,,,
46,Emibetuzumab,6943,147,['Emibetuzumab', 'LY2875358'],,,,,
47,LY2801653,7147,147,['LY2801653', 'Merestinib'],,,,,
0,MPS1-IN-3,8081,151,['MPS1-IN-3'],,,,,,
1,CCT251455,7947,151,['CCT251455'],,,,,,
2,ONCOII,8158,151,['ONCOII'],,,,,,
3,CFI-401870,8088,151,['CFI-401870'],,,,,,
4,CFI-402257,8831,151,['CFI-402257'],,,,,,
5,Mps1-IN-1,8073,151,['Mps1-IN-1'],,,,,,
6,NTRC 0066-0,8086,151,['NTRC 0066-0'],,,,,,
7,Reversine,7485,151,['Reversine'],,,,,,
8,SNG12,8157,151,['SNG12'],,,,,,
9,Mps-BAY2b,8080,151,['Mps-BAY2b'],,,,,,
10,CFI-400936,8087,151,['CFI-400936'],,,,,,
11,AZ3146,7946,151,['AZ3146'],,,,,,
12,Mps1-IN-2,8074,151,['Mps1-IN-2'],,,,,,
13,SP600125,8052,151,['SP600125'],,,,,,
14,PF-7006 ,8084,151,['PF-7006 '],,,,,,
15,Mps-BAY1,8078,151,['Mps-BAY1'],,,,,,
16,PF-3837,8085,151,['PF-3837'],,,,,,
17,Mps-BAY2a,8079,151,['Mps-BAY2a'],,,,,,
18,Cpd-5,8089,151,['Cpd-5'],,,,,,
19,BAY1161909,8076,151,['BAY1161909', 'BAY 1161909'],,,,,
20,MPI-0479605,8083,151,['MPI-0479605'],,,,,,
21,BAY1217389,8077,151,['BAY1217389', 'BAY 1217389'],,,,,
22,NMS-P715,7943,151,['NMS-P715'],,,,,,
0,WYE-687,7470,152,['WYE-687'],,,,,,
1,GDC-0980,6913,152,['GDC-0980', 'Apitolisib'],,,,,
2,SAR245409 ,7169,152,['SAR245409 ', 'Voxtalisib', 'XL765'],,,,
3,ABTL0812,7444,152,['ABTL0812'],,,,,,
4,PKI-402,8276,152,['PKI-402'],,,,,,
5,RapaLink-1,8468,152,['RapaLink-1'],,,,,,
6,BEZ235,6868,152,['BEZ235', 'Dactolisib', 'NVP-BEZ235'],,,,
7,VS-5584,7079,152,['VS-5584', 'SB-23430'],,,,,
8,DHM25,8707,152,['DHM25'],,,,,,
9,BGT226,6870,152,['BGT226'],,,,,,
10,CC-115 ,7119,152,['CC-115 '],,,,,,
11,PF-04691502,6986,152,['PF-04691502'],,,,,,
12,Torin 1,7472,152,['Torin 1'],,,,,,
13,Vistusertib,7107,152,['Vistusertib', 'AZD2014'],,,,,
14,OSI-027,6974,152,['OSI-027'],,,,,,
15,CC214-2,8273,152,['CC214-2'],,,,,,
16,CC-223,6884,152,['CC-223'],,,,,,
17,Gedatolisib,7159,152,['Gedatolisib', 'PF-05212384', 'PKI-587'],,,,
18,Torin 2,7474,152,['Torin 2'],,,,,,
19,DS-7423,6898,152,['DS-7423'],,,,,,
20,GDC-0084,7384,152,['GDC-0084'],,,,,,
21,PP30,7467,152,['PP30'],,,,,,
22,Itraconazole,1154,152,['Itraconazole', 'Hyphanox', 'ITC'],,,,
23,KU-0063794,7462,152,['KU-0063794'],,,,,,
24,XL388,8268,152,['XL388'],,,,,,
25,Panulisib,7071,152,['Panulisib', 'P7170'],,,,,
26,WYE-354,7469,152,['WYE-354'],,,,,,
27,Sapanisertib,7232,152,['Sapanisertib', 'INK128', 'MLN0128', 'sapanisertib', 'TAK-228'],,
28,PWT33597,6995,152,['PWT33597'],,,,,,
29,GNE-317,8275,152,['GNE-317'],,,,,,
30,PP-121,7476,152,['PP-121'],,,,,,
31,GSK2126458,6919,152,['GSK2126458'],,,,,,
32,X480,8277,152,['X480'],,,,,,
33,WAY-600,7471,152,['WAY-600'],,,,,,
34,Torkinib,7466,152,['Torkinib', 'PP242'],,,,,
35,CC214-1,8272,152,['CC214-1'],,,,,,
36,PKI-179,7075,152,['PKI-179'],,,,,,
37,GDC-0349 ,7134,152,['GDC-0349 '],,,,,,
38,GSK1059615,7473,152,['GSK1059615'],,,,,,
39,DS-3078a ,7127,152,['DS-3078a '],,,,,,
40,DCBCI0901,7383,152,['DCBCI0901'],,,,,,
41,LY3023414,7186,152,['LY3023414'],,,,,,
42,PQR309,7385,152,['PQR309', 'PQR 309'],,,,,
43,AZD8055,7276,152,['AZD8055'],,,,,,
44,WYE-125132,7468,152,['WYE-125132', 'WYE-132'],,,,,
45,Antroquinonol,7098,152,['Antroquinonol', 'Hocena', 'Hocena'],,,,
46,AR-mTOR-26,8269,152,['AR-mTOR-26', 'AR mTOR 26'],,,,,
47,RES-529,7475,152,['RES-529', 'P529', 'Palomid 529'],,,,
0,RES-529,7475,153,['RES-529', 'P529', 'Palomid 529'],,,,
1,GSK2126458,6919,153,['GSK2126458'],,,,,,
2,ABTL0812,7444,153,['ABTL0812'],,,,,,
3,PP-121,7476,153,['PP-121'],,,,,,
4,Zotarolimus,7463,153,['Zotarolimus', 'ABT-578'],,,,,
5,Everolimus,1530,153,['Everolimus', 'Afinitor', 'RAD001', 'Zortress'],,,
6,Ridaforolimus,7007,153,['Ridaforolimus', 'AP23573', 'Deforolimus', 'MK-8669'],,,
7,PI-103,6988,153,['PI-103'],,,,,,
8,Triolimus,8274,153,['Triolimus'],,,,,,
9,PKI-179,7075,153,['PKI-179'],,,,,,
10,Temsirolimus,4727,153,['Temsirolimus', 'Torisel', 'CCI-779'],,,,
11,PF-04691502,6986,153,['PF-04691502'],,,,,,
12,Nab-Rapamycin,8059,153,['Nab-Rapamycin', 'ABI-009'],,,,,
13,Sirolimus,867,153,['Sirolimus', 'Rapamune', 'Rapamycin'],,,,
0,GSK2126458,6919,154,['GSK2126458'],,,,,,
1,PF-04691502,6986,154,['PF-04691502'],,,,,,
2,PKI-179,7075,154,['PKI-179'],,,,,,
3,RES-529,7475,154,['RES-529', 'P529', 'Palomid 529'],,,,
4,ABTL0812,7444,154,['ABTL0812'],,,,,,
5,PP-121,7476,154,['PP-121'],,,,,,
0,HD125,7825,246,['HD125'],,,,,,
1,MUC16ecto CAR T cells,7827,246,['MUC16ecto CAR T cells'],,,,,,
2,Oregovomab,7218,246,['Oregovomab', 'B43.13'],,,,,
3,Meso-TR3,7826,246,['Meso-TR3'],,,,,,
4,DMUC5754A,7349,246,['DMUC5754A', 'MUC16-targeted antibody-drug conjugate DMUC5754A'],,,,,
5,Abagovomab,7819,246,['Abagovomab'],,,,,,
0,BMS-871,7871,156,['BMS-871'],,,,,,
1,IMR-1,8431,156,['IMR-1'],,,,,,
2,BMS-906024,7574,156,['BMS-906024'],,,,,,
3,LY3039478,7872,156,['LY3039478'],,,,,,
4,CB-103,8941,156,['CB-103'],,,,,,
0,Brontictuzumab,7069,158,['Brontictuzumab', 'Anti-Notch1', 'OMP-52M51'],,,,
1,23814,8554,158,['23814'],,,,,,
0,NRR2Mab,8442,160,['NRR2Mab'],,,,,,
1,CT16,8701,160,['CT16'],,,,,,
2,Tarextumab,7576,160,['Tarextumab', 'OMP-59R5'],,,,,
0,CT16,8701,162,['CT16'],,,,,,
1,Tarextumab,7576,162,['Tarextumab', 'OMP-59R5'],,,,,
0,BIRB-796,8399,164,['BIRB-796'],,,,,,
1,UM-164,8398,164,['UM-164'],,,,,,
0,Ralimetinib,8018,165,['Ralimetinib', 'LY2228820'],,,,,
0,NSC319726,8064,166,['NSC319726'],,,,,,
1,thioureidobutyronitrile,7897,166,['thioureidobutyronitrile', 'Kevetrin'],,,,,
2,Serdemetan,7484,166,['Serdemetan', 'JNJ-26854165'],,,,,
3,APR-246,7368,166,['APR-246', 'p53 activator APR-246', 'PRIMA-1 analogue APR-246', 'PRIMA-1MET'],,,
4,CP-31398,8063,166,['CP-31398'],,,,,,
5,ReACp53,8065,166,['ReACp53'],,,,,,
6,NSC59984,8062,166,['NSC59984'],,,,,,
7,Prodigiosin,8302,166,['Prodigiosin'],,,,,,
0,Ad5CMV-p53 gene,7088,167,['Ad5CMV-p53 gene', 'Advexin', 'Ad-p53', 'Adeno-p53', 'INGN-201', 'RPR/INGN-201'],
1,SGT-53,7551,167,['SGT-53', 'transferrin receptor-targeted liposomal p53 cDNA'],,,,,
2,rAD-p53,7314,167,['rAD-p53', 'Gendicine', 'Genkaxin'],,,,
0,p53-SLP vaccine,7158,169,['p53-SLP vaccine'],,,,,,
1,ALT-801,7458,169,['ALT-801'],,,,,,
2,Ad.p53-DC vaccine,7087,169,['Ad.p53-DC vaccine', 'INGN-225'],,,,,
3,MVAp53,7157,169,['MVAp53', 'p53MVA'],,,,,
0,IPA-3,8037,170,['IPA-3'],,,,,,
1,FRAX-1063,8038,170,['FRAX-1063'],,,,,,
2,PF-3758309,8035,170,['PF-3758309'],,,,,,
3,FRAX597,8036,170,['FRAX597'],,,,,,
0,CEP-9722,7568,171,['CEP-9722'],,,,,,
1,NU1025,7862,171,['NU1025'],,,,,,
2,Talazoparib,6876,171,['Talazoparib', 'BMN673'],,,,,
3,CEP-8983,8124,171,['CEP-8983'],,,,,,
4,Veliparib,7042,171,['Veliparib', 'ABT-888'],,,,,
5,BGP-15,7567,171,['BGP-15'],,,,,,
6,Rucaparib,7013,171,['Rucaparib', 'Rubraca', 'AG014699', 'CO-388', 'PF-01367338'],,
7,E7016,7569,171,['E7016'],,,,,,
8,BGB-290,7863,171,['BGB-290'],,,,,,
9,PJ34,7571,171,['PJ34'],,,,,,
10,A-966492,7861,171,['A-966492'],,,,,,
11,Niraparib,6965,171,['Niraparib', 'Zejula', 'MK4827'],,,,
12,Olaparib,6971,171,['Olaparib', 'Lynparza', 'AZD2281', 'KU-0059436'],,,
13,E7449,6900,171,['E7449'],,,,,,
14,AZD2461,7572,171,['AZD2461'],,,,,,
15,INO-1001,7860,171,['INO-1001'],,,,,,
16,ABT-767,8359,171,['ABT-767'],,,,,,
0,BSI-401,8126,172,['BSI-401'],,,,,,
1,NMS-P118,8447,172,['NMS-P118'],,,,,,
2,MP-124,7570,172,['MP-124'],,,,,,
3,P10,8685,172,['P10'],,,,,,
4,AG-14361,7859,172,['AG-14361'],,,,,,
0,UPF 1069,8125,173,['UPF 1069'],,,,,,
0,unspecified PD-1 antibody,8287,174,['unspecified PD-1 antibody', 'Experimental PD-1 antibody'],,,,,
1,REGN2810,8735,174,['REGN2810'],,,,,,
2,CS1001,8927,174,['CS1001', 'WBP3155'],,,,,
3,BI 754091,8747,174,['BI 754091'],,,,,,
4,GLS-010,8925,174,['GLS-010'],,,,,,
5,Nivolumab,7235,174,['Nivolumab', 'Opdivo', 'BMS-936558', 'MDX-1106'],,,
6,Atezolizumab,7221,174,['Atezolizumab', 'Tecentriq', 'MPDL3280A', 'RG7446'],,,
7,MGD013,8904,174,['MGD013'],,,,,,
8,BMS-936559,8046,174,['BMS-936559', 'MDX-1105'],,,,,
9,SHR-1210,8923,174,['SHR-1210'],,,,,,
10,Durvalumab,7245,174,['Durvalumab', 'Imfinzi', 'MEDI4736'],,,,
11,CX-072,8634,174,['CX-072'],,,,,,
12,MEDI0680,7949,174,['MEDI0680', 'AMP-514'],,,,,
13,FAZ053,8589,174,['FAZ053'],,,,,,
14,unspecified PD-L1 antibody,8646,174,['unspecified PD-L1 antibody', 'Experimental PD-L1 antibody'],,,,,
15,AMP-224,8044,174,['AMP-224'],,,,,,
16,AGEN2034,8748,174,['AGEN2034'],,,,,,
17,PDR001,7634,174,['PDR001'],,,,,,
18,KN035,8926,174,['KN035'],,,,,,
19,TSR-042,8971,174,['TSR-042'],,,,,,
20,Pembrolizumab,7262,174,['Pembrolizumab', 'Keytruda', 'MK-3475'],,,,
21,Avelumab,7952,174,['Avelumab', 'Bavencio', 'MSB0010718C'],,,,
22,JS001,8848,174,['JS001', 'JS-001'],,,,,
23,IBI308,8924,174,['IBI308'],,,,,,
24,BGB-A317,8841,174,['BGB-A317'],,,,,,
25,M7824,8834,174,['M7824', 'MSB0011359C'],,,,,
26,LZM009,8962,174,['LZM009'],,,,,,
27,MGA012,8808,174,['MGA012'],,,,,,
28,Pidilizumab,8045,174,['Pidilizumab'],,,,,,
29,MEDI6469,7308,174,['MEDI6469'],,,,,,
30,CA-170,8844,174,['CA-170'],,,,,,
0,Axitinib,4739,175,['Axitinib', 'Inlyta', 'AG-013736'],,,,
1,Debio 0617B,8555,175,['Debio 0617B'],,,,,,
2,X-82,7045,175,['X-82'],,,,,,
3,CP-673451,7493,175,['CP-673451'],,,,,,
4,Pazopanib,4734,175,['Pazopanib', 'Votrient', 'GW-786034'],,,,
5,Crenolanib,6889,175,['Crenolanib', 'CP-868596'],,,,,
6,Lenvatinib,6934,175,['Lenvatinib', 'Lenvima', 'E7080'],,,,
7,Motesanib,6960,175,['Motesanib', 'AMG 706'],,,,,
8,GZD856,8366,175,['GZD856'],,,,,,
9,Dasatinib,1241,175,['Dasatinib', 'Sprycel', 'BMS-354825'],,,,
10,Sunitinib,1255,175,['Sunitinib', 'Sutent', 'SU011248'],,,,
11,Masitinib,6944,175,['Masitinib', 'AB1010'],,,,,
12,AG1295,7584,175,['AG1295', 'AG-1295'],,,,,
13,Vatalanib,7968,175,['Vatalanib', 'CGP-79787', 'PTK787', 'ZK 222584'],,,
14,MK2461,6954,175,['MK2461'],,,,,,
15,ABT-348,7082,175,['ABT-348', 'ilorasertib'],,,,,
16,Dovitinib,6897,175,['Dovitinib', 'CHIR-258', 'TKI258'],,,,
17,SU14813,8523,175,['SU14813'],,,,,,
18,Flumatinib,7966,175,['Flumatinib', 'HH-GV678'],,,,,
19,Nilotinib,4655,175,['Nilotinib', 'Tasigna', 'AMN-107'],,,,
20,Nintedanib,6964,175,['Nintedanib', 'Ofev', 'BIBF 1120', 'Vargatef'],,,
21,PP-121,7476,175,['PP-121'],,,,,,
22,AGL2043,7585,175,['AGL2043', 'AGL-2043'],,,,,
23,BPR1J373,8543,175,['BPR1J373'],,,,,,
24,AG1296,7436,175,['AG1296', 'AG-1296'],,,,,
25,Regorafenib,6803,175,['Regorafenib', 'Stivarga', 'BAY 73-4506'],,,,
26,Imatinib mesylate,609,175,['Imatinib mesylate', 'Gleevec', 'CGP-57148B', 'STI571'],,,
0,Apatinib,7099,176,['Apatinib', 'YN968D1'],,,,,
1,Ponatinib,6808,176,['Ponatinib', 'Iclusig', 'AP24534'],,,,
2,Quizartinib,6997,176,['Quizartinib', 'AC220'],,,,,
3,Chiauranib,7373,176,['Chiauranib', 'CS2164'],,,,,
4,Amuvatinib,6839,176,['Amuvatinib', 'HPK56', 'MP470'],,,,
5,DCC-2618,8407,176,['DCC-2618'],,,,,,
0,GTP-14564,7464,177,['GTP-14564'],,,,,,
1,Linifanib,6937,177,['Linifanib', 'ABT-869', 'AL-39324'],,,,
2,SU11652,7465,177,['SU11652'],,,,,,
3,Telatinib,7030,177,['Telatinib', 'BAY 57-9352'],,,,,
4,Orantinib,6973,177,['Orantinib', 'SU6668', 'TSU-68'],,,,
5,XL999,7053,177,['XL999'],,,,,,
6,Sorafenib,390,177,['Sorafenib', 'Nexavar', 'BAY 43-9006'],,,,
7,ZK 304709,7690,177,['ZK 304709'],,,,,,
8,JI-101,6928,177,['JI-101'],,,,,,
9,RXDX-105,7121,177,['RXDX-105', 'AC013773', 'CEP-32496'],,,,
10,Famitinib,7063,177,['Famitinib', 'SHR1020'],,,,,
11,Tandutinib,7028,177,['Tandutinib', 'CT53518', 'MLN518'],,,,
0,SA16,8794,179,['SA16'],,,,,,
1,MP7,8788,179,['MP7'],,,,,,
2,JX06,8016,179,['JX06'],,,,,,
0,BX-320,8192,180,['BX-320'],,,,,,
1,PHT-427,7955,180,['PHT-427'],,,,,,
2,GSK2334470,8195,180,['GSK2334470'],,,,,,
3,OSU03012,7514,180,['OSU03012', 'AR-12', 'OSU-03012'],,,,
4,BX-795,8090,180,['BX-795', 'BX795'],,,,,
5,BX-912,8193,180,['BX-912'],,,,,,
0,ZSTK474,7054,181,['ZSTK474'],,,,,,
1,GSK2126458,6919,181,['GSK2126458'],,,,,,
2,XL147,7168,181,['XL147', 'Pilaralisib', 'SAR245408'],,,,
3,PI-103,6988,181,['PI-103'],,,,,,
4,GNE-317,8275,181,['GNE-317'],,,,,,
5,Deguelin,7353,181,['Deguelin'],,,,,,
6,Panulisib,7071,181,['Panulisib', 'P7170'],,,,,
7,GDC-0084,7384,181,['GDC-0084'],,,,,,
8,DS-7423,6898,181,['DS-7423'],,,,,,
9,Gedatolisib,7159,181,['Gedatolisib', 'PF-05212384', 'PKI-587'],,,,
10,PF-04691502,6986,181,['PF-04691502'],,,,,,
11,Rigosertib,7164,181,['Rigosertib', 'Estybon', 'ON 01910.Na', 'SyB L-1101'],,,
12,BGT226,6870,181,['BGT226'],,,,,,
13,CUDC-907,7062,181,['CUDC-907'],,,,,,
14,GDC-0980,6913,181,['GDC-0980', 'Apitolisib'],,,,,
15,BEZ235,6868,181,['BEZ235', 'Dactolisib', 'NVP-BEZ235'],,,,
16,PX-866,6996,181,['PX-866', 'Oncothyreon'],,,,,
17,BKM120,6875,181,['BKM120', 'BKM-120', 'Buparlisib'],,,,
18,PKI-402,8276,181,['PKI-402'],,,,,,
19,SAR245409 ,7169,181,['SAR245409 ', 'Voxtalisib', 'XL765'],,,,
20,VS-5584,7079,181,['VS-5584', 'SB-23430'],,,,,
21,LY294002,7181,181,['LY294002'],,,,,,
22,SF1126,7020,181,['SF1126'],,,,,,
23,AZD8055,7276,181,['AZD8055'],,,,,,
24,PQR309,7385,181,['PQR309', 'PQR 309'],,,,,
25,LY3023414,7186,181,['LY3023414'],,,,,,
26,GDC-0941,6911,181,['GDC-0941', 'Pictilisib'],,,,,
27,CLR457,7269,181,['CLR457'],,,,,,
28,GSK1059615,7473,181,['GSK1059615'],,,,,,
29,DCBCI0901,7383,181,['DCBCI0901'],,,,,,
30,PKI-179,7075,181,['PKI-179'],,,,,,
31,WX-037,7080,181,['WX-037', 'UCB1370037'],,,,,
32,CH5132799,7445,181,['CH5132799'],,,,,,
33,X480,8277,181,['X480'],,,,,,
0,Copanlisib,7112,182,['Copanlisib', 'Aliqopa', 'BAY80-6946'],,,,
1,Alpelisib,6882,182,['Alpelisib', 'BYL719'],,,,,
2,MLN1117 ,7149,182,['MLN1117 ', 'INK1117', 'TAK-117'],,,,
3,GDC-0326,8647,182,['GDC-0326'],,,,,,
4,PWT33597,6995,182,['PWT33597'],,,,,,
5,ASN003,8820,182,['ASN003'],,,,,,
6,PF-4989216,7073,182,['PF-4989216'],,,,,,
7,PW12,7873,182,['PW12'],,,,,,
8,BAY1082439 ,7060,182,['BAY1082439 ', 'BAY-1082439'],,,,,
9,YM-024,7879,182,['YM-024'],,,,,,
10,GDC-0032 ,7133,182,['GDC-0032 ', 'RG7606', 'Taselisib'],,,,
11,A66,7056,182,['A66'],,,,,,
12,AZD8835,7382,182,['AZD8835'],,,,,,
0,TGX-155,8103,183,['TGX-155', '8-(4-Fluoro-2-methylphenoxy)-2-(4-morpholinyl)-4(1H)-quinolinone', 'TGX155'],,,,
1,BAY1082439 ,7060,183,['BAY1082439 ', 'BAY-1082439'],,,,,
2,AZD8186,7108,183,['AZD8186'],,,,,,
3,TGX-221,7547,183,['TGX-221'],,,,,,
4,AZD6482,7058,183,['AZD6482'],,,,,,
5,SAR260301,7170,183,['SAR260301'],,,,,,
6,TGX-115,7874,183,['TGX-115'],,,,,,
7,GSK2636771,6921,183,['GSK2636771'],,,,,,
0,AZD8186,7108,184,['AZD8186'],,,,,,
1,Idelalisib ,7140,184,['Idelalisib ', 'Zydelig', 'CAL-101', 'GS-1101'],,,
2,AM-1430,8484,184,['AM-1430'],,,,,,
3,AZD6482,7058,184,['AZD6482'],,,,,,
4,Duvelisib,7141,184,['Duvelisib', 'INK1197', 'IPI-145'],,,,
5,PI-3065,7877,184,['PI-3065'],,,,,,
6,TGR-1202,7388,184,['TGR-1202', 'RP5264'],,,,,
7,AZD8835,7382,184,['AZD8835'],,,,,,
8,GS-9820 ,7139,184,['GS-9820 ', 'Acalisib', 'CAL-120'],,,,
9,AM-0687,8483,184,['AM-0687'],,,,,,
10,GDC-0032 ,7133,184,['GDC-0032 ', 'RG7606', 'Taselisib'],,,,
11,TG100-115,7549,184,['TG100-115'],,,,,,
12,INCB050465,7933,184,['INCB050465'],,,,,,
13,ACP-319,7997,184,['ACP-319'],,,,,,
14,YM-024,7879,184,['YM-024'],,,,,,
15,HMPL-689,8199,184,['HMPL-689'],,,,,,
16,PF-4989216,7073,184,['PF-4989216'],,,,,,
17,Copanlisib,7112,184,['Copanlisib', 'Aliqopa', 'BAY80-6946'],,,,
18,INCB040093,7387,184,['INCB040093'],,,,,,
19,TGX-115,7874,184,['TGX-115'],,,,,,
20,IC87114,8104,184,['IC87114', 'IC-87114'],,,,,
21,AMG 319 ,7091,184,['AMG 319 '],,,,,,
22,RP6530,7386,184,['RP6530'],,,,,,
0,AS-252424,7876,185,['AS-252424'],,,,,,
1,ASN003,8820,185,['ASN003'],,,,,,
2,IPI-549,8049,185,['IPI-549'],,,,,,
3,Duvelisib,7141,185,['Duvelisib', 'INK1197', 'IPI-145'],,,,
4,AS605240,7550,185,['AS605240'],,,,,,
5,RP6530,7386,185,['RP6530'],,,,,,
6,GDC-0032 ,7133,185,['GDC-0032 ', 'RG7606', 'Taselisib'],,,,
7,TG100-115,7549,185,['TG100-115'],,,,,,
0,SEL24-B489,8209,186,['SEL24-B489', 'SEL24'],,,,,
1,AZD1208,7973,186,['AZD1208'],,,,,,
2,CX-6258,8204,186,['CX-6258'],,,,,,
3,TP-3654,8201,186,['TP-3654', 'SGI-9481'],,,,,
4,AZD1897,8208,186,['AZD1897'],,,,,,
5,INCB053914,8211,186,['INCB053914'],,,,,,
6,SGI-1776,8122,186,['SGI-1776'],,,,,,
7,SMI-4a,8202,186,['SMI-4a'],,,,,,
8,LGH447,7508,186,['LGH447', 'LGB321', 'PIM447'],,,,
0,K00135,8203,187,['K00135'],,,,,,
0,AT13148,8189,189,['AT13148'],,,,,,
1,AT-7867,7530,189,['AT-7867', 'AT7687'],,,,,
0,UCN-01,7040,190,['UCN-01', '7-hydroxystaurosporine', 'sc-3510'],,,,
1,Bryostatin 1,7498,190,['Bryostatin 1', 'NSC 339555'],,,,,
2,BHA536,8464,190,['BHA536'],,,,,,
3,Aprinocarsen,7499,190,['Aprinocarsen', 'ISIS 3521'],,,,,
4,Midostaurin,6949,190,['Midostaurin', 'Rydapt', 'CGP 41251', 'PKC412'],,,
5,Go6976,7497,190,['Go6976'],,,,,,
0,LY379196,7743,191,['LY379196'],,,,,,
1,Midostaurin,6949,191,['Midostaurin', 'Rydapt', 'CGP 41251', 'PKC412'],,,
2,BHA536,8464,191,['BHA536'],,,,,,
3,Enzastaurin,7316,191,['Enzastaurin', 'LY317615'],,,,,
